Time,Symbol,Price,Quantity,Type,Status,Value,Tag 
2011-02-10T15:00:00Z,SPXS,9320.08019875,1,Market,Filled,9320.08019875,Warning: No quote information available at 02/10/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-02-10T16:00:00Z,SPXS,9209.85586,-1,Market,Filled,-9209.85586,Warning: No quote information available at 02/10/2011 11:00:00 America/New_York, order filled using TradeBar data 
2011-02-22T15:00:00Z,SPXS,8842.4413975,1,Market,Filled,8842.4413975,Warning: No quote information available at 02/22/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-02-25T21:00:00Z,SPXS,8957.56459575,-1,Market On Open,Filled,-8957.56459575, 
2011-03-01T19:00:00Z,SPXS,9204.9570005,1,Market,Filled,9204.9570005,Warning: No quote information available at 03/01/2011 14:00:00 America/New_York, order filled using TradeBar data 
2011-03-03T15:00:00Z,SPXS,8933.07029825,-1,Market,Filled,-8933.07029825,Warning: No quote information available at 03/03/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-03-07T16:00:00Z,SPXS,9089.83380225,1,Market,Filled,9089.83380225,Warning: No quote information available at 03/07/2011 11:00:00 America/New_York, order filled using TradeBar data 
2011-03-18T14:00:00Z,SPXS,9633.60720675,-1,Market,Filled,-9633.60720675,Warning: No quote information available at 03/18/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-04-07T18:00:00Z,SPXS,8612.195001,1,Market,Filled,8612.195001,Warning: No quote information available at 04/07/2011 14:00:00 America/New_York, order filled using TradeBar data 
2011-04-15T16:00:00Z,SPXS,8822.8459595,-1,Market,Filled,-8822.8459595,Warning: No quote information available at 04/15/2011 12:00:00 America/New_York, order filled using TradeBar data 
2011-04-18T14:00:00Z,SPXS,9202.50757075,1,Market,Filled,9202.50757075,Warning: No quote information available at 04/18/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-04-20T14:00:00Z,SPXS,8614.64443075,-1,Market,Filled,-8614.64443075,Warning: No quote information available at 04/20/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-05-03T15:00:00Z,SPXS,8090.46646425,1,Market,Filled,8090.46646425,Warning: No quote information available at 05/03/2011 11:00:00 America/New_York, order filled using TradeBar data 
2011-05-10T14:00:00Z,SPXS,8107.6124725,-1,Market,Filled,-8107.6124725,Warning: No quote information available at 05/10/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-05-11T17:00:00Z,SPXS,8293.7691335,1,Market,Filled,8293.7691335,Warning: No quote information available at 05/11/2011 13:00:00 America/New_York, order filled using TradeBar data 
2011-05-19T14:00:00Z,SPXS,8178.64593525,-1,Market,Filled,-8178.64593525,Warning: No quote information available at 05/19/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-05-20T15:00:00Z,SPXS,8450.5326375,1,Market,Filled,8450.5326375,Warning: No quote information available at 05/20/2011 11:00:00 America/New_York, order filled using TradeBar data 
2011-05-20T18:00:00Z,SPXS,8293.7691335,-1,Market,Filled,-8293.7691335,Warning: No quote information available at 05/20/2011 14:00:00 America/New_York, order filled using TradeBar data 
2011-05-20T20:00:00Z,SPXS,8724.8687695,1,Market On Open,Filled,8724.8687695, 
2011-05-26T17:00:00Z,SPXS,8573.004125,-1,Market,Filled,-8573.004125,Warning: No quote information available at 05/26/2011 13:00:00 America/New_York, order filled using TradeBar data 
2011-06-01T17:00:00Z,SPXS,8489.7235135,1,Market,Filled,8489.7235135,Warning: No quote information available at 06/01/2011 13:00:00 America/New_York, order filled using TradeBar data 
2011-06-14T14:00:00Z,SPXS,9261.29388475,-1,Market,Filled,-9261.29388475,Warning: No quote information available at 06/14/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-06-15T16:00:00Z,SPXS,9577.2703225,1,Market,Filled,9577.2703225,Warning: No quote information available at 06/15/2011 12:00:00 America/New_York, order filled using TradeBar data 
2011-06-20T16:00:00Z,SPXS,9381.3159425,-1,Market,Filled,-9381.3159425,Warning: No quote information available at 06/20/2011 12:00:00 America/New_York, order filled using TradeBar data 
2011-07-11T14:00:00Z,SPXS,8220.286241,1,Market,Filled,8220.286241,Warning: No quote information available at 07/11/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-07-19T18:00:00Z,SPXS,8320.71286075,-1,Market,Filled,-8320.71286075,Warning: No quote information available at 07/19/2011 14:00:00 America/New_York, order filled using TradeBar data 
2011-07-26T14:00:00Z,SPXS,8168.84821625,1,Market,Filled,8168.84821625,Warning: No quote information available at 07/26/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-08-11T17:00:00Z,SPXS,11282.0734285,-1,Market,Filled,-11282.0734285,Warning: No quote information available at 08/11/2011 13:00:00 America/New_York, order filled using TradeBar data 
2011-08-18T14:00:00Z,SPXS,11443.735792,1,Market,Filled,11443.735792,Warning: No quote information available at 08/18/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-08-23T20:00:00Z,SPXS,11193.8939575,-1,Market On Open,Filled,-11193.8939575, 
2011-09-02T14:00:00Z,SPXS,10331.6946855,1,Market,Filled,10331.6946855,Warning: No quote information available at 09/02/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-09-07T17:00:00Z,SPXS,9991.22395025,-1,Market,Filled,-9991.22395025,Warning: No quote information available at 09/07/2011 13:00:00 America/New_York, order filled using TradeBar data 
2011-09-09T14:00:00Z,SPXS,10522.750206,1,Market,Filled,10522.750206,Warning: No quote information available at 09/09/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-09-14T14:00:00Z,SPXS,10294.95323925,-1,Market,Filled,-10294.95323925,Warning: No quote information available at 09/14/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-09-21T14:00:00Z,SPXS,9587.0680415,1,Market,Filled,9587.0680415,Warning: No quote information available at 09/21/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-09-26T20:00:00Z,SPXS,9922.63991725,-1,Market On Open,Filled,-9922.63991725, 
2011-09-28T20:00:00Z,SPXS,10241.06578475,1,Market On Open,Filled,10241.06578475, 
2011-09-29T14:00:00Z,SPXS,10250.86350375,-1,Market,Filled,-10250.86350375,Warning: No quote information available at 09/29/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-09-29T19:00:00Z,SPXS,10988.1418585,1,Market,Filled,10988.1418585,Warning: No quote information available at 09/29/2011 15:00:00 America/New_York, order filled using TradeBar data 
2011-10-05T18:00:00Z,SPXS,11071.42247,-1,Market,Filled,-11071.42247,Warning: No quote information available at 10/05/2011 14:00:00 America/New_York, order filled using TradeBar data 
2011-10-17T19:00:00Z,SPXS,9173.11441375,1,Market,Filled,9173.11441375,Warning: No quote information available at 10/17/2011 15:00:00 America/New_York, order filled using TradeBar data 
2011-10-18T17:00:00Z,SPXS,8911.0254305,-1,Market,Filled,-8911.0254305,Warning: No quote information available at 10/18/2011 13:00:00 America/New_York, order filled using TradeBar data 
2011-10-20T14:00:00Z,SPXS,9009.0026205,1,Market,Filled,9009.0026205,Warning: No quote information available at 10/20/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-10-21T14:00:00Z,SPXS,8479.9257945,-1,Market,Filled,-8479.9257945,Warning: No quote information available at 10/21/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-10-26T15:00:00Z,SPXS,8607.2961415,1,Market,Filled,8607.2961415,Warning: No quote information available at 10/26/2011 11:00:00 America/New_York, order filled using TradeBar data 
2011-10-26T18:00:00Z,SPXS,8323.1622905,-1,Market,Filled,-8323.1622905,Warning: No quote information available at 10/26/2011 14:00:00 America/New_York, order filled using TradeBar data 
2011-10-31T20:00:00Z,SPXS,8558.3075465,1,Market On Open,Filled,8558.3075465, 
2011-11-03T16:00:00Z,SPXS,7926.354671,-1,Market,Filled,-7926.354671,Warning: No quote information available at 11/03/2011 12:00:00 America/New_York, order filled using TradeBar data 
