Time,Symbol,Price,Quantity,Type,Status,Value,Tag 
2011-02-15T15:00:00Z,SDOW,8762.126674176,1,Market,Filled,8762.126674176,Warning: No quote information available at 02/15/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-02-16T15:00:00Z,SDOW,8647.589070592,-1,Market,Filled,-8647.589070592,Warning: No quote information available at 02/16/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-02-22T17:00:00Z,SDOW,8632.649383168,1,Market,Filled,8632.649383168,Warning: No quote information available at 02/22/2011 12:00:00 America/New_York, order filled using TradeBar data 
2011-02-28T15:00:00Z,SDOW,8747.186986752,-1,Market,Filled,-8747.186986752,Warning: No quote information available at 02/28/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-03-01T19:00:00Z,SDOW,8948.872766976,1,Market,Filled,8948.872766976,Warning: No quote information available at 03/01/2011 14:00:00 America/New_York, order filled using TradeBar data 
2011-03-03T15:00:00Z,SDOW,8702.36792448,-1,Market,Filled,-8702.36792448,Warning: No quote information available at 03/03/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-03-04T18:00:00Z,SDOW,8961.322506496,1,Market,Filled,8961.322506496,Warning: No quote information available at 03/04/2011 13:00:00 America/New_York, order filled using TradeBar data 
2011-03-07T15:00:00Z,SDOW,8672.488549632,-1,Market,Filled,-8672.488549632,Warning: No quote information available at 03/07/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-04-07T18:00:00Z,SDOW,8241.72756224,1,Market,Filled,8241.72756224,Warning: No quote information available at 04/07/2011 14:00:00 America/New_York, order filled using TradeBar data 
2011-04-11T14:00:00Z,SDOW,8102.290479616,-1,Market,Filled,-8102.290479616,Warning: No quote information available at 04/11/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-04-11T17:00:00Z,SDOW,8201.888395776,1,Market,Filled,8201.888395776,Warning: No quote information available at 04/11/2011 13:00:00 America/New_York, order filled using TradeBar data 
2011-04-15T16:00:00Z,SDOW,8303.97625984,-1,Market,Filled,-8303.97625984,Warning: No quote information available at 04/15/2011 12:00:00 America/New_York, order filled using TradeBar data 
2011-04-18T14:00:00Z,SDOW,8679.958393344,1,Market,Filled,8679.958393344,Warning: No quote information available at 04/18/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-04-20T14:00:00Z,SDOW,8094.820635904,-1,Market,Filled,-8094.820635904,Warning: No quote information available at 04/20/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-05-04T14:00:00Z,SDOW,7459.883920384,1,Market,Filled,7459.883920384,Warning: No quote information available at 05/04/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-05-10T14:00:00Z,SDOW,7482.29345152,-1,Market,Filled,-7482.29345152,Warning: No quote information available at 05/10/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-05-11T16:00:00Z,SDOW,7586.871263488,1,Market,Filled,7586.871263488,Warning: No quote information available at 05/11/2011 12:00:00 America/New_York, order filled using TradeBar data 
2011-05-19T14:00:00Z,SDOW,7594.3411072,-1,Market,Filled,-7594.3411072,Warning: No quote information available at 05/19/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-05-20T14:00:00Z,SDOW,7766.147512576,1,Market,Filled,7766.147512576,Warning: No quote information available at 05/20/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-05-20T17:00:00Z,SDOW,7693.93902336,-1,Market,Filled,-7693.93902336,Warning: No quote information available at 05/20/2011 13:00:00 America/New_York, order filled using TradeBar data 
2011-05-20T19:00:00Z,SDOW,7751.207825152,1,Market,Filled,7751.207825152,Warning: No quote information available at 05/20/2011 15:00:00 America/New_York, order filled using TradeBar data 
2011-05-26T19:00:00Z,SDOW,7940.443865856,-1,Market,Filled,-7940.443865856,Warning: No quote information available at 05/26/2011 15:00:00 America/New_York, order filled using TradeBar data 
2011-06-01T17:00:00Z,SDOW,8015.142302976,1,Market,Filled,8015.142302976,Warning: No quote information available at 06/01/2011 13:00:00 America/New_York, order filled using TradeBar data 
2011-06-09T15:00:00Z,SDOW,8470.802769408,-1,Market,Filled,-8470.802769408,Warning: No quote information available at 06/09/2011 11:00:00 America/New_York, order filled using TradeBar data 
2011-06-10T14:00:00Z,SDOW,8734.737247232,1,Market,Filled,8734.737247232,Warning: No quote information available at 06/10/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-06-14T15:00:00Z,SDOW,8557.950946048,-1,Market,Filled,-8557.950946048,Warning: No quote information available at 06/14/2011 11:00:00 America/New_York, order filled using TradeBar data 
2011-07-11T14:00:00Z,SDOW,7537.072305408,1,Market,Filled,7537.072305408,Warning: No quote information available at 07/11/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-07-13T15:00:00Z,SDOW,7434.984441344,-1,Market,Filled,-7434.984441344,Warning: No quote information available at 07/13/2011 11:00:00 America/New_York, order filled using TradeBar data 
2011-07-13T20:00:00Z,SDOW,7616.750638336,1,Market On Open,Filled,7616.750638336, 
2011-07-19T15:00:00Z,SDOW,7591.851159296,-1,Market,Filled,-7591.851159296,Warning: No quote information available at 07/19/2011 11:00:00 America/New_York, order filled using TradeBar data 
2011-07-26T14:00:00Z,SDOW,7549.522044928,1,Market,Filled,7549.522044928,Warning: No quote information available at 07/26/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-08-11T17:00:00Z,SDOW,10099.228698624,-1,Market,Filled,-10099.228698624,Warning: No quote information available at 08/11/2011 13:00:00 America/New_York, order filled using TradeBar data 
2011-08-18T14:00:00Z,SDOW,10041.959896832,1,Market,Filled,10041.959896832,Warning: No quote information available at 08/18/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-08-23T17:00:00Z,SDOW,9905.012762112,-1,Market,Filled,-9905.012762112,Warning: No quote information available at 08/23/2011 13:00:00 America/New_York, order filled using TradeBar data 
2011-09-02T14:00:00Z,SDOW,9319.875004672,1,Market,Filled,9319.875004672,Warning: No quote information available at 09/02/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-09-07T19:00:00Z,SDOW,8943.892871168,-1,Market,Filled,-8943.892871168,Warning: No quote information available at 09/07/2011 15:00:00 America/New_York, order filled using TradeBar data 
2011-09-09T14:00:00Z,SDOW,9586.2994304,1,Market,Filled,9586.2994304,Warning: No quote information available at 09/09/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-09-14T16:00:00Z,SDOW,9491.681410048,-1,Market,Filled,-9491.681410048,Warning: No quote information available at 09/14/2011 12:00:00 America/New_York, order filled using TradeBar data 
2011-09-21T15:00:00Z,SDOW,8933.933079552,1,Market,Filled,8933.933079552,Warning: No quote information available at 09/21/2011 11:00:00 America/New_York, order filled using TradeBar data 
2011-09-26T20:00:00Z,SDOW,9001.16167296,-1,Market On Open,Filled,-9001.16167296, 
2011-09-30T19:00:00Z,SDOW,9608.708961536,1,Market,Filled,9608.708961536,Warning: No quote information available at 09/30/2011 15:00:00 America/New_York, order filled using TradeBar data 
2011-10-06T15:00:00Z,SDOW,9675.937554944,-1,Market,Filled,-9675.937554944,Warning: No quote information available at 10/06/2011 11:00:00 America/New_York, order filled using TradeBar data 
2011-10-17T16:00:00Z,SDOW,8303.97625984,1,Market,Filled,8303.97625984,Warning: No quote information available at 10/17/2011 12:00:00 America/New_York, order filled using TradeBar data 
2011-10-18T20:00:00Z,SDOW,8104.78042752,-1,Market On Open,Filled,-8104.78042752, 
2011-10-19T19:00:00Z,SDOW,8219.318031104,1,Market,Filled,8219.318031104,Warning: No quote information available at 10/19/2011 15:00:00 America/New_York, order filled using TradeBar data 
2011-10-21T14:00:00Z,SDOW,7768.63746048,-1,Market,Filled,-7768.63746048,Warning: No quote information available at 10/21/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-11-01T14:00:00Z,SDOW,7629.200377856,1,Market,Filled,7629.200377856,Warning: No quote information available at 11/01/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-11-03T15:00:00Z,SDOW,7203.419286272,-1,Market,Filled,-7203.419286272,Warning: No quote information available at 11/03/2011 11:00:00 America/New_York, order filled using TradeBar data 
2011-11-09T15:00:00Z,SDOW,7223.338869504,1,Market,Filled,7223.338869504,Warning: No quote information available at 11/09/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-11-11T15:00:00Z,SDOW,6802.537673728,-1,Market,Filled,-6802.537673728,Warning: No quote information available at 11/11/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-11-16T21:00:00Z,SDOW,7108.80126592,1,Market On Open,Filled,7108.80126592, 
2011-11-28T15:00:00Z,SDOW,7688.959127552,-1,Market,Filled,-7688.959127552,Warning: No quote information available at 11/28/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-12-08T16:00:00Z,SDOW,6531.133352192,1,Market,Filled,6531.133352192,Warning: No quote information available at 12/08/2011 11:00:00 America/New_York, order filled using TradeBar data 
2011-12-20T15:00:00Z,SDOW,6658.120695296,-1,Market,Filled,-6658.120695296,Warning: No quote information available at 12/20/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-12-28T15:00:00Z,SDOW,6249.76923904,1,Market,Filled,6249.76923904,Warning: No quote information available at 12/28/2011 10:00:00 America/New_York, order filled using TradeBar data 
