Time,Symbol,Price,Quantity,Type,Status,Value,Tag 
2015-07-01T14:00:00Z,LABU,48.197304662,196,Market,Filled,9446.671713752,Warning: No quote information available at 07/01/2015 10:00:00 America/New_York, order filled using TradeBar data 
2015-07-01T17:00:00Z,LABU,44.151871996,-61,Market,Filled,-2693.264191756,Warning: No quote information available at 07/01/2015 13:00:00 America/New_York, order filled using TradeBar data 
2015-07-06T14:00:00Z,LABU,46.16961851,59,Market,Filled,2724.00749209,Warning: No quote information available at 07/06/2015 10:00:00 America/New_York, order filled using TradeBar data 
2015-07-08T16:00:00Z,LABU,42.919356884,-61,Market,Filled,-2618.080769924,Warning: No quote information available at 07/08/2015 12:00:00 America/New_York, order filled using TradeBar data 
2015-07-08T17:00:00Z,LABU,42.611228106,-133,Market,Filled,-5667.293338098,Warning: No quote information available at 07/08/2015 13:00:00 America/New_York, order filled using TradeBar data 
2015-07-10T14:00:00Z,LABU,44.47988005,187,Market,Filled,8317.73756935,Warning: No quote information available at 07/10/2015 10:00:00 America/New_York, order filled using TradeBar data 
2015-07-21T15:00:00Z,LABU,53.813200132,-129,Market,Filled,-6941.902817028,Warning: No quote information available at 07/21/2015 11:00:00 America/New_York, order filled using TradeBar data 
2015-07-21T16:00:00Z,LABU,53.355976784,-58,Market,Filled,-3094.646653472,Warning: No quote information available at 07/21/2015 12:00:00 America/New_York, order filled using TradeBar data 
2015-07-23T15:00:00Z,LABU,56.894487912,175,Market,Filled,9956.5353846,Warning: No quote information available at 07/23/2015 11:00:00 America/New_York, order filled using TradeBar data 
2015-07-24T15:00:00Z,LABU,53.196942576,-55,Market,Filled,-2925.83184168,Warning: No quote information available at 07/24/2015 11:00:00 America/New_York, order filled using TradeBar data 
2015-07-24T17:00:00Z,LABU,52.252676966,-120,Market,Filled,-6270.32123592,Warning: No quote information available at 07/24/2015 13:00:00 America/New_York, order filled using TradeBar data 
2015-07-28T18:00:00Z,LABU,50.1951719,125,Market,Filled,6274.3964875,Warning: No quote information available at 07/28/2015 14:00:00 America/New_York, order filled using TradeBar data 
2015-07-29T18:00:00Z,LABU,45.414206022,-125,Market,Filled,-5676.77575275,Warning: No quote information available at 07/29/2015 14:00:00 America/New_York, order filled using TradeBar data 
2015-07-31T15:00:00Z,LABU,49.40000086,175,Market,Filled,8645.0001505,Warning: No quote information available at 07/31/2015 11:00:00 America/New_York, order filled using TradeBar data 
2015-08-06T15:00:00Z,LABU,45.57324023,-175,Market,Filled,-7975.31704025,Warning: No quote information available at 08/06/2015 11:00:00 America/New_York, order filled using TradeBar data 
