Time,Symbol,Price,Quantity,Type,Status,Value,Tag 
2015-07-02T14:00:00Z,LABD,6653.2818968,1,Market,Filled,6653.2818968,Warning: No quote information available at 07/02/2015 10:00:00 America/New_York, order filled using TradeBar data 
2015-07-10T15:00:00Z,LABD,6301.7655274,-1,Market,Filled,-6301.7655274,Warning: No quote information available at 07/10/2015 11:00:00 America/New_York, order filled using TradeBar data 
2015-07-21T14:00:00Z,LABD,5013.5267658,1,Market,Filled,5013.5267658,Warning: No quote information available at 07/21/2015 10:00:00 America/New_York, order filled using TradeBar data 
2015-07-31T15:00:00Z,LABD,5441.6305006,-1,Market,Filled,-5441.6305006,Warning: No quote information available at 07/31/2015 11:00:00 America/New_York, order filled using TradeBar data 
2015-08-06T14:00:00Z,LABD,5728.3421762,1,Market,Filled,5728.3421762,Warning: No quote information available at 08/06/2015 10:00:00 America/New_York, order filled using TradeBar data 
2015-08-17T18:00:00Z,LABD,6867.3337642,-1,Market,Filled,-6867.3337642,Warning: No quote information available at 08/17/2015 14:00:00 America/New_York, order filled using TradeBar data 
2015-08-19T14:00:00Z,LABD,7360.2421928,1,Market,Filled,7360.2421928,Warning: No quote information available at 08/19/2015 10:00:00 America/New_York, order filled using TradeBar data 
2015-08-27T14:00:00Z,LABD,8096.6591678,-1,Market,Filled,-8096.6591678,Warning: No quote information available at 08/27/2015 10:00:00 America/New_York, order filled using TradeBar data 
2015-08-31T19:00:00Z,LABD,7729.4325696,1,Market,Filled,7729.4325696,Warning: No quote information available at 08/31/2015 15:00:00 America/New_York, order filled using TradeBar data 
2015-09-03T14:00:00Z,LABD,7295.437499,-1,Market,Filled,-7295.437499,Warning: No quote information available at 09/03/2015 10:00:00 America/New_York, order filled using TradeBar data 
2015-09-03T18:00:00Z,LABD,7894.389972,1,Market,Filled,7894.389972,Warning: No quote information available at 09/03/2015 14:00:00 America/New_York, order filled using TradeBar data 
2015-09-08T17:00:00Z,LABD,7224.7414694,-1,Market,Filled,-7224.7414694,Warning: No quote information available at 09/08/2015 13:00:00 America/New_York, order filled using TradeBar data 
2015-09-16T14:00:00Z,LABD,6466.7229298,1,Market,Filled,6466.7229298,Warning: No quote information available at 09/16/2015 10:00:00 America/New_York, order filled using TradeBar data 
2015-09-17T15:00:00Z,LABD,6187.8663686,-1,Market,Filled,-6187.8663686,Warning: No quote information available at 09/17/2015 11:00:00 America/New_York, order filled using TradeBar data 
2015-09-21T16:00:00Z,LABD,6562.9480812,1,Market,Filled,6562.9480812,Warning: No quote information available at 09/21/2015 12:00:00 America/New_York, order filled using TradeBar data 
2015-10-02T15:00:00Z,LABD,10142.916469,-1,Market,Filled,-10142.916469,Warning: No quote information available at 10/02/2015 11:00:00 America/New_York, order filled using TradeBar data 
2015-10-06T16:00:00Z,LABD,11409.553666,1,Market,Filled,11409.553666,Warning: No quote information available at 10/06/2015 12:00:00 America/New_York, order filled using TradeBar data 
2015-10-07T16:00:00Z,LABD,9638.2253688,-1,Market,Filled,-9638.2253688,Warning: No quote information available at 10/07/2015 12:00:00 America/New_York, order filled using TradeBar data 
2015-10-08T14:00:00Z,LABD,10305.9100928,1,Market,Filled,10305.9100928,Warning: No quote information available at 10/08/2015 10:00:00 America/New_York, order filled using TradeBar data 
2015-10-09T15:00:00Z,LABD,9386.861708,-1,Market,Filled,-9386.861708,Warning: No quote information available at 10/09/2015 11:00:00 America/New_York, order filled using TradeBar data 
2015-10-12T18:00:00Z,LABD,9858.168572,1,Market,Filled,9858.168572,Warning: No quote information available at 10/12/2015 14:00:00 America/New_York, order filled using TradeBar data 
2015-10-15T18:00:00Z,LABD,9274.9263278,-1,Market,Filled,-9274.9263278,Warning: No quote information available at 10/15/2015 14:00:00 America/New_York, order filled using TradeBar data 
2015-10-21T15:00:00Z,LABD,9459.5215162,1,Market,Filled,9459.5215162,Warning: No quote information available at 10/21/2015 11:00:00 America/New_York, order filled using TradeBar data 
2015-10-23T19:00:00Z,LABD,8573.8573676,-1,Market,Filled,-8573.8573676,Warning: No quote information available at 10/23/2015 15:00:00 America/New_York, order filled using TradeBar data 
2015-10-30T16:00:00Z,LABD,8139.862297,1,Market,Filled,8139.862297,Warning: No quote information available at 10/30/2015 12:00:00 America/New_York, order filled using TradeBar data 
2015-11-02T15:00:00Z,LABD,7389.6988718,-1,Market,Filled,-7389.6988718,Warning: No quote information available at 11/02/2015 10:00:00 America/New_York, order filled using TradeBar data 
2015-11-06T15:00:00Z,LABD,7018.5447164,1,Market,Filled,7018.5447164,Warning: No quote information available at 11/06/2015 10:00:00 America/New_York, order filled using TradeBar data 
2015-11-06T17:00:00Z,LABD,6533.4914022,-1,Market,Filled,-6533.4914022,Warning: No quote information available at 11/06/2015 12:00:00 America/New_York, order filled using TradeBar data 
2015-11-09T16:00:00Z,LABD,6498.1433874,1,Market,Filled,6498.1433874,Warning: No quote information available at 11/09/2015 11:00:00 America/New_York, order filled using TradeBar data 
