Time,Symbol,Price,Quantity,Type,Status,Value,Tag 
2013-01-14T15:00:00Z,FAZ,8412.3947904,1,Market,Filled,8412.3947904,Warning: No quote information available at 01/14/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-01-14T20:00:00Z,FAZ,8343.33781824,-1,Market,Filled,-8343.33781824,Warning: No quote information available at 01/14/2013 15:00:00 America/New_York, order filled using TradeBar data 
2013-01-16T15:00:00Z,FAZ,8330.78200512,1,Market,Filled,8330.78200512,Warning: No quote information available at 01/16/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-01-16T17:00:00Z,FAZ,8236.61340672,-1,Market,Filled,-8236.61340672,Warning: No quote information available at 01/16/2013 12:00:00 America/New_York, order filled using TradeBar data 
2013-01-18T16:00:00Z,FAZ,8293.11456576,1,Market,Filled,8293.11456576,Warning: No quote information available at 01/18/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-01-18T21:00:00Z,FAZ,8230.33550016,-1,Market On Open,Filled,-8230.33550016, 
2013-01-30T15:00:00Z,FAZ,7885.05063936,1,Market,Filled,7885.05063936,Warning: No quote information available at 01/30/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-02-01T15:00:00Z,FAZ,7715.54716224,-1,Market,Filled,-7715.54716224,Warning: No quote information available at 02/01/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-02-04T17:00:00Z,FAZ,7809.71576064,1,Market,Filled,7809.71576064,Warning: No quote information available at 02/04/2013 12:00:00 America/New_York, order filled using TradeBar data 
2013-02-05T15:00:00Z,FAZ,7646.49019008,-1,Market,Filled,-7646.49019008,Warning: No quote information available at 02/05/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-02-07T17:00:00Z,FAZ,7696.71344256,1,Market,Filled,7696.71344256,Warning: No quote information available at 02/07/2013 12:00:00 America/New_York, order filled using TradeBar data 
2013-02-07T19:00:00Z,FAZ,7589.98903104,-1,Market,Filled,-7589.98903104,Warning: No quote information available at 02/07/2013 14:00:00 America/New_York, order filled using TradeBar data 
2013-02-20T20:00:00Z,FAZ,7332.59486208,1,Market,Filled,7332.59486208,Warning: No quote information available at 02/20/2013 15:00:00 America/New_York, order filled using TradeBar data 
2013-02-25T15:00:00Z,FAZ,7263.53788992,-1,Market,Filled,-7263.53788992,Warning: No quote information available at 02/25/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-02-25T17:00:00Z,FAZ,7514.65415232,1,Market,Filled,7514.65415232,Warning: No quote information available at 02/25/2013 12:00:00 America/New_York, order filled using TradeBar data 
2013-02-27T21:00:00Z,FAZ,7433.04136704,-1,Market On Open,Filled,-7433.04136704, 
2013-03-01T15:00:00Z,FAZ,7583.71112448,1,Market,Filled,7583.71112448,Warning: No quote information available at 03/01/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-03-01T16:00:00Z,FAZ,7401.65183424,-1,Market,Filled,-7401.65183424,Warning: No quote information available at 03/01/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-03-18T14:00:00Z,FAZ,6667.13676672,1,Market,Filled,6667.13676672,Warning: No quote information available at 03/18/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-03-25T14:00:00Z,FAZ,6560.4123552,-1,Market,Filled,-6560.4123552,Warning: No quote information available at 03/25/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-03-25T15:00:00Z,FAZ,6698.52629952,1,Market,Filled,6698.52629952,Warning: No quote information available at 03/25/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-03-26T14:00:00Z,FAZ,6591.801888,-1,Market,Filled,-6591.801888,Warning: No quote information available at 03/26/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-03-27T14:00:00Z,FAZ,6723.63792576,1,Market,Filled,6723.63792576,Warning: No quote information available at 03/27/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-03-28T20:00:00Z,FAZ,6591.801888,-1,Market On Open,Filled,-6591.801888, 
2013-04-01T15:00:00Z,FAZ,6685.9704864,1,Market,Filled,6685.9704864,Warning: No quote information available at 04/01/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-04-02T15:00:00Z,FAZ,6546.28706544,-1,Market,Filled,-6546.28706544,Warning: No quote information available at 04/02/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-04-03T14:00:00Z,FAZ,6684.40100976,1,Market,Filled,6684.40100976,Warning: No quote information available at 04/03/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-04-08T20:00:00Z,FAZ,6544.7175888,-1,Market On Open,Filled,-6544.7175888, 
2013-04-15T16:00:00Z,FAZ,6434.854224,1,Market,Filled,6434.854224,Warning: No quote information available at 04/15/2013 12:00:00 America/New_York, order filled using TradeBar data 
2013-04-22T19:00:00Z,FAZ,6613.77456096,-1,Market,Filled,-6613.77456096,Warning: No quote information available at 04/22/2013 15:00:00 America/New_York, order filled using TradeBar data 
2013-05-01T17:00:00Z,FAZ,6133.51470912,1,Market,Filled,6133.51470912,Warning: No quote information available at 05/01/2013 13:00:00 America/New_York, order filled using TradeBar data 
2013-05-02T16:00:00Z,FAZ,6045.62401728,-1,Market,Filled,-6045.62401728,Warning: No quote information available at 05/02/2013 12:00:00 America/New_York, order filled using TradeBar data 
2013-05-22T19:00:00Z,FAZ,5039.58949104,1,Market,Filled,5039.58949104,Warning: No quote information available at 05/22/2013 15:00:00 America/New_York, order filled using TradeBar data 
2013-05-28T14:00:00Z,FAZ,4976.81042544,-1,Market,Filled,-4976.81042544,Warning: No quote information available at 05/28/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-05-29T15:00:00Z,FAZ,5193.39820176,1,Market,Filled,5193.39820176,Warning: No quote information available at 05/29/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-05-29T18:00:00Z,FAZ,5064.70111728,-1,Market,Filled,-5064.70111728,Warning: No quote information available at 05/29/2013 14:00:00 America/New_York, order filled using TradeBar data 
2013-05-31T19:00:00Z,FAZ,5085.1043136,1,Market,Filled,5085.1043136,Warning: No quote information available at 05/31/2013 15:00:00 America/New_York, order filled using TradeBar data 
