Time,Symbol,Price,Quantity,Type,Status,Value,Tag 
2017-04-04T14:00:00Z,OILD,21.6,300,Market,Filled,6480,Warning: No quote information available at 04/03/2017 16:00:00 America/New_York, order filled using TradeBar data 
2017-04-04T15:00:00Z,OILD,20.95,-300,Market,Filled,-6285,Warning: No quote information available at 04/04/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-04-13T16:00:00Z,OILD,18.3,347,Market,Filled,6350.1,Warning: No quote information available at 04/13/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-04-17T17:00:00Z,OILD,18.51,158,Market,Filled,2924.58,Warning: No quote information available at 04/17/2017 13:00:00 America/New_York, order filled using TradeBar data 
2017-04-26T15:00:00Z,OILD,21.85,-347,Market,Filled,-7581.95,Warning: No quote information available at 04/26/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-04-26T19:00:00Z,OILD,22.87,327,Market,Filled,7478.49,Warning: No quote information available at 04/26/2017 15:00:00 America/New_York, order filled using TradeBar data 
2017-05-10T14:00:00Z,OILD,26.45,-333,Market,Filled,-8807.85,Warning: No quote information available at 05/10/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-05-10T15:00:00Z,OILD,25.32,-152,Market,Filled,-3848.64,Warning: No quote information available at 05/10/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-05-18T14:00:00Z,OILD,23.04,373,Market,Filled,8593.92,Warning: No quote information available at 05/18/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-05-18T17:00:00Z,OILD,21.97,-373,Market,Filled,-8194.81,Warning: No quote information available at 05/18/2017 13:00:00 America/New_York, order filled using TradeBar data 
2017-05-25T14:00:00Z,OILD,20.24,412,Market,Filled,8338.88,Warning: No quote information available at 05/25/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-05-25T15:00:00Z,OILD,20.73,186,Market,Filled,3855.78,Warning: No quote information available at 05/25/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-06-06T20:00:00Z,OILD,24.51,-411,Market On Open,Filled,-10073.61, 
2017-06-07T14:00:00Z,OILD,24.34,409,Market,Filled,9955.06,Warning: No quote information available at 06/07/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-06-13T19:00:00Z,OILD,26.18,-409,Market,Filled,-10707.62,Warning: No quote information available at 06/13/2017 15:00:00 America/New_York, order filled using TradeBar data 
2017-06-14T14:00:00Z,OILD,26.65,399,Market,Filled,10633.35,Warning: No quote information available at 06/14/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-06-27T14:00:00Z,OILD,30.93,-586,Market,Filled,-18124.98,Warning: No quote information available at 06/27/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-07-05T15:00:00Z,OILD,27.54,447,Market,Filled,12310.38,Warning: No quote information available at 07/05/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-07-05T19:00:00Z,OILD,28.1,202,Market,Filled,5676.2,Warning: No quote information available at 07/05/2017 15:00:00 America/New_York, order filled using TradeBar data 
2017-07-06T14:00:00Z,OILD,26.47,-204,Market,Filled,-5399.88,Warning: No quote information available at 07/06/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-07-06T18:00:00Z,OILD,27.57,197,Market,Filled,5431.29,Warning: No quote information available at 07/06/2017 14:00:00 America/New_York, order filled using TradeBar data 
2017-07-12T14:00:00Z,OILD,25.98,-642,Market,Filled,-16679.16,Warning: No quote information available at 07/12/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-07-18T16:00:00Z,OILD,25.68,445,Market,Filled,11427.6,Warning: No quote information available at 07/18/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-07-19T15:00:00Z,OILD,24.55,-445,Market,Filled,-10924.75,Warning: No quote information available at 07/19/2017 11:00:00 America/New_York, order filled using TradeBar data 
2017-07-21T14:00:00Z,OILD,25.85,628,Market,Filled,16233.8,Warning: No quote information available at 07/21/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-07-25T14:00:00Z,OILD,24.03,-628,Market,Filled,-15090.84,Warning: No quote information available at 07/25/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-08-01T14:00:00Z,OILD,20.83,497,Market,Filled,10352.51,Warning: No quote information available at 08/01/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-08-01T16:00:00Z,OILD,21.79,219,Market,Filled,4772.01,Warning: No quote information available at 08/01/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-08-01T19:00:00Z,OILD,21.11,-226,Market,Filled,-4770.86,Warning: No quote information available at 08/01/2017 15:00:00 America/New_York, order filled using TradeBar data 
2017-08-02T14:00:00Z,OILD,21.08,227,Market,Filled,4785.16,Warning: No quote information available at 08/02/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-08-02T19:00:00Z,OILD,20.58,-226,Market,Filled,-4651.08,Warning: No quote information available at 08/02/2017 15:00:00 America/New_York, order filled using TradeBar data 
2017-08-03T17:00:00Z,OILD,21.01,222,Market,Filled,4664.22,Warning: No quote information available at 08/03/2017 13:00:00 America/New_York, order filled using TradeBar data 
2017-08-09T19:00:00Z,OILD,20.66,-488,Market,Filled,-10082.08,Warning: No quote information available at 08/09/2017 15:00:00 America/New_York, order filled using TradeBar data 
2017-08-10T14:00:00Z,OILD,20.42,-225,Market,Filled,-4594.5,Warning: No quote information available at 08/10/2017 10:00:00 America/New_York, order filled using TradeBar data 
2017-08-10T16:00:00Z,OILD,21.04,698,Market,Filled,14685.92,Warning: No quote information available at 08/10/2017 12:00:00 America/New_York, order filled using TradeBar data 
2017-08-18T16:00:00Z,OILD,22.78,-479,Market,Filled,-10911.62,Warning: No quote information available at 08/18/2017 12:00:00 America/New_York, order filled using TradeBar data 
