Time,Symbol,Price,Quantity,Type,Status,Value,Tag 
2010-08-02T20:00:00Z,RETL,1.1143562228573,8227,Market On Open,Filled,9167.8086454473, 
2010-11-02T14:00:00Z,RETL,1.408391874243,1934,Market,Filled,2723.829884786,Warning: No quote information available at 11/02/2010 10:00:00 America/New_York, order filled using TradeBar data 
2010-11-09T18:00:00Z,RETL,1.4693225010708,-4241,Market,Filled,-6231.3967270411,Warning: No quote information available at 11/09/2010 13:00:00 America/New_York, order filled using TradeBar data 
2010-11-10T15:00:00Z,RETL,1.4617760472893,-1945,Market,Filled,-2843.1544119778,Warning: No quote information available at 11/10/2010 10:00:00 America/New_York, order filled using TradeBar data 
2010-11-10T21:00:00Z,RETL,1.4617760472893,1921,Market On Open,Filled,2808.0717868428, 
2010-11-11T15:00:00Z,RETL,1.466807016477,-1921,Market,Filled,-2817.7362786522,Warning: No quote information available at 11/11/2010 10:00:00 America/New_York, order filled using TradeBar data 
2010-11-11T21:00:00Z,RETL,1.4771484531404,6051,Market On Open,Filled,8938.2252899525, 
2010-11-12T17:00:00Z,RETL,1.4578630712545,-6051,Market,Filled,-8821.5294441612,Warning: No quote information available at 11/12/2010 12:00:00 America/New_York, order filled using TradeBar data 
2010-11-17T15:00:00Z,RETL,1.4424906654035,4188,Market,Filled,6041.1509067099,Warning: No quote information available at 11/17/2010 10:00:00 America/New_York, order filled using TradeBar data 
2010-11-18T15:00:00Z,RETL,1.4754714634112,1879,Market,Filled,2772.4108797496,Warning: No quote information available at 11/18/2010 10:00:00 America/New_York, order filled using TradeBar data 
2010-11-29T16:00:00Z,RETL,1.5090112579953,-4158,Market,Filled,-6274.4688107443,Warning: No quote information available at 11/29/2010 11:00:00 America/New_York, order filled using TradeBar data 
2010-11-29T20:00:00Z,RETL,1.5288556364575,4071,Market,Filled,6223.9712960185,Warning: No quote information available at 11/29/2010 15:00:00 America/New_York, order filled using TradeBar data 
2010-11-30T15:00:00Z,RETL,1.5081727631307,-4095,Market,Filled,-6175.96746502,Warning: No quote information available at 11/30/2010 10:00:00 America/New_York, order filled using TradeBar data 
2010-11-30T19:00:00Z,RETL,1.5431100491557,3979,Market,Filled,6140.0348855907,Warning: No quote information available at 11/30/2010 14:00:00 America/New_York, order filled using TradeBar data 
2010-12-13T17:00:00Z,RETL,1.6118666280531,-5864,Market,Filled,-9451.9859069033,Warning: No quote information available at 12/13/2010 12:00:00 America/New_York, order filled using TradeBar data 
2010-12-16T18:00:00Z,RETL,1.6202178099126,5787,Market,Filled,9376.2004659643,Warning: No quote information available at 12/16/2010 13:00:00 America/New_York, order filled using TradeBar data 
2010-12-23T16:00:00Z,RETL,1.6204164540998,-3963,Market,Filled,-6421.7104075976,Warning: No quote information available at 12/23/2010 11:00:00 America/New_York, order filled using TradeBar data 
2010-12-23T18:00:00Z,RETL,1.629462742748,3918,Market,Filled,6384.2350260866,Warning: No quote information available at 12/23/2010 13:00:00 America/New_York, order filled using TradeBar data 
2010-12-28T15:00:00Z,RETL,1.6221126332214,-5742,Market,Filled,-9314.170739957,Warning: No quote information available at 12/28/2010 10:00:00 America/New_York, order filled using TradeBar data 
2010-12-29T15:00:00Z,RETL,1.6286146531872,5687,Market,Filled,9261.9315326757,Warning: No quote information available at 12/29/2010 10:00:00 America/New_York, order filled using TradeBar data 
2011-01-05T15:00:00Z,RETL,1.5961045533579,-5687,Market,Filled,-9077.0465949465,Warning: No quote information available at 01/05/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-01-11T15:00:00Z,RETL,1.5650079361299,3952,Market,Filled,6184.9113635854,Warning: No quote information available at 01/10/2011 16:00:00 America/New_York, order filled using TradeBar data 
2011-01-12T15:00:00Z,RETL,1.5760331004198,1805,Market,Filled,2844.7397462578,Warning: No quote information available at 01/12/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-01-19T19:00:00Z,RETL,1.5847966925477,-3944,Market,Filled,-6250.4381554083,Warning: No quote information available at 01/19/2011 14:00:00 America/New_York, order filled using TradeBar data 
2011-01-20T15:00:00Z,RETL,1.5802735482237,-1813,Market,Filled,-2865.0359429295,Warning: No quote information available at 01/19/2011 16:00:00 America/New_York, order filled using TradeBar data 
2011-01-20T17:00:00Z,RETL,1.6045854489656,5646,Market,Filled,9059.4894448596,Warning: No quote information available at 01/20/2011 12:00:00 America/New_York, order filled using TradeBar data 
2011-01-28T18:00:00Z,RETL,1.5958218568377,-5646,Market,Filled,-9010.0102037055,Warning: No quote information available at 01/28/2011 13:00:00 America/New_York, order filled using TradeBar data 
2011-02-02T15:00:00Z,RETL,1.6014757872428,3831,Market,Filled,6135.253740927,Warning: No quote information available at 02/01/2011 16:00:00 America/New_York, order filled using TradeBar data 
2011-02-03T19:00:00Z,RETL,1.5881890507908,-3831,Market,Filled,-6084.3522535795,Warning: No quote information available at 02/03/2011 14:00:00 America/New_York, order filled using TradeBar data 
2011-02-03T21:00:00Z,RETL,1.5989315185605,3797,Market On Open,Filled,6071.1429759741, 
2011-02-04T15:00:00Z,RETL,1.600627697682,1747,Market,Filled,2796.2965878505,Warning: No quote information available at 02/03/2011 16:00:00 America/New_York, order filled using TradeBar data 
2011-02-22T15:00:00Z,RETL,1.6789346337925,-5544,Market,Filled,-9308.0136097459,Warning: No quote information available at 02/22/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-02-25T15:00:00Z,RETL,1.617306792377,3912,Market,Filled,6326.9041717789,Warning: No quote information available at 02/25/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-02-25T16:00:00Z,RETL,1.6011930907225,-3912,Market,Filled,-6263.8673709064,Warning: No quote information available at 02/25/2011 11:00:00 America/New_York, order filled using TradeBar data 
2011-02-28T15:00:00Z,RETL,1.602889269844,3906,Market,Filled,6260.8854880108,Warning: No quote information available at 02/25/2011 16:00:00 America/New_York, order filled using TradeBar data 
2011-03-01T17:00:00Z,RETL,1.6198510610593,1777,Market,Filled,2878.4753355024,Warning: No quote information available at 03/01/2011 12:00:00 America/New_York, order filled using TradeBar data 
2011-03-01T21:00:00Z,RETL,1.5689656874135,-5683,Market On Open,Filled,-8916.4320015708, 
2011-03-03T21:00:00Z,RETL,1.582817816906,5494,Market On Open,Filled,8696.0010860813, 
2011-03-04T18:00:00Z,RETL,1.582817816906,-1660,Market,Filled,-2627.4775760639,Warning: No quote information available at 03/04/2011 13:00:00 America/New_York, order filled using TradeBar data 
2011-03-07T15:00:00Z,RETL,1.5604847918058,-3834,Market,Filled,-5982.8986917836,Warning: No quote information available at 03/07/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-03-09T15:00:00Z,RETL,1.5972353394389,5474,Market,Filled,8743.2662480888,Warning: No quote information available at 03/09/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-03-14T14:00:00Z,RETL,1.525147726774,-5474,Market,Filled,-8348.6586563609,Warning: No quote information available at 03/14/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-03-25T14:00:00Z,RETL,1.6156106132555,5149,Market,Filled,8318.7790476525,Warning: No quote information available at 03/25/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-04-11T14:00:00Z,RETL,1.6908078876432,-3530,Market,Filled,-5968.5518433806,Warning: No quote information available at 04/08/2011 16:00:00 America/New_York, order filled using TradeBar data 
2011-04-12T14:00:00Z,RETL,1.7137063057839,3451,Market,Filled,5914.0004612601,Warning: No quote information available at 04/12/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-04-14T14:00:00Z,RETL,1.6953310319673,-5070,Market,Filled,-8595.3283320743,Warning: No quote information available at 04/14/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-04-15T14:00:00Z,RETL,1.7139890023041,4990,Market,Filled,8552.8051214976,Warning: No quote information available at 04/15/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-04-18T14:00:00Z,RETL,1.6645171112596,-4990,Market,Filled,-8305.9403851852,Warning: No quote information available at 04/18/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-04-20T14:00:00Z,RETL,1.7385835995663,4757,Market,Filled,8270.4421831368,Warning: No quote information available at 04/20/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-04-26T14:00:00Z,RETL,1.7236006839928,-3257,Market,Filled,-5613.7674277645,Warning: No quote information available at 04/26/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-04-27T17:00:00Z,RETL,1.7807053810842,3136,Market,Filled,5584.2920750801,Warning: No quote information available at 04/27/2011 13:00:00 America/New_York, order filled using TradeBar data 
2011-05-05T14:00:00Z,RETL,1.7685494307133,-4636,Market,Filled,-8198.9951607868,Warning: No quote information available at 05/05/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-05-05T19:00:00Z,RETL,1.8024730131438,4526,Market,Filled,8157.992857489,Warning: No quote information available at 05/05/2011 15:00:00 America/New_York, order filled using TradeBar data 
2011-05-05T20:00:00Z,RETL,1.7699629133146,-4526,Market On Open,Filled,-8010.8521456617, 
2011-05-09T20:00:00Z,RETL,1.8185867147984,4445,Market On Open,Filled,8083.6179472787, 
2011-05-16T19:00:00Z,RETL,1.8033211027046,-4445,Market,Filled,-8015.762301522,Warning: No quote information available at 05/16/2011 15:00:00 America/New_York, order filled using TradeBar data 
2011-05-19T14:00:00Z,RETL,1.8098231226705,2977,Market,Filled,5387.84343619,Warning: No quote information available at 05/19/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-05-23T14:00:00Z,RETL,1.7258622561548,-2977,Market,Filled,-5137.8919365729,Warning: No quote information available at 05/23/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-05-27T14:00:00Z,RETL,1.734908544803,3001,Market,Filled,5206.4605429537,Warning: No quote information available at 05/26/2011 16:00:00 America/New_York, order filled using TradeBar data 
2011-05-31T14:00:00Z,RETL,1.7513049429777,1367,Market,Filled,2394.0338570506,Warning: No quote information available at 05/31/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-06-02T14:00:00Z,RETL,1.6566016086924,-4368,Market,Filled,-7236.0358267685,Warning: No quote information available at 06/02/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-06-09T14:00:00Z,RETL,1.599496911601,3089,Market,Filled,4940.8459599354,Warning: No quote information available at 06/09/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-06-13T14:00:00Z,RETL,1.599496911601,1422,Market,Filled,2274.4846082966,Warning: No quote information available at 06/09/2011 16:00:00 America/New_York, order filled using TradeBar data 
2011-06-15T14:00:00Z,RETL,1.5647252396097,-4511,Market,Filled,-7058.4755558791,Warning: No quote information available at 06/15/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-06-17T15:00:00Z,RETL,1.6034546628845,4380,Market,Filled,7023.1314234343,Warning: No quote information available at 06/17/2011 11:00:00 America/New_York, order filled using TradeBar data 
2011-06-17T18:00:00Z,RETL,1.5831005134262,-1384,Market,Filled,-2191.0111105819,Warning: No quote information available at 06/17/2011 14:00:00 America/New_York, order filled using TradeBar data 
2011-06-20T14:00:00Z,RETL,1.5831005134262,1379,Market,Filled,2183.0956080147,Warning: No quote information available at 06/17/2011 16:00:00 America/New_York, order filled using TradeBar data 
2011-06-27T14:00:00Z,RETL,1.6402052105177,-2999,Market,Filled,-4918.9754263424,Warning: No quote information available at 06/27/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-06-28T16:00:00Z,RETL,1.6758249720697,2909,Market,Filled,4874.9748437509,Warning: No quote information available at 06/28/2011 12:00:00 America/New_York, order filled using TradeBar data 
2011-07-11T18:00:00Z,RETL,1.7784438089222,-2938,Market,Filled,-5225.0679106134,Warning: No quote information available at 07/11/2011 14:00:00 America/New_York, order filled using TradeBar data 
2011-07-13T14:00:00Z,RETL,1.7880554906109,-1347,Market,Filled,-2408.5107458528,Warning: No quote information available at 07/11/2011 16:00:00 America/New_York, order filled using TradeBar data 
2011-07-19T20:00:00Z,RETL,1.7787265054424,4208,Market On Open,Filled,7484.8811349018, 
2011-07-27T14:00:00Z,RETL,1.7917305453742,-2867,Market,Filled,-5136.8914735877,Warning: No quote information available at 07/27/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-07-28T14:00:00Z,RETL,1.7603512316259,-1341,Market,Filled,-2360.6310016103,Warning: No quote information available at 07/28/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-08-11T20:00:00Z,RETL,1.4414695567786,5278,Market On Open,Filled,7608.0763206775, 
2011-08-18T20:00:00Z,RETL,1.3422430781692,-5278,Market On Open,Filled,-7084.3589665771, 
2011-08-23T14:00:00Z,RETL,1.3758839640795,3480,Market,Filled,4788.0761949968,Warning: No quote information available at 08/22/2011 16:00:00 America/New_York, order filled using TradeBar data 
2011-08-24T14:00:00Z,RETL,1.4708699948851,1487,Market,Filled,2187.1836823941,Warning: No quote information available at 08/24/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-09-02T14:00:00Z,RETL,1.5045108807954,-4967,Market,Filled,-7472.9055449108,Warning: No quote information available at 09/02/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-09-07T14:00:00Z,RETL,1.5265612093753,3328,Market,Filled,5080.3957048009,Warning: No quote information available at 09/07/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-09-07T17:00:00Z,RETL,1.5412614284285,1515,Market,Filled,2335.0110640692,Warning: No quote information available at 09/07/2011 13:00:00 America/New_York, order filled using TradeBar data 
2011-09-12T14:00:00Z,RETL,1.4530601141091,-4843,Market,Filled,-7037.1701326302,Warning: No quote information available at 09/12/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-09-13T14:00:00Z,RETL,1.5511558066374,4522,Market,Filled,7014.3265576145,Warning: No quote information available at 09/13/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-09-21T14:00:00Z,RETL,1.6650825043001,-3102,Market,Filled,-5165.0859283388,Warning: No quote information available at 09/21/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-09-22T14:00:00Z,RETL,1.5149706520448,-1420,Market,Filled,-2151.2583259037,Warning: No quote information available at 09/22/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-09-27T14:00:00Z,RETL,1.5378690701855,3232,Market,Filled,4970.3928348394,Warning: No quote information available at 09/23/2011 16:00:00 America/New_York, order filled using TradeBar data 
2011-09-28T16:00:00Z,RETL,1.6274838671062,1397,Market,Filled,2273.5949623474,Warning: No quote information available at 09/28/2011 12:00:00 America/New_York, order filled using TradeBar data 
2011-09-30T14:00:00Z,RETL,1.5231688511322,-4629,Market,Filled,-7050.748611891,Warning: No quote information available at 09/30/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-10-05T14:00:00Z,RETL,1.5110129007613,3186,Market,Filled,4814.0871018254,Warning: No quote information available at 10/05/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-10-05T20:00:00Z,RETL,1.5548308614007,1434,Market On Open,Filled,2229.6274552487, 
2011-10-17T17:00:00Z,RETL,1.7236006839928,-3175,Market,Filled,-5472.4321716771,Warning: No quote information available at 10/17/2011 13:00:00 America/New_York, order filled using TradeBar data 
2011-10-18T17:00:00Z,RETL,1.7603512316259,3057,Market,Filled,5381.3937150804,Warning: No quote information available at 10/18/2011 13:00:00 America/New_York, order filled using TradeBar data 
2011-10-25T20:00:00Z,RETL,1.719360236189,-4502,Market On Open,Filled,-7740.5597833227, 
2011-10-27T15:00:00Z,RETL,1.7807053810842,2964,Market,Filled,5278.0107495337,Warning: No quote information available at 10/27/2011 11:00:00 America/New_York, order filled using TradeBar data 
2011-10-27T17:00:00Z,RETL,1.7928613314552,1354,Market,Filled,2427.5342427903,Warning: No quote information available at 10/27/2011 13:00:00 America/New_York, order filled using TradeBar data 
2011-10-28T14:00:00Z,RETL,1.7487606742955,-1363,Market,Filled,-2383.5607990647,Warning: No quote information available at 10/28/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-11-01T14:00:00Z,RETL,1.7134236092636,-2955,Market,Filled,-5063.166765374,Warning: No quote information available at 11/01/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-11-02T14:00:00Z,RETL,1.7654397689905,4203,Market,Filled,7420.143349067,Warning: No quote information available at 11/02/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-11-09T20:00:00Z,RETL,1.7428240473701,-4203,Market,Filled,-7325.0894710965,Warning: No quote information available at 11/09/2011 15:00:00 America/New_York, order filled using TradeBar data 
2011-11-11T15:00:00Z,RETL,1.7996460479413,4052,Market,Filled,7292.1657862581,Warning: No quote information available at 11/11/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-11-16T15:00:00Z,RETL,1.7990806549008,-2775,Market,Filled,-4992.4488173497,Warning: No quote information available at 11/16/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-11-16T21:00:00Z,RETL,1.766005162031,-1277,Market On Open,Filled,-2255.1885919136, 
2011-11-28T15:00:00Z,RETL,1.6767663514822,4300,Market,Filled,7210.0953113734,Warning: No quote information available at 11/28/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-12-08T18:00:00Z,RETL,1.8256541278047,-2951,Market,Filled,-5387.5053311517,Warning: No quote information available at 12/08/2011 13:00:00 America/New_York, order filled using TradeBar data 
2011-12-08T20:00:00Z,RETL,1.7999287444615,-1349,Market,Filled,-2428.1038762786,Warning: No quote information available at 12/08/2011 15:00:00 America/New_York, order filled using TradeBar data 
2011-12-09T20:00:00Z,RETL,1.8395062572972,1331,Market,Filled,2448.3828284626,Warning: No quote information available at 12/09/2011 15:00:00 America/New_York, order filled using TradeBar data 
2011-12-12T15:00:00Z,RETL,1.7781611124019,-1331,Market,Filled,-2366.732440607,Warning: No quote information available at 12/12/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-12-13T15:00:00Z,RETL,1.8024146861338,2908,Market,Filled,5241.4219072772,Warning: No quote information available at 12/13/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-12-13T16:00:00Z,RETL,1.7473022199788,-2908,Market,Filled,-5081.1548556984,Warning: No quote information available at 12/13/2011 11:00:00 America/New_York, order filled using TradeBar data 
2011-12-15T15:00:00Z,RETL,1.7064123257348,2999,Market,Filled,5117.5305648787,Warning: No quote information available at 12/15/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-12-15T17:00:00Z,RETL,1.6815228248906,-2999,Market,Filled,-5042.8869518469,Warning: No quote information available at 12/15/2011 12:00:00 America/New_York, order filled using TradeBar data 
2011-12-16T15:00:00Z,RETL,1.7138199152718,2946,Market,Filled,5048.9134703906,Warning: No quote information available at 12/16/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-12-16T17:00:00Z,RETL,1.7333759516493,1340,Market,Filled,2322.7237752101,Warning: No quote information available at 12/16/2011 12:00:00 America/New_York, order filled using TradeBar data 
2011-12-16T18:00:00Z,RETL,1.6942638788942,-1353,Market,Filled,-2292.3390281438,Warning: No quote information available at 12/16/2011 13:00:00 America/New_York, order filled using TradeBar data 
2011-12-19T15:00:00Z,RETL,1.7132273081088,1334,Market,Filled,2285.4452290171,Warning: No quote information available at 12/19/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-12-19T17:00:00Z,RETL,1.6800413069832,-1348,Market,Filled,-2264.6956818134,Warning: No quote information available at 12/19/2011 12:00:00 America/New_York, order filled using TradeBar data 
2011-12-19T21:00:00Z,RETL,1.697226914709,-2919,Market On Open,Filled,-4954.2053640355, 
2011-12-20T15:00:00Z,RETL,1.7360426838826,4138,Market,Filled,7183.7446259064,Warning: No quote information available at 12/20/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-12-28T17:00:00Z,RETL,1.7511541665381,-2835,Market,Filled,-4964.5220621354,Warning: No quote information available at 12/28/2011 12:00:00 America/New_York, order filled using TradeBar data 
2011-12-29T15:00:00Z,RETL,1.7514504701195,-1303,Market,Filled,-2282.1399625658,Warning: No quote information available at 12/28/2011 16:00:00 America/New_York, order filled using TradeBar data 
2012-01-03T15:00:00Z,RETL,1.8130816150671,3974,Market,Filled,7205.1863382765,Warning: No quote information available at 01/03/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-01-05T15:00:00Z,RETL,1.7206348976458,-3974,Market,Filled,-6837.8030832443,Warning: No quote information available at 01/05/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-01-05T19:00:00Z,RETL,1.7665619527749,1221,Market,Filled,2156.9721443382,Warning: No quote information available at 01/05/2012 14:00:00 America/New_York, order filled using TradeBar data 
2012-01-05T21:00:00Z,RETL,1.7893773285488,2604,Market On Open,Filled,4659.538563541, 
2012-01-09T17:00:00Z,RETL,1.7496726486307,-3825,Market,Filled,-6692.4978810123,Warning: No quote information available at 01/09/2012 12:00:00 America/New_York, order filled using TradeBar data 
2012-01-09T21:00:00Z,RETL,1.7929329715265,1186,Market On Open,Filled,2126.4185042305, 
2012-01-10T15:00:00Z,RETL,1.7929329715265,2531,Market,Filled,4537.9133509336,Warning: No quote information available at 01/10/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-01-13T16:00:00Z,RETL,1.7695249885897,-3717,Market,Filled,-6577.324382588,Warning: No quote information available at 01/13/2012 11:00:00 America/New_York, order filled using TradeBar data 
2012-01-17T15:00:00Z,RETL,1.8450824018667,3549,Market,Filled,6548.1974442251,Warning: No quote information available at 01/17/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-01-23T15:00:00Z,RETL,1.9203435115623,-2433,Market,Filled,-4672.195763631,Warning: No quote information available at 01/23/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-01-25T17:00:00Z,RETL,1.9567888520841,2368,Market,Filled,4633.6760017353,Warning: No quote information available at 01/25/2012 12:00:00 America/New_York, order filled using TradeBar data 
2012-01-30T16:00:00Z,RETL,1.9582703699915,-2386,Market,Filled,-4672.4331027998,Warning: No quote information available at 01/30/2012 11:00:00 America/New_York, order filled using TradeBar data 
2012-01-31T15:00:00Z,RETL,2.0151606576354,2306,Market,Filled,4646.9604765073,Warning: No quote information available at 01/31/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-01-31T17:00:00Z,RETL,1.9570851556656,-2330,Market,Filled,-4560.0084127009,Warning: No quote information available at 01/31/2012 12:00:00 America/New_York, order filled using TradeBar data 
2012-02-02T15:00:00Z,RETL,2.0021233000504,2270,Market,Filled,4544.8198911143,Warning: No quote information available at 02/02/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-02-09T16:00:00Z,RETL,2.0584209805313,-3344,Market,Filled,-6883.3597588966,Warning: No quote information available at 02/09/2012 11:00:00 America/New_York, order filled using TradeBar data 
2012-02-09T21:00:00Z,RETL,2.1274597150158,3265,Market On Open,Filled,6946.1559695265, 
2012-02-15T20:00:00Z,RETL,2.0847919992829,-3265,Market,Filled,-6806.8458776586,Warning: No quote information available at 02/15/2012 15:00:00 America/New_York, order filled using TradeBar data 
