Time,Symbol,Price,Quantity,Type,Status,Value,Tag 
2010-08-02T20:00:00Z,RETL,1.1143562228573,8227,Market On Open,Filled,9167.8086454473, 
2012-11-14T21:00:00Z,RETL,2.8907377409044,-1727,Market On Open,Filled,-4992.304078542, 
2012-11-19T15:00:00Z,RETL,3.1100023911985,1606,Market,Filled,4994.6638402649,Warning: No quote information available at 11/19/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-12-04T17:00:00Z,RETL,3.3506008993591,-1102,Market,Filled,-3692.3621910937,Warning: No quote information available at 12/04/2012 12:00:00 America/New_York, order filled using TradeBar data 
2012-12-05T15:00:00Z,RETL,3.3378598453555,-504,Market,Filled,-1682.2813620592,Warning: No quote information available at 12/05/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-12-06T15:00:00Z,RETL,3.3885277577884,1079,Market,Filled,3656.2214506536,Warning: No quote information available at 12/05/2012 16:00:00 America/New_York, order filled using TradeBar data 
2012-12-10T15:00:00Z,RETL,3.4311954735213,490,Market,Filled,1681.2857820254,Warning: No quote information available at 12/10/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-12-10T16:00:00Z,RETL,3.3648234712701,-495,Market,Filled,-1665.5876182787,Warning: No quote information available at 12/10/2012 11:00:00 America/New_York, order filled using TradeBar data 
2012-12-10T19:00:00Z,RETL,3.3283781307482,-1074,Market,Filled,-3574.6781124236,Warning: No quote information available at 12/10/2012 14:00:00 America/New_York, order filled using TradeBar data 
2012-12-17T17:00:00Z,RETL,3.2281058352905,1621,Market,Filled,5232.7595590059,Warning: No quote information available at 12/17/2012 12:00:00 America/New_York, order filled using TradeBar data 
2012-12-20T15:00:00Z,RETL,3.1986282805482,-1621,Market,Filled,-5184.9764427686,Warning: No quote information available at 12/20/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-12-31T17:00:00Z,RETL,3.0311706823312,1168,Market,Filled,3540.4073569629,Warning: No quote information available at 12/31/2012 12:00:00 America/New_York, order filled using TradeBar data 
2012-12-31T18:00:00Z,RETL,3.0703695583184,531,Market,Filled,1630.366235467,Warning: No quote information available at 12/31/2012 13:00:00 America/New_York, order filled using TradeBar data 
2013-01-08T15:00:00Z,RETL,3.2682454843013,-1165,Market,Filled,-3807.505989211,Warning: No quote information available at 01/08/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-01-10T15:00:00Z,RETL,3.2958414929962,1146,Market,Filled,3777.0343509737,Warning: No quote information available at 01/10/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-01-10T17:00:00Z,RETL,3.1967467345008,-1680,Market,Filled,-5370.5345139613,Warning: No quote information available at 01/10/2013 12:00:00 America/New_York, order filled using TradeBar data 
2013-01-11T15:00:00Z,RETL,3.2745173044592,1638,Market,Filled,5363.6593447042,Warning: No quote information available at 01/11/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-01-29T16:00:00Z,RETL,3.6542760150223,-1124,Market,Filled,-4107.4062408851,Warning: No quote information available at 01/29/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-01-31T15:00:00Z,RETL,3.7361232680834,1088,Market,Filled,4064.9021156748,Warning: No quote information available at 01/30/2013 16:00:00 America/New_York, order filled using TradeBar data 
2013-01-31T18:00:00Z,RETL,3.6809312506936,-1097,Market,Filled,-4037.9815820109,Warning: No quote information available at 01/31/2013 13:00:00 America/New_York, order filled using TradeBar data 
2013-02-01T15:00:00Z,RETL,3.7474125443677,1075,Market,Filled,4028.4684851953,Warning: No quote information available at 02/01/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-02-04T15:00:00Z,RETL,3.649258558896,-1580,Market,Filled,-5765.8285230557,Warning: No quote information available at 02/04/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-02-05T16:00:00Z,RETL,3.7119767604754,1552,Market,Filled,5760.9879322578,Warning: No quote information available at 02/05/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-02-07T18:00:00Z,RETL,3.6567847430855,-490,Market,Filled,-1791.8245241119,Warning: No quote information available at 02/07/2013 13:00:00 America/New_York, order filled using TradeBar data 
2013-02-08T15:00:00Z,RETL,3.7041369852779,482,Market,Filled,1785.394026904,Warning: No quote information available at 02/08/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-02-14T15:00:00Z,RETL,3.743649452273,-1057,Market,Filled,-3957.0374710525,Warning: No quote information available at 02/14/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-02-14T16:00:00Z,RETL,3.7966463326075,1039,Market,Filled,3944.7155395792,Warning: No quote information available at 02/14/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-02-15T21:00:00Z,RETL,3.8101307459471,-1526,Market On Open,Filled,-5814.2595183153, 
2013-02-19T15:00:00Z,RETL,3.8101307459471,1522,Market,Filled,5799.0189953315,Warning: No quote information available at 02/19/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-02-21T15:00:00Z,RETL,3.6470634218407,-1522,Market,Filled,-5550.8305280416,Warning: No quote information available at 02/21/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-02-25T17:00:00Z,RETL,3.6859487068199,1030,Market,Filled,3796.5271680245,Warning: No quote information available at 02/25/2013 12:00:00 America/New_York, order filled using TradeBar data 
2013-02-25T18:00:00Z,RETL,3.6420459657144,-1030,Market,Filled,-3751.3073446858,Warning: No quote information available at 02/25/2013 13:00:00 America/New_York, order filled using TradeBar data 
2013-02-27T19:00:00Z,RETL,3.7235796277676,1476,Market,Filled,5496.0035305849,Warning: No quote information available at 02/27/2013 14:00:00 America/New_York, order filled using TradeBar data 
2013-03-01T15:00:00Z,RETL,3.591557813443,-1476,Market,Filled,-5301.1393326418,Warning: No quote information available at 03/01/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-03-01T19:00:00Z,RETL,3.7916288764812,1397,Market,Filled,5296.9055404442,Warning: No quote information available at 03/01/2013 14:00:00 America/New_York, order filled using TradeBar data 
2013-03-08T15:00:00Z,RETL,3.9810378452509,-958,Market,Filled,-3813.8342557504,Warning: No quote information available at 03/08/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-03-08T18:00:00Z,RETL,4.0308988155065,940,Market,Filled,3789.0448865761,Warning: No quote information available at 03/08/2013 13:00:00 America/New_York, order filled using TradeBar data 
2013-03-14T19:00:00Z,RETL,4.0892267429753,-944,Market,Filled,-3860.2300453687,Warning: No quote information available at 03/14/2013 15:00:00 America/New_York, order filled using TradeBar data 
2013-03-15T14:00:00Z,RETL,4.0296444514749,-435,Market,Filled,-1752.8953363916,Warning: No quote information available at 03/15/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-03-20T15:00:00Z,RETL,3.9299225109637,975,Market,Filled,3831.6744481896,Warning: No quote information available at 03/20/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-03-21T14:00:00Z,RETL,3.9844873463378,443,Market,Filled,1765.1278944276,Warning: No quote information available at 03/20/2013 16:00:00 America/New_York, order filled using TradeBar data 
2013-04-03T17:00:00Z,RETL,4.115883625,-972,Market,Filled,-4000.6388835,Warning: No quote information available at 04/03/2013 13:00:00 America/New_York, order filled using TradeBar data 
2013-04-03T18:00:00Z,RETL,4.0763711422,-446,Market,Filled,-1818.0615294212,Warning: No quote information available at 04/03/2013 14:00:00 America/New_York, order filled using TradeBar data 
2013-04-04T15:00:00Z,RETL,4.191145497,1383,Market,Filled,5796.354222351,Warning: No quote information available at 04/04/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-04-05T15:00:00Z,RETL,4.0528518072,-436,Market,Filled,-1767.0433879392,Warning: No quote information available at 04/05/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-04-08T16:00:00Z,RETL,4.2174871522,418,Market,Filled,1762.9096296196,Warning: No quote information available at 04/08/2013 12:00:00 America/New_York, order filled using TradeBar data 
2013-04-16T14:00:00Z,RETL,4.4197534332,-935,Market,Filled,-4132.469460042,Warning: No quote information available at 04/16/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-04-17T14:00:00Z,RETL,4.37459631,-430,Market,Filled,-1881.0764133,Warning: No quote information available at 04/17/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-04-19T20:00:00Z,RETL,4.4517397288,941,Market On Open,Filled,4189.0870848008, 
2013-04-22T14:00:00Z,RETL,4.3586031622,414,Market,Filled,1804.4617091508,Warning: No quote information available at 04/22/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-04-26T16:00:00Z,RETL,4.5147715466,-928,Market,Filled,-4189.7079952448,Warning: No quote information available at 04/26/2013 12:00:00 America/New_York, order filled using TradeBar data 
2013-04-26T18:00:00Z,RETL,4.5787441378,910,Market,Filled,4166.657165398,Warning: No quote information available at 04/26/2013 14:00:00 America/New_York, order filled using TradeBar data 
2013-04-29T16:00:00Z,RETL,4.5382908816,-915,Market,Filled,-4152.536156664,Warning: No quote information available at 04/29/2013 12:00:00 America/New_York, order filled using TradeBar data 
2013-04-30T14:00:00Z,RETL,4.514564576452,-422,Market,Filled,-1905.1462512627,Warning: No quote information available at 04/30/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-04-30T18:00:00Z,RETL,4.56199837128,419,Market,Filled,1911.4773175663,Warning: No quote information available at 04/30/2013 14:00:00 America/New_York, order filled using TradeBar data 
2013-04-30T19:00:00Z,RETL,4.51702940276,-419,Market,Filled,-1892.6353197564,Warning: No quote information available at 04/30/2013 15:00:00 America/New_York, order filled using TradeBar data 
2013-04-30T20:00:00Z,RETL,4.567454857,416,Market On Open,Filled,1900.061220512, 
2013-05-01T14:00:00Z,RETL,4.5712179506,903,Market,Filled,4127.8098093918,Warning: No quote information available at 04/30/2013 16:00:00 America/New_York, order filled using TradeBar data 
2013-05-01T17:00:00Z,RETL,4.501600719,-1319,Market,Filled,-5937.611348361,Warning: No quote information available at 05/01/2013 13:00:00 America/New_York, order filled using TradeBar data 
2013-05-02T20:00:00Z,RETL,4.6079081132,1301,Market On Open,Filled,5994.8884552732, 
2013-05-22T20:00:00Z,RETL,4.93906035,-897,Market On Open,Filled,-4430.33713395, 
2013-05-23T14:00:00Z,RETL,5.0623016654,-404,Market,Filled,-2045.1698728216,Warning: No quote information available at 05/23/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-05-28T14:00:00Z,RETL,5.2579825326,1212,Market,Filled,6372.6748295112,Warning: No quote information available at 05/28/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-05-29T14:00:00Z,RETL,5.0500716112,-381,Market,Filled,-1924.0772838672,Warning: No quote information available at 05/29/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-05-31T14:00:00Z,RETL,5.0726501728,-831,Market,Filled,-4215.3722935968,Warning: No quote information available at 05/31/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-05-31T15:00:00Z,RETL,5.1479120448,1193,Market,Filled,6141.4590694464,Warning: No quote information available at 05/31/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-05-31T20:00:00Z,RETL,4.9729281924,-1193,Market On Open,Filled,-5932.7033335332, 
2013-06-04T14:00:00Z,RETL,5.0444269708,805,Market,Filled,4060.763711494,Warning: No quote information available at 06/04/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-06-04T19:00:00Z,RETL,4.896725547,-805,Market,Filled,-3941.864065335,Warning: No quote information available at 06/04/2013 15:00:00 America/New_York, order filled using TradeBar data 
2013-06-07T14:00:00Z,RETL,4.9691650988,1170,Market,Filled,5813.923165596,Warning: No quote information available at 06/07/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-06-12T14:00:00Z,RETL,5.0067960348,-801,Market,Filled,-4010.4436238748,Warning: No quote information available at 06/11/2013 16:00:00 America/New_York, order filled using TradeBar data 
2013-06-12T17:00:00Z,RETL,4.8807323992,-369,Market,Filled,-1800.9902553048,Warning: No quote information available at 06/12/2013 13:00:00 America/New_York, order filled using TradeBar data 
2013-06-13T17:00:00Z,RETL,4.976691286,797,Market,Filled,3966.422954942,Warning: No quote information available at 06/13/2013 13:00:00 America/New_York, order filled using TradeBar data 
2013-06-13T18:00:00Z,RETL,4.9541127244,-797,Market,Filled,-3948.4278413468,Warning: No quote information available at 06/13/2013 14:00:00 America/New_York, order filled using TradeBar data 
2013-06-13T19:00:00Z,RETL,4.9785728328,794,Market,Filled,3952.9868292432,Warning: No quote information available at 06/13/2013 15:00:00 America/New_York, order filled using TradeBar data 
2013-06-13T20:00:00Z,RETL,5.1055772418,361,Market On Open,Filled,1843.1133842898, 
2013-06-20T14:00:00Z,RETL,4.859094611,-1155,Market,Filled,-5612.254275705,Warning: No quote information available at 06/20/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-06-25T14:00:00Z,RETL,4.6634137438,820,Market,Filled,3823.999269916,Warning: No quote information available at 06/25/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-06-26T14:00:00Z,RETL,4.8515684238,362,Market,Filled,1756.2677694156,Warning: No quote information available at 06/26/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-07-16T18:00:00Z,RETL,5.7885787302,-812,Market,Filled,-4700.3259289224,Warning: No quote information available at 07/16/2013 14:00:00 America/New_York, order filled using TradeBar data 
2013-07-17T14:00:00Z,RETL,5.8694852426,790,Market,Filled,4636.893341654,Warning: No quote information available at 07/17/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-07-19T14:00:00Z,RETL,5.8026903312,-1160,Market,Filled,-6731.120784192,Warning: No quote information available at 07/19/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-07-19T15:00:00Z,RETL,5.8299727598,789,Market,Filled,4599.8485074822,Warning: No quote information available at 07/19/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-07-19T17:00:00Z,RETL,5.809275745,-789,Market,Filled,-4583.518562805,Warning: No quote information available at 07/19/2013 13:00:00 America/New_York, order filled using TradeBar data 
2013-07-19T18:00:00Z,RETL,5.83279508,786,Market,Filled,4584.57693288,Warning: No quote information available at 07/19/2013 14:00:00 America/New_York, order filled using TradeBar data 
2013-07-19T19:00:00Z,RETL,5.8572551884,361,Market,Filled,2114.4691230124,Warning: No quote information available at 07/19/2013 15:00:00 America/New_York, order filled using TradeBar data 
2013-07-24T15:00:00Z,RETL,5.813979612,-362,Market,Filled,-2104.660619544,Warning: No quote information available at 07/24/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-07-24T18:00:00Z,RETL,5.7189614986,-785,Market,Filled,-4489.384776401,Warning: No quote information available at 07/24/2013 14:00:00 America/New_York, order filled using TradeBar data 
2013-07-26T19:00:00Z,RETL,5.8111572918,776,Market,Filled,4509.4580584368,Warning: No quote information available at 07/26/2013 15:00:00 America/New_York, order filled using TradeBar data 
2013-07-26T20:00:00Z,RETL,5.842202814,356,Market On Open,Filled,2079.824201784, 
2013-08-06T14:00:00Z,RETL,5.9466286614,-775,Market,Filled,-4608.637212585,Warning: No quote information available at 08/06/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-08-06T15:00:00Z,RETL,5.8299727598,-357,Market,Filled,-2081.3002752486,Warning: No quote information available at 08/06/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-08-09T14:00:00Z,RETL,5.846906681,781,Market,Filled,4566.434117861,Warning: No quote information available at 08/09/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-08-13T15:00:00Z,RETL,5.6559296808,-781,Market,Filled,-4417.2810807048,Warning: No quote information available at 08/13/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-08-13T20:00:00Z,RETL,5.823387346,1119,Market On Open,Filled,6516.370440174, 
2013-08-14T15:00:00Z,RETL,5.6474627202,-1119,Market,Filled,-6319.5107839038,Warning: No quote information available at 08/14/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-08-20T14:00:00Z,RETL,5.2532786656,824,Market,Filled,4328.7016204544,Warning: No quote information available at 08/20/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-08-21T19:00:00Z,RETL,4.9964475274,-824,Market,Filled,-4117.0727625776,Warning: No quote information available at 08/21/2013 15:00:00 America/New_York, order filled using TradeBar data 
2013-08-21T20:00:00Z,RETL,5.2937319218,794,Market On Open,Filled,4203.2231459092, 
2013-08-22T14:00:00Z,RETL,5.25534836708,365,Market,Filled,1918.2021539842,Warning: No quote information available at 08/22/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-08-27T14:00:00Z,RETL,5.1403858576,-1159,Market,Filled,-5957.7072089584,Warning: No quote information available at 08/27/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-08-29T16:00:00Z,RETL,5.1592013256,789,Market,Filled,4070.6098458984,Warning: No quote information available at 08/29/2013 12:00:00 America/New_York, order filled using TradeBar data 
2013-09-03T14:00:00Z,RETL,5.19523294682,362,Market,Filled,1880.6743267488,Warning: No quote information available at 09/03/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-09-03T18:00:00Z,RETL,5.0651239856,-363,Market,Filled,-1838.6400067728,Warning: No quote information available at 09/03/2013 14:00:00 America/New_York, order filled using TradeBar data 
2013-09-04T14:00:00Z,RETL,5.103695695,361,Market,Filled,1842.434145895,Warning: No quote information available at 09/04/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-09-23T15:00:00Z,RETL,5.7876379568,-789,Market,Filled,-4566.4463479152,Warning: No quote information available at 09/23/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-09-24T15:00:00Z,RETL,5.7829340898,-360,Market,Filled,-2081.856272328,Warning: No quote information available at 09/24/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-09-24T16:00:00Z,RETL,5.940984021,1110,Market,Filled,6594.49226331,Warning: No quote information available at 09/24/2013 12:00:00 America/New_York, order filled using TradeBar data 
2013-09-24T19:00:00Z,RETL,5.8958268978,-760,Market,Filled,-4480.828442328,Warning: No quote information available at 09/24/2013 15:00:00 America/New_York, order filled using TradeBar data 
2013-09-25T14:00:00Z,RETL,5.8026903312,-350,Market,Filled,-2030.94161592,Warning: No quote information available at 09/25/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-09-26T14:00:00Z,RETL,5.8525513214,761,Market,Filled,4453.7915555854,Warning: No quote information available at 09/26/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-09-30T14:00:00Z,RETL,5.7001460306,-761,Market,Filled,-4337.8111292866,Warning: No quote information available at 09/30/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-10-01T18:00:00Z,RETL,5.8356174002,1095,Market,Filled,6390.001053219,Warning: No quote information available at 10/01/2013 14:00:00 America/New_York, order filled using TradeBar data 
2013-10-03T16:00:00Z,RETL,5.7208430454,-345,Market,Filled,-1973.690850663,Warning: No quote information available at 10/03/2013 12:00:00 America/New_York, order filled using TradeBar data 
2013-10-03T17:00:00Z,RETL,5.6832121094,-750,Market,Filled,-4262.40908205,Warning: No quote information available at 10/03/2013 13:00:00 America/New_York, order filled using TradeBar data 
2013-10-04T19:00:00Z,RETL,5.8431435874,1067,Market,Filled,6234.6342077558,Warning: No quote information available at 10/04/2013 15:00:00 America/New_York, order filled using TradeBar data 
2013-10-07T14:00:00Z,RETL,5.6766266956,-1067,Market,Filled,-6056.9606842052,Warning: No quote information available at 10/07/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-10-10T14:00:00Z,RETL,5.5496222866,746,Market,Filled,4140.0182258036,Warning: No quote information available at 10/10/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-10-10T16:00:00Z,RETL,5.5797270354,343,Market,Filled,1913.8463731422,Warning: No quote information available at 10/10/2013 12:00:00 America/New_York, order filled using TradeBar data 
2013-11-01T18:00:00Z,RETL,6.5534275044,-748,Market,Filled,-4901.9637732912,Warning: No quote information available at 11/01/2013 14:00:00 America/New_York, order filled using TradeBar data 
2013-11-04T15:00:00Z,RETL,6.7331152238,718,Market,Filled,4834.3767306884,Warning: No quote information available at 11/04/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-11-07T16:00:00Z,RETL,6.6437417508,-725,Market,Filled,-4816.71276933,Warning: No quote information available at 11/07/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-11-07T17:00:00Z,RETL,6.5976438542,-334,Market,Filled,-2203.6130473028,Warning: No quote information available at 11/07/2013 12:00:00 America/New_York, order filled using TradeBar data 
2013-11-11T15:00:00Z,RETL,6.580709933,730,Market,Filled,4803.91825109,Warning: No quote information available at 11/11/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-11-11T16:00:00Z,RETL,6.7792131204,326,Market,Filled,2210.0234772504,Warning: No quote information available at 11/11/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-11-20T15:00:00Z,RETL,7.1696340814,-724,Market,Filled,-5190.8150749336,Warning: No quote information available at 11/19/2013 16:00:00 America/New_York, order filled using TradeBar data 
2013-11-20T20:00:00Z,RETL,6.989946362,-332,Market,Filled,-2320.662192184,Warning: No quote information available at 11/20/2013 15:00:00 America/New_York, order filled using TradeBar data 
2013-11-21T21:00:00Z,RETL,7.192212643,715,Market On Open,Filled,5142.432039745, 
2013-11-25T15:00:00Z,RETL,7.2637114214,322,Market,Filled,2338.9150776908,Warning: No quote information available at 11/25/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-12-02T15:00:00Z,RETL,7.3587295348,-710,Market,Filled,-5224.697969708,Warning: No quote information available at 12/02/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-12-02T18:00:00Z,RETL,7.4998455448,694,Market,Filled,5204.8928080912,Warning: No quote information available at 12/02/2013 13:00:00 America/New_York, order filled using TradeBar data 
2013-12-02T21:00:00Z,RETL,7.272178382,-699,Market On Open,Filled,-5083.252689018, 
2013-12-03T15:00:00Z,RETL,7.206324244,-322,Market,Filled,-2320.436406568,Warning: No quote information available at 12/03/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-12-06T15:00:00Z,RETL,7.168693308,707,Market,Filled,5068.266168756,Warning: No quote information available at 12/06/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-12-10T15:00:00Z,RETL,7.0558005,-707,Market,Filled,-4988.4509535,Warning: No quote information available at 12/10/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-12-10T16:00:00Z,RETL,7.1489370666,1025,Market,Filled,7327.660493265,Warning: No quote information available at 12/10/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-12-10T19:00:00Z,RETL,7.046392766,-1025,Market,Filled,-7222.55258515,Warning: No quote information available at 12/10/2013 14:00:00 America/New_York, order filled using TradeBar data 
2013-12-11T15:00:00Z,RETL,7.0962537562,321,Market,Filled,2277.8974557402,Warning: No quote information available at 12/11/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-12-11T18:00:00Z,RETL,7.0388665788,-321,Market,Filled,-2259.4761717948,Warning: No quote information available at 12/11/2013 13:00:00 America/New_York, order filled using TradeBar data 
2013-12-11T19:00:00Z,RETL,7.112246904,1012,Market,Filled,7197.593866848,Warning: No quote information available at 12/11/2013 14:00:00 America/New_York, order filled using TradeBar data 
2013-12-11T21:00:00Z,RETL,6.9861832684,-1012,Market On Open,Filled,-7070.0174676208, 
2013-12-13T15:00:00Z,RETL,7.0680305542,1000,Market,Filled,7068.0305542,Warning: No quote information available at 12/13/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-12-13T20:00:00Z,RETL,6.9250329974,-1000,Market,Filled,-6925.0329974,Warning: No quote information available at 12/13/2013 15:00:00 America/New_York, order filled using TradeBar data 
2013-12-16T15:00:00Z,RETL,7.051096633,982,Market,Filled,6924.176893606,Warning: No quote information available at 12/16/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-12-16T18:00:00Z,RETL,6.9513746526,-310,Market,Filled,-2154.926142306,Warning: No quote information available at 12/16/2013 13:00:00 America/New_York, order filled using TradeBar data 
2013-12-17T17:00:00Z,RETL,6.8921059284,-672,Market,Filled,-4631.4951838848,Warning: No quote information available at 12/17/2013 12:00:00 America/New_York, order filled using TradeBar data 
2013-12-18T15:00:00Z,RETL,6.966427027,973,Market,Filled,6778.333497271,Warning: No quote information available at 12/18/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-12-18T19:00:00Z,RETL,6.8271925638,-973,Market,Filled,-6642.8583645774,Warning: No quote information available at 12/18/2013 14:00:00 America/New_York, order filled using TradeBar data 
2013-12-18T20:00:00Z,RETL,7.051096633,942,Market,Filled,6642.133028286,Warning: No quote information available at 12/18/2013 15:00:00 America/New_York, order filled using TradeBar data 
2014-01-06T15:00:00Z,RETL,7.3342694264,-942,Market,Filled,-6908.8817996688,Warning: No quote information available at 01/06/2014 10:00:00 America/New_York, order filled using TradeBar data 
2014-01-09T21:00:00Z,RETL,7.361551855,648,Market On Open,Filled,4770.28560204, 
2014-01-10T15:00:00Z,RETL,7.323920919,289,Market,Filled,2116.613145591,Warning: No quote information available at 01/10/2014 10:00:00 America/New_York, order filled using TradeBar data 
2014-01-10T16:00:00Z,RETL,7.19691651,-295,Market,Filled,-2123.09037045,Warning: No quote information available at 01/10/2014 11:00:00 America/New_York, order filled using TradeBar data 
2014-01-13T18:00:00Z,RETL,7.0623859138,-642,Market,Filled,-4534.0517566596,Warning: No quote information available at 01/13/2014 13:00:00 America/New_York, order filled using TradeBar data 
2014-01-30T21:00:00Z,RETL,6.0482321886,1073,Market On Open,Filled,6489.7531383678, 
2014-01-31T15:00:00Z,RETL,5.7612963016,-1073,Market,Filled,-6181.8709316168,Warning: No quote information available at 01/31/2014 10:00:00 America/New_York, order filled using TradeBar data 
2014-02-06T15:00:00Z,RETL,5.6079502374,776,Market,Filled,4351.7693842224,Warning: No quote information available at 02/06/2014 10:00:00 America/New_York, order filled using TradeBar data 
2014-02-06T16:00:00Z,RETL,5.7208430454,350,Market,Filled,2002.29506589,Warning: No quote information available at 02/06/2014 11:00:00 America/New_York, order filled using TradeBar data 
2014-02-13T15:00:00Z,RETL,5.889241484,-772,Market,Filled,-4546.494425648,Warning: No quote information available at 02/13/2014 10:00:00 America/New_York, order filled using TradeBar data 
2014-02-13T16:00:00Z,RETL,6.0463506418,749,Market,Filled,4528.7166307082,Warning: No quote information available at 02/13/2014 11:00:00 America/New_York, order filled using TradeBar data 
2014-02-20T15:00:00Z,RETL,5.9240500998,-1103,Market,Filled,-6534.2272600794,Warning: No quote information available at 02/20/2014 10:00:00 America/New_York, order filled using TradeBar data 
2014-02-24T16:00:00Z,RETL,6.0557583758,738,Market,Filled,4469.1496813404,Warning: No quote information available at 02/24/2014 11:00:00 America/New_York, order filled using TradeBar data 
2014-02-24T17:00:00Z,RETL,6.1122047798,337,Market,Filled,2059.8130107926,Warning: No quote information available at 02/24/2014 12:00:00 America/New_York, order filled using TradeBar data 
2014-03-06T16:00:00Z,RETL,6.684195007,-738,Market,Filled,-4932.935915166,Warning: No quote information available at 03/06/2014 11:00:00 America/New_York, order filled using TradeBar data 
2014-03-06T18:00:00Z,RETL,6.7462860514,725,Market,Filled,4891.057387265,Warning: No quote information available at 03/06/2014 13:00:00 America/New_York, order filled using TradeBar data 
2014-03-10T14:00:00Z,RETL,6.6945435144,-1062,Market,Filled,-7109.6052122928,Warning: No quote information available at 03/10/2014 10:00:00 America/New_York, order filled using TradeBar data 
2014-03-11T14:00:00Z,RETL,6.7999101352,1044,Market,Filled,7099.1061811488,Warning: No quote information available at 03/11/2014 10:00:00 America/New_York, order filled using TradeBar data 
2014-03-12T14:00:00Z,RETL,6.6296301498,-1044,Market,Filled,-6921.3338763912,Warning: No quote information available at 03/12/2014 10:00:00 America/New_York, order filled using TradeBar data 
2014-03-12T20:00:00Z,RETL,6.8563565392,702,Market On Open,Filled,4813.1622905184, 
2014-03-13T14:00:00Z,RETL,6.8450672584,308,Market,Filled,2108.2807155872,Warning: No quote information available at 03/13/2014 10:00:00 America/New_York, order filled using TradeBar data 
