Time,Symbol,Price,Quantity,Type,Status,Value,Tag 
2009-05-11T19:00:00Z,TYD,19.792394247,478,Market,Filled,9460.764450066,Warning: No quote information available at 05/11/2009 15:00:00 America/New_York, order filled using TradeBar data 
2009-05-19T14:00:00Z,TYD,19.981899771,-327,Market,Filled,-6534.081225117,Warning: No quote information available at 05/15/2009 16:00:00 America/New_York, order filled using TradeBar data 
2009-05-19T20:00:00Z,TYD,19.741373529,-151,Market On Open,Filled,-2980.947402879, 
2009-05-21T14:00:00Z,TYD,19.755950877,329,Market,Filled,6499.707838533,Warning: No quote information available at 05/21/2009 10:00:00 America/New_York, order filled using TradeBar data 
2009-05-21T15:00:00Z,TYD,19.770528225,152,Market,Filled,3005.1202902,Warning: No quote information available at 05/21/2009 11:00:00 America/New_York, order filled using TradeBar data 
2009-05-22T14:00:00Z,TYD,18.604340385,-481,Market,Filled,-8948.687725185,Warning: No quote information available at 05/22/2009 10:00:00 America/New_York, order filled using TradeBar data 
2009-05-29T15:00:00Z,TYD,17.933782377,342,Market,Filled,6133.353572934,Warning: No quote information available at 05/29/2009 11:00:00 America/New_York, order filled using TradeBar data 
2009-05-29T20:00:00Z,TYD,17.718766494,154,Market On Open,Filled,2728.690040076, 
2009-06-01T19:00:00Z,TYD,17.20127064,-496,Market,Filled,-8531.83023744,Warning: No quote information available at 06/01/2009 15:00:00 America/New_York, order filled using TradeBar data 
2009-06-03T14:00:00Z,TYD,17.733343842,488,Market,Filled,8653.871794896,Warning: No quote information available at 06/03/2009 10:00:00 America/New_York, order filled using TradeBar data 
2009-06-04T19:00:00Z,TYD,17.139316911,-488,Market,Filled,-8363.986652568,Warning: No quote information available at 06/04/2009 15:00:00 America/New_York, order filled using TradeBar data 
2009-06-11T18:00:00Z,TYD,16.512490947,347,Market,Filled,5729.834358609,Warning: No quote information available at 06/11/2009 14:00:00 America/New_York, order filled using TradeBar data 
2009-06-12T14:00:00Z,TYD,16.683774786,159,Market,Filled,2652.720190974,Warning: No quote information available at 06/12/2009 10:00:00 America/New_York, order filled using TradeBar data 
2009-06-18T15:00:00Z,TYD,16.975321746,-347,Market,Filled,-5890.436645862,Warning: No quote information available at 06/18/2009 11:00:00 America/New_York, order filled using TradeBar data 
2009-06-18T17:00:00Z,TYD,16.818615255,-159,Market,Filled,-2674.159825545,Warning: No quote information available at 06/18/2009 13:00:00 America/New_York, order filled using TradeBar data 
2009-06-22T14:00:00Z,TYD,17.266868706,495,Market,Filled,8547.10000947,Warning: No quote information available at 06/22/2009 10:00:00 America/New_York, order filled using TradeBar data 
2009-07-01T15:00:00Z,TYD,17.835277743,-339,Market,Filled,-6046.159154877,Warning: No quote information available at 07/01/2009 11:00:00 America/New_York, order filled using TradeBar data 
2009-07-02T15:00:00Z,TYD,18.20821713,331,Market,Filled,6026.91987003,Warning: No quote information available at 07/02/2009 11:00:00 America/New_York, order filled using TradeBar data 
2009-07-06T15:00:00Z,TYD,17.9705596775,-154,Market,Filled,-2767.466190335,Warning: No quote information available at 07/06/2009 11:00:00 America/New_York, order filled using TradeBar data 
2009-07-07T17:00:00Z,TYD,18.200904593,152,Market,Filled,2766.537498136,Warning: No quote information available at 07/07/2009 13:00:00 America/New_York, order filled using TradeBar data 
2009-07-14T14:00:00Z,TYD,18.6433130815,-332,Market,Filled,-6189.579943058,Warning: No quote information available at 07/14/2009 10:00:00 America/New_York, order filled using TradeBar data 
2009-07-14T17:00:00Z,TYD,18.478780999,-153,Market,Filled,-2827.253492847,Warning: No quote information available at 07/14/2009 13:00:00 America/New_York, order filled using TradeBar data 
2009-07-20T19:00:00Z,TYD,17.7804337155,346,Market,Filled,6152.030065563,Warning: No quote information available at 07/20/2009 15:00:00 America/New_York, order filled using TradeBar data 
2009-07-20T20:00:00Z,TYD,17.9413095295,-346,Market On Open,Filled,-6207.693097207, 
2009-07-21T15:00:00Z,TYD,18.164341908,498,Market,Filled,9045.842270184,Warning: No quote information available at 07/21/2009 11:00:00 America/New_York, order filled using TradeBar data 
2009-07-23T15:00:00Z,TYD,17.572026411,-498,Market,Filled,-8750.869152678,Warning: No quote information available at 07/23/2009 11:00:00 America/New_York, order filled using TradeBar data 
2009-07-28T15:00:00Z,TYD,17.447713282,344,Market,Filled,6002.013369008,Warning: No quote information available at 07/28/2009 11:00:00 America/New_York, order filled using TradeBar data 
2009-07-29T14:00:00Z,TYD,17.586651485,157,Market,Filled,2761.104283145,Warning: No quote information available at 07/29/2009 10:00:00 America/New_York, order filled using TradeBar data 
2009-07-29T18:00:00Z,TYD,17.3709316435,-158,Market,Filled,-2744.607199673,Warning: No quote information available at 07/29/2009 14:00:00 America/New_York, order filled using TradeBar data 
2009-07-29T20:00:00Z,TYD,17.3709316435,156,Market On Open,Filled,2709.865336386, 
2009-08-03T15:00:00Z,TYD,17.5025573095,-341,Market,Filled,-5968.3720425395,Warning: No quote information available at 08/03/2009 11:00:00 America/New_York, order filled using TradeBar data 
2009-08-04T16:00:00Z,TYD,17.367275375,-158,Market,Filled,-2744.02950925,Warning: No quote information available at 08/04/2009 12:00:00 America/New_York, order filled using TradeBar data 
2009-08-10T18:00:00Z,TYD,17.023586136,351,Market,Filled,5975.278733736,Warning: No quote information available at 08/10/2009 14:00:00 America/New_York, order filled using TradeBar data 
2009-08-11T14:00:00Z,TYD,17.250274783,160,Market,Filled,2760.04396528,Warning: No quote information available at 08/11/2009 10:00:00 America/New_York, order filled using TradeBar data 
