Time,Symbol,Price,Quantity,Type,Status,Value,Tag 
2015-09-02T20:00:00Z,NAIL,31.867881081,96,Market On Open,Filled,3059.316583776, 
2018-08-02T14:00:00Z,NAIL,51.020846396,-127,Market,Filled,-6479.647492292,Warning: No quote information available at 08/02/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-08-06T19:00:00Z,NAIL,52.116569376,85,Market,Filled,4429.90839696,Warning: No quote information available at 08/06/2018 15:00:00 America/New_York, order filled using TradeBar data 
2018-08-06T20:00:00Z,NAIL,51.757969128,40,Market On Open,Filled,2070.31876512, 
2018-08-10T14:00:00Z,NAIL,52.465208506,-86,Market,Filled,-4512.007931516,Warning: No quote information available at 08/10/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-08-13T14:00:00Z,NAIL,51.54878565,-39,Market,Filled,-2010.40264035,Warning: No quote information available at 08/13/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-08-16T14:00:00Z,NAIL,51.030807514,87,Market,Filled,4439.680253718,Warning: No quote information available at 08/16/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-08-16T16:00:00Z,NAIL,51.578669004,40,Market,Filled,2063.14676016,Warning: No quote information available at 08/16/2018 12:00:00 America/New_York, order filled using TradeBar data 
2018-08-24T14:00:00Z,NAIL,53.282020182,-87,Market,Filled,-4635.535755834,Warning: No quote information available at 08/24/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-08-27T14:00:00Z,NAIL,54.746304528,85,Market,Filled,4653.43588488,Warning: No quote information available at 08/27/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-08-29T14:00:00Z,NAIL,52.833769872,-125,Market,Filled,-6604.221234,Warning: No quote information available at 08/29/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-08-29T17:00:00Z,NAIL,54.228326392,122,Market,Filled,6615.855819824,Warning: No quote information available at 08/29/2018 13:00:00 America/New_York, order filled using TradeBar data 
2018-08-30T16:00:00Z,NAIL,52.59470304,-122,Market,Filled,-6416.55377088,Warning: No quote information available at 08/30/2018 12:00:00 America/New_York, order filled using TradeBar data 
2018-09-05T14:00:00Z,NAIL,53.072836704,121,Market,Filled,6421.813241184,Warning: No quote information available at 09/05/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-09-07T14:00:00Z,NAIL,51.568707886,-121,Market,Filled,-6239.813654206,Warning: No quote information available at 09/07/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-09-11T16:00:00Z,NAIL,52.664430866,118,Market,Filled,6214.402842188,Warning: No quote information available at 09/11/2018 12:00:00 America/New_York, order filled using TradeBar data 
2018-09-13T15:00:00Z,NAIL,50.393295962,-118,Market,Filled,-5946.408923516,Warning: No quote information available at 09/13/2018 11:00:00 America/New_York, order filled using TradeBar data 
2018-09-14T16:00:00Z,NAIL,52.554858568,114,Market,Filled,5991.253876752,Warning: No quote information available at 09/14/2018 12:00:00 America/New_York, order filled using TradeBar data 
2018-09-17T20:00:00Z,NAIL,51.688241302,-78,Market On Open,Filled,-4031.682821556, 
2018-09-18T18:00:00Z,NAIL,52.156413848,77,Market,Filled,4016.043866296,Warning: No quote information available at 09/18/2018 14:00:00 America/New_York, order filled using TradeBar data 
2018-09-20T14:00:00Z,NAIL,49.227845156,-113,Market,Filled,-5562.746502628,Warning: No quote information available at 09/20/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-10-02T14:00:00Z,NAIL,42.7712822,89,Market,Filled,3806.6441158,Warning: No quote information available at 10/02/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-10-02T15:00:00Z,NAIL,42.3527375,-89,Market,Filled,-3769.3936375,Warning: No quote information available at 10/02/2018 11:00:00 America/New_York, order filled using TradeBar data 
2018-10-02T19:00:00Z,NAIL,42.70152475,89,Market,Filled,3800.43570275,Warning: No quote information available at 10/02/2018 15:00:00 America/New_York, order filled using TradeBar data 
2018-10-02T20:00:00Z,NAIL,41.85447,-89,Market On Open,Filled,-3725.04783, 
2018-10-03T15:00:00Z,NAIL,42.16339585,89,Market,Filled,3752.54223065,Warning: No quote information available at 10/03/2018 11:00:00 America/New_York, order filled using TradeBar data 
2018-10-03T16:00:00Z,NAIL,40.68852405,-89,Market,Filled,-3621.27864045,Warning: No quote information available at 10/03/2018 12:00:00 America/New_York, order filled using TradeBar data 
2018-10-08T19:00:00Z,NAIL,38.67552335,95,Market,Filled,3674.17471825,Warning: No quote information available at 10/08/2018 15:00:00 America/New_York, order filled using TradeBar data 
2018-10-09T17:00:00Z,NAIL,36.30377005,-95,Market,Filled,-3448.85815475,Warning: No quote information available at 10/09/2018 13:00:00 America/New_York, order filled using TradeBar data 
2018-10-16T15:00:00Z,NAIL,32.63652125,108,Market,Filled,3524.744295,Warning: No quote information available at 10/16/2018 11:00:00 America/New_York, order filled using TradeBar data 
2018-10-16T16:00:00Z,NAIL,32.885655,49,Market,Filled,1611.397095,Warning: No quote information available at 10/16/2018 12:00:00 America/New_York, order filled using TradeBar data 
2018-10-17T14:00:00Z,NAIL,30.7530701,-157,Market,Filled,-4828.2320057,Warning: No quote information available at 10/17/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-10-23T17:00:00Z,NAIL,27.105752,122,Market,Filled,3306.901744,Warning: No quote information available at 10/23/2018 13:00:00 America/New_York, order filled using TradeBar data 
2018-10-24T14:00:00Z,NAIL,28.0424949,55,Market,Filled,1542.3372195,Warning: No quote information available at 10/24/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-10-24T15:00:00Z,NAIL,26.5476924,-56,Market,Filled,-1486.6707744,Warning: No quote information available at 10/24/2018 11:00:00 America/New_York, order filled using TradeBar data 
2018-10-24T20:00:00Z,NAIL,25.7703951,-121,Market On Open,Filled,-3118.2178071, 
2018-10-25T14:00:00Z,NAIL,26.21883585,120,Market,Filled,3146.260302,Warning: No quote information available at 10/25/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-10-25T16:00:00Z,NAIL,26.75696475,55,Market,Filled,1471.63306125,Warning: No quote information available at 10/25/2018 12:00:00 America/New_York, order filled using TradeBar data 
2018-10-26T15:00:00Z,NAIL,24.7738601,-55,Market,Filled,-1362.5623055,Warning: No quote information available at 10/26/2018 11:00:00 America/New_York, order filled using TradeBar data 
2018-10-26T16:00:00Z,NAIL,26.89647965,50,Market,Filled,1344.8239825,Warning: No quote information available at 10/26/2018 12:00:00 America/New_York, order filled using TradeBar data 
2018-11-08T15:00:00Z,NAIL,27.6239502,-170,Market,Filled,-4696.071534,Warning: No quote information available at 11/08/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-11-13T15:00:00Z,NAIL,28.37135145,113,Market,Filled,3205.96271385,Warning: No quote information available at 11/13/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-11-14T15:00:00Z,NAIL,29.08885665,51,Market,Filled,1483.53168915,Warning: No quote information available at 11/14/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-11-14T19:00:00Z,NAIL,27.6239502,-52,Market,Filled,-1436.4454104,Warning: No quote information available at 11/14/2018 14:00:00 America/New_York, order filled using TradeBar data 
2018-11-15T15:00:00Z,NAIL,25.0130285,-112,Market,Filled,-2801.459192,Warning: No quote information available at 11/15/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-11-16T20:00:00Z,NAIL,27.2452669,107,Market,Filled,2915.2435583,Warning: No quote information available at 11/16/2018 15:00:00 America/New_York, order filled using TradeBar data 
2018-11-16T21:00:00Z,NAIL,27.73356905,49,Market On Open,Filled,1358.94488345, 
2018-11-28T16:00:00Z,NAIL,27.81329185,-156,Market,Filled,-4338.8735286,Warning: No quote information available at 11/28/2018 11:00:00 America/New_York, order filled using TradeBar data 
2018-11-28T18:00:00Z,NAIL,31.06199595,139,Market,Filled,4317.61743705,Warning: No quote information available at 11/28/2018 13:00:00 America/New_York, order filled using TradeBar data 
2018-12-04T15:00:00Z,NAIL,28.82975755,-139,Market,Filled,-4007.33629945,Warning: No quote information available at 12/04/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-12-07T15:00:00Z,NAIL,29.9558421,92,Market,Filled,2755.9374732,Warning: No quote information available at 12/07/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-12-07T20:00:00Z,NAIL,28.01259885,-92,Market,Filled,-2577.1590942,Warning: No quote information available at 12/07/2018 15:00:00 America/New_York, order filled using TradeBar data 
2018-12-12T16:00:00Z,NAIL,26.87654895,98,Market,Filled,2633.9017971,Warning: No quote information available at 12/12/2018 11:00:00 America/New_York, order filled using TradeBar data 
2018-12-12T17:00:00Z,NAIL,27.37481645,45,Market,Filled,1231.86674025,Warning: No quote information available at 12/12/2018 12:00:00 America/New_York, order filled using TradeBar data 
2018-12-13T19:00:00Z,NAIL,26.2885933,-45,Market,Filled,-1182.9866985,Warning: No quote information available at 12/13/2018 14:00:00 America/New_York, order filled using TradeBar data 
2018-12-14T15:00:00Z,NAIL,26.707138,44,Market,Filled,1175.114072,Warning: No quote information available at 12/14/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-12-14T17:00:00Z,NAIL,26.308524,-45,Market,Filled,-1183.88358,Warning: No quote information available at 12/14/2018 12:00:00 America/New_York, order filled using TradeBar data 
2018-12-14T20:00:00Z,NAIL,25.34188505,-97,Market,Filled,-2458.16284985,Warning: No quote information available at 12/14/2018 15:00:00 America/New_York, order filled using TradeBar data 
2018-12-18T15:00:00Z,NAIL,26.39821215,138,Market,Filled,3642.9532767,Warning: No quote information available at 12/18/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-12-19T21:00:00Z,NAIL,24.913375,-43,Market On Open,Filled,-1071.275125, 
2018-12-20T15:00:00Z,NAIL,24.56458775,-95,Market,Filled,-2333.63583625,Warning: No quote information available at 12/20/2018 10:00:00 America/New_York, order filled using TradeBar data 
2018-12-20T16:00:00Z,NAIL,25.76042975,133,Market,Filled,3426.13715675,Warning: No quote information available at 12/20/2018 11:00:00 America/New_York, order filled using TradeBar data 
2018-12-20T19:00:00Z,NAIL,24.5546224,-133,Market,Filled,-3265.7647792,Warning: No quote information available at 12/20/2018 14:00:00 America/New_York, order filled using TradeBar data 
2018-12-26T21:00:00Z,NAIL,23.4185725,95,Market On Open,Filled,2224.7643875, 
2018-12-27T21:00:00Z,NAIL,22.93027035,44,Market On Open,Filled,1008.9318954, 
2019-01-15T15:00:00Z,NAIL,30.74310475,-96,Market,Filled,-2951.338056,Warning: No quote information available at 01/15/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-01-16T17:00:00Z,NAIL,30.3943175,-43,Market,Filled,-1306.9556525,Warning: No quote information available at 01/16/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-01-18T17:00:00Z,NAIL,30.70324335,94,Market,Filled,2886.1048749,Warning: No quote information available at 01/18/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-01-22T15:00:00Z,NAIL,29.2383369,-94,Market,Filled,-2748.4036686,Warning: No quote information available at 01/22/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-01-23T16:00:00Z,NAIL,29.6170202,95,Market,Filled,2813.616919,Warning: No quote information available at 01/23/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-01-23T17:00:00Z,NAIL,29.0390299,-95,Market,Filled,-2758.7078405,Warning: No quote information available at 01/23/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-01-24T15:00:00Z,NAIL,29.7565351,136,Market,Filled,4046.8887736,Warning: No quote information available at 01/24/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-01-29T15:00:00Z,NAIL,28.86961895,-136,Market,Filled,-3926.2681772,Warning: No quote information available at 01/29/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-01-29T16:00:00Z,NAIL,29.78643115,41,Market,Filled,1221.24367715,Warning: No quote information available at 01/29/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-01-29T19:00:00Z,NAIL,30.8327929,88,Market,Filled,2713.2857752,Warning: No quote information available at 01/29/2019 14:00:00 America/New_York, order filled using TradeBar data 
2019-02-06T16:00:00Z,NAIL,33.8622593,-89,Market,Filled,-3013.7410777,Warning: No quote information available at 02/06/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-02-06T21:00:00Z,NAIL,32.686348,-40,Market On Open,Filled,-1307.45392, 
2019-02-11T15:00:00Z,NAIL,33.35402645,88,Market,Filled,2935.1543276,Warning: No quote information available at 02/11/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-02-12T15:00:00Z,NAIL,36.1742205,37,Market,Filled,1338.4461585,Warning: No quote information available at 02/12/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-02-26T17:00:00Z,NAIL,37.9679835,-86,Market,Filled,-3265.246581,Warning: No quote information available at 02/26/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-02-26T18:00:00Z,NAIL,37.49961205,-39,Market,Filled,-1462.48486995,Warning: No quote information available at 02/26/2019 13:00:00 America/New_York, order filled using TradeBar data 
2019-03-04T15:00:00Z,NAIL,36.30377005,89,Market,Filled,3231.03553445,Warning: No quote information available at 03/04/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-03-04T16:00:00Z,NAIL,37.0910327,40,Market,Filled,1483.641308,Warning: No quote information available at 03/04/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-03-04T18:00:00Z,NAIL,36.1343591,-41,Market,Filled,-1481.5087231,Warning: No quote information available at 03/04/2019 13:00:00 America/New_York, order filled using TradeBar data 
2019-03-05T16:00:00Z,NAIL,34.9185864,-88,Market,Filled,-3072.8356032,Warning: No quote information available at 03/05/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-03-07T16:00:00Z,NAIL,35.20758155,88,Market,Filled,3098.2671764,Warning: No quote information available at 03/07/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-03-07T17:00:00Z,NAIL,35.3371311,41,Market,Filled,1448.8223751,Warning: No quote information available at 03/07/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-03-14T14:00:00Z,NAIL,35.72577975,-89,Market,Filled,-3179.59439775,Warning: No quote information available at 03/14/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-03-14T15:00:00Z,NAIL,35.1378241,-40,Market,Filled,-1405.512964,Warning: No quote information available at 03/14/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-03-15T14:00:00Z,NAIL,36.273874,86,Market,Filled,3119.553164,Warning: No quote information available at 03/15/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-03-15T20:00:00Z,NAIL,35.42681925,-86,Market On Open,Filled,-3046.7064555, 
2019-03-18T14:00:00Z,NAIL,35.88522535,86,Market,Filled,3086.1293801,Warning: No quote information available at 03/18/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-03-18T16:00:00Z,NAIL,35.0182399,-86,Market,Filled,-3011.5686314,Warning: No quote information available at 03/18/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-03-18T20:00:00Z,NAIL,35.919362427,85,Market On Open,Filled,3053.145806295, 
2019-03-19T14:00:00Z,NAIL,36.22875399,38,Market,Filled,1376.69265162,Warning: No quote information available at 03/19/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-03-19T16:00:00Z,NAIL,35.53012788,-39,Market,Filled,-1385.67498732,Warning: No quote information available at 03/19/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-03-19T18:00:00Z,NAIL,35.051069976,-84,Market,Filled,-2944.289877984,Warning: No quote information available at 03/19/2019 14:00:00 America/New_York, order filled using TradeBar data 
2019-03-21T14:00:00Z,NAIL,34.53209058,86,Market,Filled,2969.75978988,Warning: No quote information available at 03/21/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-03-21T15:00:00Z,NAIL,34.901364381,39,Market,Filled,1361.153210859,Warning: No quote information available at 03/21/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-04-01T15:00:00Z,NAIL,36.867497862,-86,Market,Filled,-3170.604816132,Warning: No quote information available at 04/01/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-04-02T18:00:00Z,NAIL,37.715829567,84,Market,Filled,3168.129683628,Warning: No quote information available at 04/02/2019 14:00:00 America/New_York, order filled using TradeBar data 
2019-04-25T14:00:00Z,NAIL,45.071364468,-123,Market,Filled,-5543.777829564,Warning: No quote information available at 04/25/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-04-30T15:00:00Z,NAIL,45.550422372,82,Market,Filled,3735.134634504,Warning: No quote information available at 04/30/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-05-01T14:00:00Z,NAIL,47.60637921,37,Market,Filled,1761.43603077,Warning: No quote information available at 05/01/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-05-07T16:00:00Z,NAIL,46.259028855,-82,Market,Filled,-3793.24036611,Warning: No quote information available at 05/07/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-05-07T19:00:00Z,NAIL,45.730069086,-37,Market,Filled,-1692.012556182,Warning: No quote information available at 05/07/2019 15:00:00 America/New_York, order filled using TradeBar data 
2019-05-10T18:00:00Z,NAIL,45.989558784,81,Market,Filled,3725.154261504,Warning: No quote information available at 05/10/2019 14:00:00 America/New_York, order filled using TradeBar data 
2019-05-13T14:00:00Z,NAIL,43.933601946,-81,Market,Filled,-3558.621757626,Warning: No quote information available at 05/13/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-05-14T16:00:00Z,NAIL,46.338871839,115,Market,Filled,5328.970261485,Warning: No quote information available at 05/14/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-05-20T14:00:00Z,NAIL,47.017537203,-79,Market,Filled,-3714.385439037,Warning: No quote information available at 05/20/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-05-20T19:00:00Z,NAIL,45.280952301,-36,Market,Filled,-1630.114282836,Warning: No quote information available at 05/20/2019 15:00:00 America/New_York, order filled using TradeBar data 
2019-05-21T19:00:00Z,NAIL,47.127321306,113,Market,Filled,5325.387307578,Warning: No quote information available at 05/21/2019 15:00:00 America/New_York, order filled using TradeBar data 
2019-05-22T14:00:00Z,NAIL,45.340834539,-113,Market,Filled,-5123.514302907,Warning: No quote information available at 05/22/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-05-24T17:00:00Z,NAIL,45.041423349,78,Market,Filled,3513.231021222,Warning: No quote information available at 05/24/2019 13:00:00 America/New_York, order filled using TradeBar data 
2019-05-24T20:00:00Z,NAIL,46.039460649,36,Market On Open,Filled,1657.420583364, 
2019-05-28T20:00:00Z,NAIL,42.865702035,-114,Market On Open,Filled,-4886.69003199, 
2019-06-03T15:00:00Z,NAIL,41.857684362,79,Market,Filled,3306.757064598,Warning: No quote information available at 06/03/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-06-03T18:00:00Z,NAIL,42.865702035,36,Market,Filled,1543.16527326,Warning: No quote information available at 06/03/2019 14:00:00 America/New_York, order filled using TradeBar data 
2019-06-11T16:00:00Z,NAIL,46.50853818,-79,Market,Filled,-3674.17451622,Warning: No quote information available at 06/11/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-06-12T18:00:00Z,NAIL,47.845908162,76,Market,Filled,3636.289020312,Warning: No quote information available at 06/12/2019 14:00:00 America/New_York, order filled using TradeBar data 
2019-06-18T16:00:00Z,NAIL,47.70618294,-77,Market,Filled,-3673.37608638,Warning: No quote information available at 06/18/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-06-18T18:00:00Z,NAIL,49.083474414,75,Market,Filled,3681.26058105,Warning: No quote information available at 06/18/2019 14:00:00 America/New_York, order filled using TradeBar data 
2019-06-19T14:00:00Z,NAIL,45.939656919,-110,Market,Filled,-5053.36226109,Warning: No quote information available at 06/19/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-06-20T14:00:00Z,NAIL,48.963709938,104,Market,Filled,5092.225833552,Warning: No quote information available at 06/20/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-06-20T17:00:00Z,NAIL,47.10736056,-33,Market,Filled,-1554.54289848,Warning: No quote information available at 06/20/2019 13:00:00 America/New_York, order filled using TradeBar data 
2019-06-20T19:00:00Z,NAIL,48.524573526,32,Market,Filled,1552.786352832,Warning: No quote information available at 06/20/2019 15:00:00 America/New_York, order filled using TradeBar data 
2019-06-21T17:00:00Z,NAIL,47.087399814,-33,Market,Filled,-1553.884193862,Warning: No quote information available at 06/21/2019 13:00:00 America/New_York, order filled using TradeBar data 
2019-06-21T19:00:00Z,NAIL,46.149244752,-70,Market,Filled,-3230.44713264,Warning: No quote information available at 06/21/2019 15:00:00 America/New_York, order filled using TradeBar data 
2019-06-25T14:00:00Z,NAIL,46.960841643,70,Market,Filled,3287.25891501,Warning: No quote information available at 06/25/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-06-25T16:00:00Z,NAIL,42.265756433,-70,Market,Filled,-2958.60295031,Warning: No quote information available at 06/25/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-06-27T17:00:00Z,NAIL,43.943999657,69,Market,Filled,3032.135976333,Warning: No quote information available at 06/27/2019 13:00:00 America/New_York, order filled using TradeBar data 
2019-06-28T14:00:00Z,NAIL,45.9518978,31,Market,Filled,1424.5088318,Warning: No quote information available at 06/28/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-07-05T15:00:00Z,NAIL,45.492378822,-69,Market,Filled,-3138.974138718,Warning: No quote information available at 07/05/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-07-09T18:00:00Z,NAIL,45.85200237,-31,Market,Filled,-1421.41207347,Warning: No quote information available at 07/09/2019 14:00:00 America/New_York, order filled using TradeBar data 
2019-07-10T15:00:00Z,NAIL,46.9508521,66,Market,Filled,3098.7562386,Warning: No quote information available at 07/10/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-07-10T17:00:00Z,NAIL,47.230559304,31,Market,Filled,1464.147338424,Warning: No quote information available at 07/10/2019 13:00:00 America/New_York, order filled using TradeBar data 
2019-07-11T15:00:00Z,NAIL,46.201636375,-31,Market,Filled,-1432.250727625,Warning: No quote information available at 07/11/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-07-11T18:00:00Z,NAIL,46.15168866,-66,Market,Filled,-3046.01145156,Warning: No quote information available at 07/11/2019 14:00:00 America/New_York, order filled using TradeBar data 
2019-07-11T20:00:00Z,NAIL,47.540235137,95,Market On Open,Filled,4516.322338015, 
2019-07-18T14:00:00Z,NAIL,47.55022468,-95,Market,Filled,-4517.2713446,Warning: No quote information available at 07/18/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-07-24T17:00:00Z,NAIL,45.85200237,67,Market,Filled,3072.08415879,Warning: No quote information available at 07/24/2019 13:00:00 America/New_York, order filled using TradeBar data 
2019-07-25T14:00:00Z,NAIL,48.309429948,29,Market,Filled,1400.973468492,Warning: No quote information available at 07/25/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-07-29T19:00:00Z,NAIL,46.021824601,-66,Market,Filled,-3037.440423666,Warning: No quote information available at 07/29/2019 15:00:00 America/New_York, order filled using TradeBar data 
2019-07-30T14:00:00Z,NAIL,48.019733201,63,Market,Filled,3025.243191663,Warning: No quote information available at 07/30/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-08-05T14:00:00Z,NAIL,46.35147952,-93,Market,Filled,-4310.68759536,Warning: No quote information available at 08/05/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-08-07T17:00:00Z,NAIL,47.030768444,63,Market,Filled,2962.938411972,Warning: No quote information available at 08/07/2019 13:00:00 America/New_York, order filled using TradeBar data 
2019-08-07T19:00:00Z,NAIL,48.529199894,28,Market,Filled,1358.817597032,Warning: No quote information available at 08/07/2019 15:00:00 America/New_York, order filled using TradeBar data 
2019-08-12T15:00:00Z,NAIL,47.779984169,-63,Market,Filled,-3010.139002647,Warning: No quote information available at 08/12/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-08-13T14:00:00Z,NAIL,50.926690214,59,Market,Filled,3004.674722626,Warning: No quote information available at 08/13/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-08-14T15:00:00Z,NAIL,47.720046911,-87,Market,Filled,-4151.644081257,Warning: No quote information available at 08/14/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-08-16T19:00:00Z,NAIL,48.319419491,86,Market,Filled,4155.470076226,Warning: No quote information available at 08/16/2019 15:00:00 America/New_York, order filled using TradeBar data 
2019-08-23T19:00:00Z,NAIL,51.965602686,-59,Market,Filled,-3065.970558474,Warning: No quote information available at 08/23/2019 15:00:00 America/New_York, order filled using TradeBar data 
2019-08-26T15:00:00Z,NAIL,51.136470617,-27,Market,Filled,-1380.684706659,Warning: No quote information available at 08/26/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-08-28T15:00:00Z,NAIL,50.966648386,59,Market,Filled,3007.032254774,Warning: No quote information available at 08/28/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-08-29T14:00:00Z,NAIL,53.873605399,26,Market,Filled,1400.713740374,Warning: No quote information available at 08/29/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-09-10T14:00:00Z,NAIL,55.501900908,-58,Market,Filled,-3219.110252664,Warning: No quote information available at 09/10/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-09-10T15:00:00Z,NAIL,56.8474923501,57,Market,Filled,3240.3070639557,Warning: No quote information available at 09/10/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-10-02T14:00:00Z,NAIL,60.875991392,-84,Market,Filled,-5113.583276928,Warning: No quote information available at 10/02/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-10-04T14:00:00Z,NAIL,63.184322648,80,Market,Filled,5054.74581184,Warning: No quote information available at 10/04/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-10-10T15:00:00Z,NAIL,63.633997568,-55,Market,Filled,-3499.86986624,Warning: No quote information available at 10/10/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-10-11T14:00:00Z,NAIL,66.022271032,53,Market,Filled,3499.180364696,Warning: No quote information available at 10/11/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-10-28T15:00:00Z,NAIL,73.167105872,-54,Market,Filled,-3951.023717088,Warning: No quote information available at 10/28/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-10-28T17:00:00Z,NAIL,72.527568208,-24,Market,Filled,-1740.661636992,Warning: No quote information available at 10/28/2019 13:00:00 America/New_York, order filled using TradeBar data 
2019-11-01T14:00:00Z,NAIL,72.527568208,78,Market,Filled,5657.150320224,Warning: No quote information available at 11/01/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-11-04T19:00:00Z,NAIL,69.229952128,-24,Market,Filled,-1661.518851072,Warning: No quote information available at 11/04/2019 14:00:00 America/New_York, order filled using TradeBar data 
2019-11-05T15:00:00Z,NAIL,68.30062396,-54,Market,Filled,-3688.23369384,Warning: No quote information available at 11/05/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-11-07T15:00:00Z,NAIL,68.590414464,54,Market,Filled,3703.882381056,Warning: No quote information available at 11/07/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-11-07T17:00:00Z,NAIL,66.691787024,-54,Market,Filled,-3601.356499296,Warning: No quote information available at 11/07/2019 12:00:00 America/New_York, order filled using TradeBar data 
2019-11-11T15:00:00Z,NAIL,67.331324688,54,Market,Filled,3635.891533152,Warning: No quote information available at 11/11/2019 10:00:00 America/New_York, order filled using TradeBar data 
2019-11-11T16:00:00Z,NAIL,68.040811784,24,Market,Filled,1632.979482816,Warning: No quote information available at 11/11/2019 11:00:00 America/New_York, order filled using TradeBar data 
2019-11-21T17:00:00Z,NAIL,70.978687928,-54,Market,Filled,-3832.849148112,Warning: No quote information available at 11/21/2019 12:00:00 America/New_York, order filled using TradeBar data 
