Time,Symbol,Price,Quantity,Type,Status,Value,Tag 
2010-04-27T20:00:00Z,DRV,8614.04881,1,Market On Open,Filled,8614.04881, 
2012-11-27T19:00:00Z,DRV,1158.6692112,2,Market,Filled,2317.3384224,Warning: No quote information available at 11/27/2012 14:00:00 America/New_York, order filled using TradeBar data 
2012-11-28T15:00:00Z,DRV,1186.116536,2,Market,Filled,2372.233072,Warning: No quote information available at 11/28/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-11-30T15:00:00Z,DRV,1131.2218864,-4,Market,Filled,-4524.8875456,Warning: No quote information available at 11/30/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-12-05T15:00:00Z,DRV,1133.6725404,2,Market,Filled,2267.3450808,Warning: No quote information available at 12/05/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-12-05T16:00:00Z,DRV,1141.5146332,2,Market,Filled,2283.0292664,Warning: No quote information available at 12/05/2012 11:00:00 America/New_York, order filled using TradeBar data 
2012-12-05T17:00:00Z,DRV,1127.7909708,-2,Market,Filled,-2255.5819416,Warning: No quote information available at 12/05/2012 12:00:00 America/New_York, order filled using TradeBar data 
2012-12-06T16:00:00Z,DRV,1107.2054772,-2,Market,Filled,-2214.4109544,Warning: No quote information available at 12/06/2012 11:00:00 America/New_York, order filled using TradeBar data 
2012-12-12T15:00:00Z,DRV,1092.991684,3,Market,Filled,3278.975052,Warning: No quote information available at 12/12/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-12-13T15:00:00Z,DRV,1100.343646,1,Market,Filled,1100.343646,Warning: No quote information available at 12/13/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-12-18T15:00:00Z,DRV,1095.442338,-3,Market,Filled,-3286.327014,Warning: No quote information available at 12/17/2012 16:00:00 America/New_York, order filled using TradeBar data 
2012-12-18T16:00:00Z,DRV,1072.8963212,-1,Market,Filled,-1072.8963212,Warning: No quote information available at 12/18/2012 11:00:00 America/New_York, order filled using TradeBar data 
2012-12-26T15:00:00Z,DRV,1039.077296,3,Market,Filled,3117.231888,Warning: No quote information available at 12/26/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-12-26T18:00:00Z,DRV,1043.978604,1,Market,Filled,1043.978604,Warning: No quote information available at 12/26/2012 13:00:00 America/New_York, order filled using TradeBar data 
2012-12-26T20:00:00Z,DRV,1033.1957264,-1,Market,Filled,-1033.1957264,Warning: No quote information available at 12/26/2012 15:00:00 America/New_York, order filled using TradeBar data 
2012-12-27T16:00:00Z,DRV,1039.077296,1,Market,Filled,1039.077296,Warning: No quote information available at 12/27/2012 11:00:00 America/New_York, order filled using TradeBar data 
2012-12-31T20:00:00Z,DRV,1018.4918024,-4,Market,Filled,-4073.9672096,Warning: No quote information available at 12/31/2012 15:00:00 America/New_York, order filled using TradeBar data 
2013-01-08T19:00:00Z,DRV,967.5181992,3,Market,Filled,2902.5545976,Warning: No quote information available at 01/08/2013 14:00:00 America/New_York, order filled using TradeBar data 
2013-01-09T16:00:00Z,DRV,953.7945368,-3,Market,Filled,-2861.3836104,Warning: No quote information available at 01/09/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-01-10T16:00:00Z,DRV,957.7155832,3,Market,Filled,2873.1467496,Warning: No quote information available at 01/10/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-01-10T21:00:00Z,DRV,951.8340136,-3,Market On Open,Filled,-2855.5020408, 
2013-01-11T15:00:00Z,DRV,957.7155832,4,Market,Filled,3830.8623328,Warning: No quote information available at 01/11/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-01-11T21:00:00Z,DRV,950.853752,-1,Market On Open,Filled,-950.853752, 
2013-01-14T18:00:00Z,DRV,946.4425748,-3,Market,Filled,-2839.3277244,Warning: No quote information available at 01/14/2013 13:00:00 America/New_York, order filled using TradeBar data 
2013-01-30T15:00:00Z,DRV,873.9032164,3,Market,Filled,2621.7096492,Warning: No quote information available at 01/30/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-01-30T16:00:00Z,DRV,887.136748,2,Market,Filled,1774.273496,Warning: No quote information available at 01/30/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-02-08T16:00:00Z,DRV,885.1762248,-4,Market,Filled,-3540.7048992,Warning: No quote information available at 02/08/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-02-08T19:00:00Z,DRV,883.2157016,-1,Market,Filled,-883.2157016,Warning: No quote information available at 02/08/2013 14:00:00 America/New_York, order filled using TradeBar data 
2013-02-14T17:00:00Z,DRV,864.5907312,3,Market,Filled,2593.7721936,Warning: No quote information available at 02/14/2013 12:00:00 America/New_York, order filled using TradeBar data 
2013-02-15T15:00:00Z,DRV,869.4920392,2,Market,Filled,1738.9840784,Warning: No quote information available at 02/15/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-02-19T15:00:00Z,DRV,850.376938,-5,Market,Filled,-4251.88469,Warning: No quote information available at 02/19/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-02-20T21:00:00Z,DRV,862.1400772,5,Market On Open,Filled,4310.700386, 
2013-02-28T19:00:00Z,DRV,851.3571996,-5,Market,Filled,-4256.785998,Warning: No quote information available at 02/28/2013 14:00:00 America/New_York, order filled using TradeBar data 
2013-03-01T15:00:00Z,DRV,879.2946552,5,Market,Filled,4396.473276,Warning: No quote information available at 03/01/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-03-01T20:00:00Z,DRV,857.2387692,-4,Market,Filled,-3428.9550768,Warning: No quote information available at 03/01/2013 15:00:00 America/New_York, order filled using TradeBar data 
2013-03-04T15:00:00Z,DRV,847.926284,-1,Market,Filled,-847.926284,Warning: No quote information available at 03/04/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-03-07T16:00:00Z,DRV,827.8309212,3,Market,Filled,2483.4927636,Warning: No quote information available at 03/07/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-03-08T15:00:00Z,DRV,840.574322,2,Market,Filled,1681.148644,Warning: No quote information available at 03/08/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-03-14T14:00:00Z,DRV,819.4986976,-5,Market,Filled,-4097.493488,Warning: No quote information available at 03/14/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-03-18T14:00:00Z,DRV,824.4000056,3,Market,Filled,2473.2000168,Warning: No quote information available at 03/18/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-03-18T15:00:00Z,DRV,826.8506596,2,Market,Filled,1653.7013192,Warning: No quote information available at 03/18/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-03-22T16:00:00Z,DRV,820.96909,-4,Market,Filled,-3283.87636,Warning: No quote information available at 03/22/2013 12:00:00 America/New_York, order filled using TradeBar data 
2013-03-25T14:00:00Z,DRV,815.5776512,-1,Market,Filled,-815.5776512,Warning: No quote information available at 03/25/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-04-01T15:00:00Z,DRV,798.4230732,3,Market,Filled,2395.2692196,Warning: No quote information available at 04/01/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-04-01T18:00:00Z,DRV,792.5415036,-3,Market,Filled,-2377.6245108,Warning: No quote information available at 04/01/2013 14:00:00 America/New_York, order filled using TradeBar data 
2013-04-15T16:00:00Z,DRV,698.9265208,4,Market,Filled,2795.7060832,Warning: No quote information available at 04/15/2013 12:00:00 America/New_York, order filled using TradeBar data 
2013-04-15T17:00:00Z,DRV,709.7093984,2,Market,Filled,1419.4187968,Warning: No quote information available at 04/15/2013 13:00:00 America/New_York, order filled using TradeBar data 
2013-04-16T16:00:00Z,DRV,689.6140356,-2,Market,Filled,-1379.2280712,Warning: No quote information available at 04/16/2013 12:00:00 America/New_York, order filled using TradeBar data 
2013-04-17T14:00:00Z,DRV,702.3574364,2,Market,Filled,1404.7148728,Warning: No quote information available at 04/17/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-04-19T16:00:00Z,DRV,690.5942972,-6,Market,Filled,-4143.5657832,Warning: No quote information available at 04/19/2013 12:00:00 America/New_York, order filled using TradeBar data 
2013-04-25T14:00:00Z,DRV,675.4002424,4,Market,Filled,2701.6009696,Warning: No quote information available at 04/25/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-04-25T15:00:00Z,DRV,667.5581496,-4,Market,Filled,-2670.2325984,Warning: No quote information available at 04/25/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-04-26T14:00:00Z,DRV,674.9101116,4,Market,Filled,2699.6404464,Warning: No quote information available at 04/26/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-04-26T16:00:00Z,DRV,678.831158,2,Market,Filled,1357.662316,Warning: No quote information available at 04/26/2013 12:00:00 America/New_York, order filled using TradeBar data 
2013-04-29T18:00:00Z,DRV,666.0877572,-2,Market,Filled,-1332.1755144,Warning: No quote information available at 04/29/2013 14:00:00 America/New_York, order filled using TradeBar data 
2013-04-29T19:00:00Z,DRV,663.6371032,-4,Market,Filled,-2654.5484128,Warning: No quote information available at 04/29/2013 15:00:00 America/New_York, order filled using TradeBar data 
2013-05-09T14:00:00Z,DRV,621.9759852,4,Market,Filled,2487.9039408,Warning: No quote information available at 05/09/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-05-09T20:00:00Z,DRV,616.0944156,2,Market On Open,Filled,1232.1888312, 
2013-05-13T18:00:00Z,DRV,609.7227152,-6,Market,Filled,-3658.3362912,Warning: No quote information available at 05/13/2013 14:00:00 America/New_York, order filled using TradeBar data 
2013-05-22T18:00:00Z,DRV,589.6273524,6,Market,Filled,3537.7641144,Warning: No quote information available at 05/22/2013 14:00:00 America/New_York, order filled using TradeBar data 
2013-06-14T14:00:00Z,DRV,746.4692084,-6,Market,Filled,-4478.8152504,Warning: No quote information available at 06/14/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-06-19T16:00:00Z,DRV,762.153394,4,Market,Filled,3048.613576,Warning: No quote information available at 06/19/2013 12:00:00 America/New_York, order filled using TradeBar data 
2013-06-19T19:00:00Z,DRV,814.1072588,2,Market,Filled,1628.2145176,Warning: No quote information available at 06/19/2013 15:00:00 America/New_York, order filled using TradeBar data 
2013-06-26T14:00:00Z,DRV,805.7750352,-6,Market,Filled,-4834.6502112,Warning: No quote information available at 06/26/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-07-03T15:00:00Z,DRV,780.2882336,6,Market,Filled,4681.7294016,Warning: No quote information available at 07/03/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-07-09T14:00:00Z,DRV,749.4099932,-4,Market,Filled,-2997.6399728,Warning: No quote information available at 07/09/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-07-09T16:00:00Z,DRV,742.548162,-2,Market,Filled,-1485.096324,Warning: No quote information available at 07/09/2013 12:00:00 America/New_York, order filled using TradeBar data 
2013-07-16T18:00:00Z,DRV,685.6929892,4,Market,Filled,2742.7719568,Warning: No quote information available at 07/16/2013 14:00:00 America/New_York, order filled using TradeBar data 
2013-07-17T15:00:00Z,DRV,674.4199808,-4,Market,Filled,-2697.6799232,Warning: No quote information available at 07/17/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-07-23T15:00:00Z,DRV,658.2456644,4,Market,Filled,2632.9826576,Warning: No quote information available at 07/23/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-07-23T17:00:00Z,DRV,652.3640948,-4,Market,Filled,-2609.4563792,Warning: No quote information available at 07/23/2013 13:00:00 America/New_York, order filled using TradeBar data 
2013-07-24T14:00:00Z,DRV,673.92985,7,Market,Filled,4717.50895,Warning: No quote information available at 07/24/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-08-09T16:00:00Z,DRV,753.8211704,-7,Market,Filled,-5276.7481928,Warning: No quote information available at 08/09/2013 12:00:00 America/New_York, order filled using TradeBar data 
2013-08-12T14:00:00Z,DRV,772.4461408,6,Market,Filled,4634.6768448,Warning: No quote information available at 08/12/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-08-26T14:00:00Z,DRV,3411.310368,-5,Market,Filled,-17056.55184,Warning: No quote information available at 08/26/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-08-27T14:00:00Z,DRV,3480.4188108,4,Market,Filled,13921.6752432,Warning: No quote information available at 08/27/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-09-06T15:00:00Z,DRV,3534.3331988,-5,Market,Filled,-17671.665994,Warning: No quote information available at 09/06/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-09-12T17:00:00Z,DRV,3348.0834948,4,Market,Filled,13392.3339792,Warning: No quote information available at 09/12/2013 13:00:00 America/New_York, order filled using TradeBar data 
2013-09-16T14:00:00Z,DRV,3127.034504,-4,Market,Filled,-12508.138016,Warning: No quote information available at 09/16/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-09-18T15:00:00Z,DRV,3280.9355752,6,Market,Filled,19685.6134512,Warning: No quote information available at 09/18/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-09-18T19:00:00Z,DRV,2901.574336,-6,Market,Filled,-17409.446016,Warning: No quote information available at 09/18/2013 15:00:00 America/New_York, order filled using TradeBar data 
2013-09-20T16:00:00Z,DRV,3010.8735044,4,Market,Filled,12043.4940176,Warning: No quote information available at 09/20/2013 12:00:00 America/New_York, order filled using TradeBar data 
2013-09-23T14:00:00Z,DRV,3053.514884,1,Market,Filled,3053.514884,Warning: No quote information available at 09/23/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-10-01T15:00:00Z,DRV,3060.866846,-5,Market,Filled,-15304.33423,Warning: No quote information available at 10/01/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-10-02T15:00:00Z,DRV,3151.541044,5,Market,Filled,15757.70522,Warning: No quote information available at 10/02/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-10-02T20:00:00Z,DRV,3099.0970484,-2,Market On Open,Filled,-6198.1940968, 
2013-10-03T14:00:00Z,DRV,3153.5015672,2,Market,Filled,6307.0031344,Warning: No quote information available at 10/03/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-10-10T14:00:00Z,DRV,3157.4226136,-4,Market,Filled,-12629.6904544,Warning: No quote information available at 10/10/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-10-10T15:00:00Z,DRV,3101.5477024,-1,Market,Filled,-3101.5477024,Warning: No quote information available at 10/10/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-10-21T14:00:00Z,DRV,2736.4002564,4,Market,Filled,10945.6010256,Warning: No quote information available at 10/21/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-10-22T14:00:00Z,DRV,2646.70632,-4,Market,Filled,-10586.82528,Warning: No quote information available at 10/22/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-10-28T15:00:00Z,DRV,2646.70632,4,Market,Filled,10586.82528,Warning: No quote information available at 10/28/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-10-28T20:00:00Z,DRV,2631.5122652,-4,Market On Open,Filled,-10526.0490608, 
2013-10-29T14:00:00Z,DRV,2647.1964508,6,Market,Filled,15883.1787048,Warning: No quote information available at 10/29/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-11-14T15:00:00Z,DRV,2998.6202344,-4,Market,Filled,-11994.4809376,Warning: No quote information available at 11/14/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-11-14T16:00:00Z,DRV,2943.7255848,-2,Market,Filled,-5887.4511696,Warning: No quote information available at 11/14/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-11-18T21:00:00Z,DRV,3039.7912216,4,Market On Open,Filled,12159.1648864, 
2013-11-19T15:00:00Z,DRV,3075.57077,2,Market,Filled,6151.14154,Warning: No quote information available at 11/19/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-12-06T15:00:00Z,DRV,3138.3075124,-6,Market,Filled,-18829.8450744,Warning: No quote information available at 12/06/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-12-11T15:00:00Z,DRV,3214.2777864,6,Market,Filled,19285.6667184,Warning: No quote information available at 12/11/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-12-17T19:00:00Z,DRV,3280.9355752,-5,Market,Filled,-16404.677876,Warning: No quote information available at 12/17/2013 14:00:00 America/New_York, order filled using TradeBar data 
2013-12-18T19:00:00Z,DRV,3338.2808788,5,Market,Filled,16691.404394,Warning: No quote information available at 12/18/2013 14:00:00 America/New_York, order filled using TradeBar data 
2013-12-18T20:00:00Z,DRV,3138.7976432,-6,Market,Filled,-18832.7858592,Warning: No quote information available at 12/18/2013 15:00:00 America/New_York, order filled using TradeBar data 
2013-12-19T16:00:00Z,DRV,3252.017858,3,Market,Filled,9756.053574,Warning: No quote information available at 12/19/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-12-23T15:00:00Z,DRV,3126.0542424,-3,Market,Filled,-9378.1627272,Warning: No quote information available at 12/23/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-12-27T15:00:00Z,DRV,3162.8140524,4,Market,Filled,12651.2562096,Warning: No quote information available at 12/27/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-12-27T16:00:00Z,DRV,3184.8699384,1,Market,Filled,3184.8699384,Warning: No quote information available at 12/27/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-12-30T15:00:00Z,DRV,3111.8404492,-1,Market,Filled,-3111.8404492,Warning: No quote information available at 12/30/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-12-30T19:00:00Z,DRV,3107.9194028,-4,Market,Filled,-12431.6776112,Warning: No quote information available at 12/30/2013 14:00:00 America/New_York, order filled using TradeBar data 
2013-12-31T20:00:00Z,DRV,3147.1298668,5,Market,Filled,15735.649334,Warning: No quote information available at 12/31/2013 15:00:00 America/New_York, order filled using TradeBar data 
2014-01-03T16:00:00Z,DRV,3091.7450864,-5,Market,Filled,-15458.725432,Warning: No quote information available at 01/03/2014 11:00:00 America/New_York, order filled using TradeBar data 
2014-01-08T15:00:00Z,DRV,3072.6299852,4,Market,Filled,12290.5199408,Warning: No quote information available at 01/08/2014 10:00:00 America/New_York, order filled using TradeBar data 
2014-01-08T16:00:00Z,DRV,3027.5379516,-4,Market,Filled,-12110.1518064,Warning: No quote information available at 01/08/2014 11:00:00 America/New_York, order filled using TradeBar data 
2014-01-08T19:00:00Z,DRV,3064.2977616,3,Market,Filled,9192.8932848,Warning: No quote information available at 01/08/2014 14:00:00 America/New_York, order filled using TradeBar data 
2014-01-09T15:00:00Z,DRV,3089.2944324,2,Market,Filled,6178.5888648,Warning: No quote information available at 01/09/2014 10:00:00 America/New_York, order filled using TradeBar data 
2014-01-10T15:00:00Z,DRV,2990.7781416,-5,Market,Filled,-14953.890708,Warning: No quote information available at 01/10/2014 10:00:00 America/New_York, order filled using TradeBar data 
2014-01-17T21:00:00Z,DRV,2863.3441336,4,Market On Open,Filled,11453.3765344, 
2014-01-21T15:00:00Z,DRV,2796.196214,-4,Market,Filled,-11184.784856,Warning: No quote information available at 01/21/2014 10:00:00 America/New_York, order filled using TradeBar data 
2014-01-24T15:00:00Z,DRV,2860.4033488,6,Market,Filled,17162.4200928,Warning: No quote information available at 01/24/2014 10:00:00 America/New_York, order filled using TradeBar data 
2014-01-30T15:00:00Z,DRV,2857.462564,-6,Market,Filled,-17144.775384,Warning: No quote information available at 01/30/2014 10:00:00 America/New_York, order filled using TradeBar data 
2014-02-03T16:00:00Z,DRV,2852.0711252,4,Market,Filled,11408.2845008,Warning: No quote information available at 02/03/2014 11:00:00 America/New_York, order filled using TradeBar data 
2014-02-03T17:00:00Z,DRV,2896.673028,2,Market,Filled,5793.346056,Warning: No quote information available at 02/03/2014 12:00:00 America/New_York, order filled using TradeBar data 
2014-02-04T18:00:00Z,DRV,2797.1764756,-2,Market,Filled,-5594.3529512,Warning: No quote information available at 02/04/2014 13:00:00 America/New_York, order filled using TradeBar data 
2014-02-06T15:00:00Z,DRV,2768.7488892,-4,Market,Filled,-11074.9955568,Warning: No quote information available at 02/06/2014 10:00:00 America/New_York, order filled using TradeBar data 
2014-02-20T16:00:00Z,DRV,2489.3743332,4,Market,Filled,9957.4973328,Warning: No quote information available at 02/20/2014 11:00:00 America/New_York, order filled using TradeBar data 
2014-02-24T17:00:00Z,DRV,2401.64092,-4,Market,Filled,-9606.56368,Warning: No quote information available at 02/24/2014 12:00:00 America/New_York, order filled using TradeBar data 
2014-02-27T17:00:00Z,DRV,2442.8119072,4,Market,Filled,9771.2476288,Warning: No quote information available at 02/27/2014 12:00:00 America/New_York, order filled using TradeBar data 
2014-02-27T18:00:00Z,DRV,2455.0651772,2,Market,Filled,4910.1303544,Warning: No quote information available at 02/27/2014 13:00:00 America/New_York, order filled using TradeBar data 
2014-02-28T17:00:00Z,DRV,2391.3481732,-2,Market,Filled,-4782.6963464,Warning: No quote information available at 02/28/2014 12:00:00 America/New_York, order filled using TradeBar data 
2014-02-28T18:00:00Z,DRV,2376.1541184,-4,Market,Filled,-9504.6164736,Warning: No quote information available at 02/28/2014 13:00:00 America/New_York, order filled using TradeBar data 
2014-03-03T16:00:00Z,DRV,2424.1869368,6,Market,Filled,14545.1216208,Warning: No quote information available at 03/03/2014 11:00:00 America/New_York, order filled using TradeBar data 
2014-03-03T19:00:00Z,DRV,2358.5094096,-6,Market,Filled,-14151.0564576,Warning: No quote information available at 03/03/2014 14:00:00 America/New_York, order filled using TradeBar data 
2014-03-06T16:00:00Z,DRV,2307.0456756,4,Market,Filled,9228.1827024,Warning: No quote information available at 03/06/2014 11:00:00 America/New_York, order filled using TradeBar data 
2014-03-07T15:00:00Z,DRV,2411.9336668,2,Market,Filled,4823.8673336,Warning: No quote information available at 03/07/2014 10:00:00 America/New_York, order filled using TradeBar data 
2014-03-12T14:00:00Z,DRV,2361.9403252,-4,Market,Filled,-9447.7613008,Warning: No quote information available at 03/12/2014 10:00:00 America/New_York, order filled using TradeBar data 
2014-03-13T15:00:00Z,DRV,2398.7001352,4,Market,Filled,9594.8005408,Warning: No quote information available at 03/13/2014 11:00:00 America/New_York, order filled using TradeBar data 
2014-03-17T14:00:00Z,DRV,2344.2956164,-6,Market,Filled,-14065.7736984,Warning: No quote information available at 03/17/2014 10:00:00 America/New_York, order filled using TradeBar data 
2014-03-19T17:00:00Z,DRV,2389.38765,6,Market,Filled,14336.3259,Warning: No quote information available at 03/19/2014 13:00:00 America/New_York, order filled using TradeBar data 
2014-03-25T14:00:00Z,DRV,2403.1113124,-4,Market,Filled,-9612.4452496,Warning: No quote information available at 03/25/2014 10:00:00 America/New_York, order filled using TradeBar data 
2014-03-25T19:00:00Z,DRV,2373.7034644,-2,Market,Filled,-4747.4069288,Warning: No quote information available at 03/25/2014 15:00:00 America/New_York, order filled using TradeBar data 
2014-03-26T15:00:00Z,DRV,2428.1079832,4,Market,Filled,9712.4319328,Warning: No quote information available at 03/26/2014 11:00:00 America/New_York, order filled using TradeBar data 
2014-03-26T20:00:00Z,DRV,2472.709886,2,Market On Open,Filled,4945.419772, 
2014-03-28T14:00:00Z,DRV,2361.9403252,-6,Market,Filled,-14171.6419512,Warning: No quote information available at 03/28/2014 10:00:00 America/New_York, order filled using TradeBar data 
2014-04-03T14:00:00Z,DRV,2298.713452,4,Market,Filled,9194.853808,Warning: No quote information available at 04/03/2014 10:00:00 America/New_York, order filled using TradeBar data 
2014-04-03T15:00:00Z,DRV,2271.756258,-4,Market,Filled,-9087.025032,Warning: No quote information available at 04/03/2014 11:00:00 America/New_York, order filled using TradeBar data 
2014-04-03T16:00:00Z,DRV,2289.8910976,4,Market,Filled,9159.5643904,Warning: No quote information available at 04/03/2014 12:00:00 America/New_York, order filled using TradeBar data 
2014-04-03T20:00:00Z,DRV,2254.1115492,-4,Market On Open,Filled,-9016.4461968, 
2014-04-09T17:00:00Z,DRV,2233.5260556,4,Market,Filled,8934.1042224,Warning: No quote information available at 04/09/2014 13:00:00 America/New_York, order filled using TradeBar data 
2014-04-10T14:00:00Z,DRV,2182.5524524,-4,Market,Filled,-8730.2098096,Warning: No quote information available at 04/10/2014 10:00:00 America/New_York, order filled using TradeBar data 
2014-04-10T17:00:00Z,DRV,2242.34841,6,Market,Filled,13454.09046,Warning: No quote information available at 04/10/2014 13:00:00 America/New_York, order filled using TradeBar data 
2014-04-15T14:00:00Z,DRV,2230.5852708,-4,Market,Filled,-8922.3410832,Warning: No quote information available at 04/15/2014 10:00:00 America/New_York, order filled using TradeBar data 
2014-04-15T18:00:00Z,DRV,2211.4701696,-2,Market,Filled,-4422.9403392,Warning: No quote information available at 04/15/2014 14:00:00 America/New_York, order filled using TradeBar data 
2014-04-21T14:00:00Z,DRV,2179.6116676,4,Market,Filled,8718.4466704,Warning: No quote information available at 04/21/2014 10:00:00 America/New_York, order filled using TradeBar data 
2014-04-21T15:00:00Z,DRV,2146.2827732,-4,Market,Filled,-8585.1310928,Warning: No quote information available at 04/21/2014 11:00:00 America/New_York, order filled using TradeBar data 
2014-04-22T15:00:00Z,DRV,2177.6511444,4,Market,Filled,8710.6045776,Warning: No quote information available at 04/22/2014 11:00:00 America/New_York, order filled using TradeBar data 
2014-04-22T19:00:00Z,DRV,2140.8913344,-4,Market,Filled,-8563.5653376,Warning: No quote information available at 04/22/2014 15:00:00 America/New_York, order filled using TradeBar data 
2014-04-23T14:00:00Z,DRV,2166.8682668,6,Market,Filled,13001.2096008,Warning: No quote information available at 04/23/2014 10:00:00 America/New_York, order filled using TradeBar data 
2014-04-23T15:00:00Z,DRV,2146.2827732,-2,Market,Filled,-4292.5655464,Warning: No quote information available at 04/23/2014 11:00:00 America/New_York, order filled using TradeBar data 
2014-04-23T16:00:00Z,DRV,2143.8321192,-4,Market,Filled,-8575.3284768,Warning: No quote information available at 04/23/2014 12:00:00 America/New_York, order filled using TradeBar data 
2014-04-23T19:00:00Z,DRV,2168.3386592,6,Market,Filled,13010.0319552,Warning: No quote information available at 04/23/2014 15:00:00 America/New_York, order filled using TradeBar data 
2014-04-24T14:00:00Z,DRV,2132.06898,-6,Market,Filled,-12792.41388,Warning: No quote information available at 04/24/2014 10:00:00 America/New_York, order filled using TradeBar data 
2014-04-25T15:00:00Z,DRV,2143.3419884,4,Market,Filled,8573.3679536,Warning: No quote information available at 04/25/2014 11:00:00 America/New_York, order filled using TradeBar data 
2014-04-25T17:00:00Z,DRV,2153.1446044,2,Market,Filled,4306.2892088,Warning: No quote information available at 04/25/2014 13:00:00 America/New_York, order filled using TradeBar data 
2014-04-28T14:00:00Z,DRV,2120.7959716,-6,Market,Filled,-12724.7758296,Warning: No quote information available at 04/28/2014 10:00:00 America/New_York, order filled using TradeBar data 
2014-05-01T14:00:00Z,DRV,2125.6972796,6,Market,Filled,12754.1836776,Warning: No quote information available at 05/01/2014 10:00:00 America/New_York, order filled using TradeBar data 
2014-05-01T17:00:00Z,DRV,2076.6841996,-6,Market,Filled,-12460.1051976,Warning: No quote information available at 05/01/2014 13:00:00 America/New_York, order filled using TradeBar data 
2014-05-05T14:00:00Z,DRV,2071.2927608,4,Market,Filled,8285.1710432,Warning: No quote information available at 05/05/2014 10:00:00 America/New_York, order filled using TradeBar data 
2014-05-05T15:00:00Z,DRV,2049.2368748,-4,Market,Filled,-8196.9474992,Warning: No quote information available at 05/05/2014 11:00:00 America/New_York, order filled using TradeBar data 
2014-05-06T14:00:00Z,DRV,2062.4704064,4,Market,Filled,8249.8816256,Warning: No quote information available at 05/06/2014 10:00:00 America/New_York, order filled using TradeBar data 
2014-05-06T18:00:00Z,DRV,2066.3914528,2,Market,Filled,4132.7829056,Warning: No quote information available at 05/06/2014 14:00:00 America/New_York, order filled using TradeBar data 
