Time,Symbol,Price,Quantity,Type,Status,Value,Tag 
2010-04-27T20:00:00Z,DRV,8614.04881,1,Market On Open,Filled,8614.04881, 
2010-11-09T15:00:00Z,DRV,4423.43047,1,Market,Filled,4423.43047,Warning: No quote information available at 11/09/2010 10:00:00 America/New_York, order filled using TradeBar data 
2010-11-22T15:00:00Z,DRV,5163.527978,-1,Market,Filled,-5163.527978,Warning: No quote information available at 11/22/2010 10:00:00 America/New_York, order filled using TradeBar data 
2010-11-23T15:00:00Z,DRV,5379.18553,1,Market,Filled,5379.18553,Warning: No quote information available at 11/23/2010 10:00:00 America/New_York, order filled using TradeBar data 
2010-11-24T15:00:00Z,DRV,5161.077324,-1,Market,Filled,-5161.077324,Warning: No quote information available at 11/24/2010 10:00:00 America/New_York, order filled using TradeBar data 
2010-11-29T15:00:00Z,DRV,5165.978632,1,Market,Filled,5165.978632,Warning: No quote information available at 11/29/2010 10:00:00 America/New_York, order filled using TradeBar data 
2010-11-29T20:00:00Z,DRV,5082.656396,-1,Market,Filled,-5082.656396,Warning: No quote information available at 11/29/2010 15:00:00 America/New_York, order filled using TradeBar data 
2010-11-30T15:00:00Z,DRV,5146.3734,1,Market,Filled,5146.3734,Warning: No quote information available at 11/30/2010 10:00:00 America/New_York, order filled using TradeBar data 
2010-12-02T15:00:00Z,DRV,4952.771734,-1,Market,Filled,-4952.771734,Warning: No quote information available at 12/02/2010 10:00:00 America/New_York, order filled using TradeBar data 
2010-12-06T16:00:00Z,DRV,4891.505384,1,Market,Filled,4891.505384,Warning: No quote information available at 12/06/2010 11:00:00 America/New_York, order filled using TradeBar data 
2010-12-06T20:00:00Z,DRV,4761.620722,-1,Market,Filled,-4761.620722,Warning: No quote information available at 12/06/2010 15:00:00 America/New_York, order filled using TradeBar data 
2010-12-08T15:00:00Z,DRV,4844.942958,1,Market,Filled,4844.942958,Warning: No quote information available at 12/08/2010 10:00:00 America/New_York, order filled using TradeBar data 
2010-12-14T16:00:00Z,DRV,4849.844266,-1,Market,Filled,-4849.844266,Warning: No quote information available at 12/14/2010 11:00:00 America/New_York, order filled using TradeBar data 
2010-12-14T20:00:00Z,DRV,4999.33416,1,Market,Filled,4999.33416,Warning: No quote information available at 12/14/2010 15:00:00 America/New_York, order filled using TradeBar data 
2010-12-20T15:00:00Z,DRV,5026.291354,-1,Market,Filled,-5026.291354,Warning: No quote information available at 12/20/2010 10:00:00 America/New_York, order filled using TradeBar data 
2010-12-27T15:00:00Z,DRV,4717.50895,1,Market,Filled,4717.50895,Warning: No quote information available at 12/27/2010 10:00:00 America/New_York, order filled using TradeBar data 
2010-12-27T17:00:00Z,DRV,4585.173634,-1,Market,Filled,-4585.173634,Warning: No quote information available at 12/27/2010 12:00:00 America/New_York, order filled using TradeBar data 
2011-01-04T16:00:00Z,DRV,4352.361504,1,Market,Filled,4352.361504,Warning: No quote information available at 01/04/2011 11:00:00 America/New_York, order filled using TradeBar data 
2011-01-13T17:00:00Z,DRV,4386.67066,-1,Market,Filled,-4386.67066,Warning: No quote information available at 01/13/2011 12:00:00 America/New_York, order filled using TradeBar data 
2011-01-19T17:00:00Z,DRV,4327.854964,1,Market,Filled,4327.854964,Warning: No quote information available at 01/19/2011 12:00:00 America/New_York, order filled using TradeBar data 
2011-01-24T19:00:00Z,DRV,4256.785998,-1,Market,Filled,-4256.785998,Warning: No quote information available at 01/24/2011 14:00:00 America/New_York, order filled using TradeBar data 
2011-01-28T17:00:00Z,DRV,4109.746758,1,Market,Filled,4109.746758,Warning: No quote information available at 01/28/2011 12:00:00 America/New_York, order filled using TradeBar data 
2011-01-31T19:00:00Z,DRV,3943.102286,-1,Market,Filled,-3943.102286,Warning: No quote information available at 01/31/2011 14:00:00 America/New_York, order filled using TradeBar data 
2011-02-03T16:00:00Z,DRV,3938.200978,1,Market,Filled,3938.200978,Warning: No quote information available at 02/03/2011 11:00:00 America/New_York, order filled using TradeBar data 
2011-02-07T16:00:00Z,DRV,3867.132012,-1,Market,Filled,-3867.132012,Warning: No quote information available at 02/07/2011 11:00:00 America/New_York, order filled using TradeBar data 
2011-02-15T15:00:00Z,DRV,3744.599312,1,Market,Filled,3744.599312,Warning: No quote information available at 02/15/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-02-16T15:00:00Z,DRV,3639.22119,-1,Market,Filled,-3639.22119,Warning: No quote information available at 02/16/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-02-16T19:00:00Z,DRV,3707.839502,1,Market,Filled,3707.839502,Warning: No quote information available at 02/16/2011 14:00:00 America/New_York, order filled using TradeBar data 
2011-02-18T17:00:00Z,DRV,3634.319882,-1,Market,Filled,-3634.319882,Warning: No quote information available at 02/18/2011 12:00:00 America/New_York, order filled using TradeBar data 
2011-02-22T16:00:00Z,DRV,3678.431654,1,Market,Filled,3678.431654,Warning: No quote information available at 02/22/2011 11:00:00 America/New_York, order filled using TradeBar data 
2011-02-25T19:00:00Z,DRV,3695.586232,-1,Market,Filled,-3695.586232,Warning: No quote information available at 02/25/2011 14:00:00 America/New_York, order filled using TradeBar data 
2011-03-01T20:00:00Z,DRV,3675.981,1,Market,Filled,3675.981,Warning: No quote information available at 03/01/2011 15:00:00 America/New_York, order filled using TradeBar data 
2011-03-08T17:00:00Z,DRV,3626.96792,-1,Market,Filled,-3626.96792,Warning: No quote information available at 03/08/2011 12:00:00 America/New_York, order filled using TradeBar data 
2011-03-10T15:00:00Z,DRV,3798.5137,1,Market,Filled,3798.5137,Warning: No quote information available at 03/10/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-03-18T14:00:00Z,DRV,3849.977434,-1,Market,Filled,-3849.977434,Warning: No quote information available at 03/18/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-03-23T14:00:00Z,DRV,3923.497054,1,Market,Filled,3923.497054,Warning: No quote information available at 03/23/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-03-25T15:00:00Z,DRV,3749.50062,-1,Market,Filled,-3749.50062,Warning: No quote information available at 03/25/2011 11:00:00 America/New_York, order filled using TradeBar data 
2011-03-29T14:00:00Z,DRV,3872.03332,1,Market,Filled,3872.03332,Warning: No quote information available at 03/29/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-03-29T18:00:00Z,DRV,3744.599312,-1,Market,Filled,-3744.599312,Warning: No quote information available at 03/29/2011 14:00:00 America/New_York, order filled using TradeBar data 
2011-04-06T14:00:00Z,DRV,3492.18195,1,Market,Filled,3492.18195,Warning: No quote information available at 04/06/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-04-14T17:00:00Z,DRV,3560.800262,-1,Market,Filled,-3560.800262,Warning: No quote information available at 04/14/2011 13:00:00 America/New_York, order filled using TradeBar data 
2011-04-18T17:00:00Z,DRV,3538.744376,1,Market,Filled,3538.744376,Warning: No quote information available at 04/18/2011 13:00:00 America/New_York, order filled using TradeBar data 
2011-04-18T19:00:00Z,DRV,3492.18195,-1,Market,Filled,-3492.18195,Warning: No quote information available at 04/18/2011 15:00:00 America/New_York, order filled using TradeBar data 
2011-04-29T14:00:00Z,DRV,2999.600496,1,Market,Filled,2999.600496,Warning: No quote information available at 04/29/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-04-29T16:00:00Z,DRV,2950.587416,-1,Market,Filled,-2950.587416,Warning: No quote information available at 04/29/2011 12:00:00 America/New_York, order filled using TradeBar data 
2011-05-02T16:00:00Z,DRV,2940.7848,1,Market,Filled,2940.7848,Warning: No quote information available at 05/02/2011 12:00:00 America/New_York, order filled using TradeBar data 
2011-05-03T17:00:00Z,DRV,3006.952458,1,Market,Filled,3006.952458,Warning: No quote information available at 05/03/2011 13:00:00 America/New_York, order filled using TradeBar data 
2011-05-10T15:00:00Z,DRV,2957.939378,-2,Market,Filled,-5915.878756,Warning: No quote information available at 05/10/2011 11:00:00 America/New_York, order filled using TradeBar data 
2011-05-12T14:00:00Z,DRV,3107.429272,2,Market,Filled,6214.858544,Warning: No quote information available at 05/12/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-05-18T17:00:00Z,DRV,3019.205728,-2,Market,Filled,-6038.411456,Warning: No quote information available at 05/18/2011 13:00:00 America/New_York, order filled using TradeBar data 
2011-05-20T14:00:00Z,DRV,3026.55769,1,Market,Filled,3026.55769,Warning: No quote information available at 05/20/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-05-20T15:00:00Z,DRV,3051.06423,1,Market,Filled,3051.06423,Warning: No quote information available at 05/20/2011 11:00:00 America/New_York, order filled using TradeBar data 
2011-05-26T15:00:00Z,DRV,3082.922732,-2,Market,Filled,-6165.845464,Warning: No quote information available at 05/26/2011 11:00:00 America/New_York, order filled using TradeBar data 
2011-06-01T15:00:00Z,DRV,2889.321066,1,Market,Filled,2889.321066,Warning: No quote information available at 06/01/2011 11:00:00 America/New_York, order filled using TradeBar data 
2011-06-01T20:00:00Z,DRV,2997.149842,1,Market On Open,Filled,2997.149842, 
2011-06-17T15:00:00Z,DRV,3207.906086,-2,Market,Filled,-6415.812172,Warning: No quote information available at 06/17/2011 11:00:00 America/New_York, order filled using TradeBar data 
2011-06-23T14:00:00Z,DRV,3276.524398,2,Market,Filled,6553.048796,Warning: No quote information available at 06/23/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-06-28T14:00:00Z,DRV,3161.34366,-2,Market,Filled,-6322.68732,Warning: No quote information available at 06/28/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-07-08T14:00:00Z,DRV,2698.170054,1,Market,Filled,2698.170054,Warning: No quote information available at 07/08/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-07-08T16:00:00Z,DRV,2651.607628,-1,Market,Filled,-2651.607628,Warning: No quote information available at 07/08/2011 12:00:00 America/New_York, order filled using TradeBar data 
2011-07-11T14:00:00Z,DRV,2707.97267,2,Market,Filled,5415.94534,Warning: No quote information available at 07/11/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-07-12T15:00:00Z,DRV,2649.156974,-1,Market,Filled,-2649.156974,Warning: No quote information available at 07/12/2011 11:00:00 America/New_York, order filled using TradeBar data 
2011-07-12T16:00:00Z,DRV,2619.749126,-1,Market,Filled,-2619.749126,Warning: No quote information available at 07/12/2011 12:00:00 America/New_York, order filled using TradeBar data 
2011-07-12T17:00:00Z,DRV,2671.21286,1,Market,Filled,2671.21286,Warning: No quote information available at 07/12/2011 13:00:00 America/New_York, order filled using TradeBar data 
2011-07-12T18:00:00Z,DRV,2695.7194,1,Market,Filled,2695.7194,Warning: No quote information available at 07/12/2011 14:00:00 America/New_York, order filled using TradeBar data 
2011-07-19T14:00:00Z,DRV,2776.590982,-2,Market,Filled,-5553.181964,Warning: No quote information available at 07/19/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-07-25T14:00:00Z,DRV,2632.002396,1,Market,Filled,2632.002396,Warning: No quote information available at 07/25/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-07-26T14:00:00Z,DRV,2634.45305,1,Market,Filled,2634.45305,Warning: No quote information available at 07/26/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-07-26T16:00:00Z,DRV,2575.637354,-1,Market,Filled,-2575.637354,Warning: No quote information available at 07/26/2011 12:00:00 America/New_York, order filled using TradeBar data 
2011-07-27T14:00:00Z,DRV,2644.255666,1,Market,Filled,2644.255666,Warning: No quote information available at 07/27/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-08-09T20:00:00Z,DRV,3896.53986,-2,Market On Open,Filled,-7793.07972, 
2011-08-18T14:00:00Z,DRV,3210.35674,2,Market,Filled,6420.71348,Warning: No quote information available at 08/18/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-08-24T14:00:00Z,DRV,3158.893006,-2,Market,Filled,-6317.786012,Warning: No quote information available at 08/24/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-08-25T17:00:00Z,DRV,3310.833554,1,Market,Filled,3310.833554,Warning: No quote information available at 08/25/2011 13:00:00 America/New_York, order filled using TradeBar data 
2011-08-26T14:00:00Z,DRV,3418.66233,1,Market,Filled,3418.66233,Warning: No quote information available at 08/26/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-08-26T18:00:00Z,DRV,3134.386466,-1,Market,Filled,-3134.386466,Warning: No quote information available at 08/26/2011 14:00:00 America/New_York, order filled using TradeBar data 
2011-08-29T14:00:00Z,DRV,2989.79788,-1,Market,Filled,-2989.79788,Warning: No quote information available at 08/29/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-09-01T18:00:00Z,DRV,2832.956024,2,Market,Filled,5665.912048,Warning: No quote information available at 09/01/2011 14:00:00 America/New_York, order filled using TradeBar data 
2011-09-07T18:00:00Z,DRV,2798.646868,-2,Market,Filled,-5597.293736,Warning: No quote information available at 09/07/2011 14:00:00 America/New_York, order filled using TradeBar data 
2011-09-09T14:00:00Z,DRV,2877.067796,1,Market,Filled,2877.067796,Warning: No quote information available at 09/09/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-09-09T15:00:00Z,DRV,2911.376952,1,Market,Filled,2911.376952,Warning: No quote information available at 09/09/2011 11:00:00 America/New_York, order filled using TradeBar data 
2011-09-15T14:00:00Z,DRV,2859.913218,-2,Market,Filled,-5719.826436,Warning: No quote information available at 09/15/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-09-19T14:00:00Z,DRV,2874.617142,1,Market,Filled,2874.617142,Warning: No quote information available at 09/19/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-09-19T15:00:00Z,DRV,2891.77172,1,Market,Filled,2891.77172,Warning: No quote information available at 09/19/2011 11:00:00 America/New_York, order filled using TradeBar data 
2011-09-19T18:00:00Z,DRV,2852.561256,-1,Market,Filled,-2852.561256,Warning: No quote information available at 09/19/2011 14:00:00 America/New_York, order filled using TradeBar data 
2011-09-20T14:00:00Z,DRV,2901.574336,1,Market,Filled,2901.574336,Warning: No quote information available at 09/20/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-09-20T15:00:00Z,DRV,2815.801446,-1,Market,Filled,-2815.801446,Warning: No quote information available at 09/20/2011 11:00:00 America/New_York, order filled using TradeBar data 
2011-09-20T20:00:00Z,DRV,2881.969104,1,Market On Open,Filled,2881.969104, 
2011-09-27T14:00:00Z,DRV,3168.695622,-2,Market,Filled,-6337.391244,Warning: No quote information available at 09/27/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-09-28T19:00:00Z,DRV,3396.606444,1,Market,Filled,3396.606444,Warning: No quote information available at 09/28/2011 15:00:00 America/New_York, order filled using TradeBar data 
2011-09-28T20:00:00Z,DRV,3330.438786,1,Market On Open,Filled,3330.438786, 
2011-10-06T17:00:00Z,DRV,3499.533912,-2,Market,Filled,-6999.067824,Warning: No quote information available at 10/06/2011 13:00:00 America/New_York, order filled using TradeBar data 
2011-10-07T17:00:00Z,DRV,3607.362688,1,Market,Filled,3607.362688,Warning: No quote information available at 10/07/2011 13:00:00 America/New_York, order filled using TradeBar data 
2011-10-07T20:00:00Z,DRV,3455.42214,1,Market On Open,Filled,3455.42214, 
2011-10-10T14:00:00Z,DRV,3377.001212,-2,Market,Filled,-6754.002424,Warning: No quote information available at 10/10/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-10-13T14:00:00Z,DRV,3283.87636,1,Market,Filled,3283.87636,Warning: No quote information available at 10/13/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-10-13T15:00:00Z,DRV,3335.340094,1,Market,Filled,3335.340094,Warning: No quote information available at 10/13/2011 11:00:00 America/New_York, order filled using TradeBar data 
2011-10-13T19:00:00Z,DRV,3180.948892,-1,Market,Filled,-3180.948892,Warning: No quote information available at 10/13/2011 15:00:00 America/New_York, order filled using TradeBar data 
2011-10-14T14:00:00Z,DRV,3011.853766,-1,Market,Filled,-3011.853766,Warning: No quote information available at 10/14/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-10-17T15:00:00Z,DRV,3100.07731,1,Market,Filled,3100.07731,Warning: No quote information available at 10/17/2011 11:00:00 America/New_York, order filled using TradeBar data 
2011-10-17T20:00:00Z,DRV,3163.794314,1,Market On Open,Filled,3163.794314, 
2011-10-18T16:00:00Z,DRV,3024.107036,-1,Market,Filled,-3024.107036,Warning: No quote information available at 10/18/2011 12:00:00 America/New_York, order filled using TradeBar data 
2011-10-18T17:00:00Z,DRV,2957.939378,-1,Market,Filled,-2957.939378,Warning: No quote information available at 10/18/2011 13:00:00 America/New_York, order filled using TradeBar data 
2011-10-20T15:00:00Z,DRV,3041.261614,2,Market,Filled,6082.523228,Warning: No quote information available at 10/20/2011 11:00:00 America/New_York, order filled using TradeBar data 
2011-10-20T19:00:00Z,DRV,2872.166488,-1,Market,Filled,-2872.166488,Warning: No quote information available at 10/20/2011 15:00:00 America/New_York, order filled using TradeBar data 
2011-10-21T14:00:00Z,DRV,2732.47921,-1,Market,Filled,-2732.47921,Warning: No quote information available at 10/21/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-10-26T15:00:00Z,DRV,2533.976236,2,Market,Filled,5067.952472,Warning: No quote information available at 10/26/2011 11:00:00 America/New_York, order filled using TradeBar data 
2011-10-26T18:00:00Z,DRV,2465.357924,-2,Market,Filled,-4930.715848,Warning: No quote information available at 10/26/2011 14:00:00 America/New_York, order filled using TradeBar data 
2011-11-01T14:00:00Z,DRV,2291.36149,3,Market,Filled,6874.08447,Warning: No quote information available at 11/01/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-11-03T18:00:00Z,DRV,2136.970288,-2,Market,Filled,-4273.940576,Warning: No quote information available at 11/03/2011 14:00:00 America/New_York, order filled using TradeBar data 
2011-11-04T14:00:00Z,DRV,2252.151026,2,Market,Filled,4504.302052,Warning: No quote information available at 11/04/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-11-08T15:00:00Z,DRV,2127.167672,-3,Market,Filled,-6381.503016,Warning: No quote information available at 11/08/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-11-08T16:00:00Z,DRV,2222.743178,2,Market,Filled,4445.486356,Warning: No quote information available at 11/08/2011 11:00:00 America/New_York, order filled using TradeBar data 
2011-11-08T20:00:00Z,DRV,2119.81571,-2,Market,Filled,-4239.63142,Warning: No quote information available at 11/08/2011 15:00:00 America/New_York, order filled using TradeBar data 
2011-11-09T15:00:00Z,DRV,2239.897756,2,Market,Filled,4479.795512,Warning: No quote information available at 11/09/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-11-11T16:00:00Z,DRV,2182.0623216,-2,Market,Filled,-4364.1246432,Warning: No quote information available at 11/11/2011 11:00:00 America/New_York, order filled using TradeBar data 
2011-11-14T20:00:00Z,DRV,2350.177186,2,Market,Filled,4700.354372,Warning: No quote information available at 11/14/2011 15:00:00 America/New_York, order filled using TradeBar data 
2011-11-28T15:00:00Z,DRV,2615.8280796,-2,Market,Filled,-5231.6561592,Warning: No quote information available at 11/28/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-12-07T15:00:00Z,DRV,2314.3976376,2,Market,Filled,4628.7952752,Warning: No quote information available at 12/07/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-12-07T18:00:00Z,DRV,2196.2761148,-2,Market,Filled,-4392.5522296,Warning: No quote information available at 12/07/2011 13:00:00 America/New_York, order filled using TradeBar data 
2011-12-08T15:00:00Z,DRV,2279.5983508,2,Market,Filled,4559.1967016,Warning: No quote information available at 12/08/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-12-09T17:00:00Z,DRV,2201.1774228,-2,Market,Filled,-4402.3548456,Warning: No quote information available at 12/09/2011 12:00:00 America/New_York, order filled using TradeBar data 
2011-12-12T15:00:00Z,DRV,2309.9864604,2,Market,Filled,4619.9729208,Warning: No quote information available at 12/12/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-12-15T18:00:00Z,DRV,2235.9767096,-2,Market,Filled,-4471.9534192,Warning: No quote information available at 12/15/2011 13:00:00 America/New_York, order filled using TradeBar data 
2011-12-28T15:00:00Z,DRV,1920.8226052,2,Market,Filled,3841.6452104,Warning: No quote information available at 12/28/2011 10:00:00 America/New_York, order filled using TradeBar data 
2011-12-30T16:00:00Z,DRV,1844.3622004,-2,Market,Filled,-3688.7244008,Warning: No quote information available at 12/30/2011 11:00:00 America/New_York, order filled using TradeBar data 
2011-12-30T21:00:00Z,DRV,1812.9938292,3,Market On Open,Filled,5438.9814876, 
2012-01-03T15:00:00Z,DRV,1784.076112,-3,Market,Filled,-5352.228336,Warning: No quote information available at 01/03/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-01-04T15:00:00Z,DRV,1917.3916896,3,Market,Filled,5752.1750688,Warning: No quote information available at 01/04/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-01-10T15:00:00Z,DRV,1862.49704,-2,Market,Filled,-3724.99408,Warning: No quote information available at 01/10/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-01-10T16:00:00Z,DRV,1852.694424,-1,Market,Filled,-1852.694424,Warning: No quote information available at 01/10/2012 11:00:00 America/New_York, order filled using TradeBar data 
