Time,Symbol,Price,Quantity,Type,Status,Value,Tag 
2009-02-03T21:00:00Z,MIDU,1.804915210117,3588,Market On Open,Filled,6476.0357738997, 
2009-08-19T16:00:00Z,MIDU,3.1098391248139,2854,Market,Filled,8875.4808622187,Warning: No quote information available at 08/19/2009 12:00:00 America/New_York, order filled using TradeBar data 
2009-08-20T14:00:00Z,MIDU,3.1879980560503,1280,Market,Filled,4080.6375117443,Warning: No quote information available at 08/20/2009 10:00:00 America/New_York, order filled using TradeBar data 
2009-08-27T14:00:00Z,MIDU,3.3414957509012,-2833,Market,Filled,-9466.457462303,Warning: No quote information available at 08/27/2009 10:00:00 America/New_York, order filled using TradeBar data 
2009-08-27T19:00:00Z,MIDU,3.5038568297067,2682,Market,Filled,9397.3440172734,Warning: No quote information available at 08/27/2009 15:00:00 America/New_York, order filled using TradeBar data 
2009-08-31T14:00:00Z,MIDU,3.3406899887235,-3983,Market,Filled,-13305.968225086,Warning: No quote information available at 08/31/2009 10:00:00 America/New_York, order filled using TradeBar data 
2009-09-03T20:00:00Z,MIDU,3.1956527967384,2840,Market On Open,Filled,9075.653942737, 
2009-09-04T17:00:00Z,MIDU,3.289121209351,1281,Market,Filled,4213.3642691786,Warning: No quote information available at 09/04/2009 13:00:00 America/New_York, order filled using TradeBar data 
2009-09-21T14:00:00Z,MIDU,3.981270919991,-2832,Market,Filled,-11274.959245414,Warning: No quote information available at 09/21/2009 10:00:00 America/New_York, order filled using TradeBar data 
2009-09-22T14:00:00Z,MIDU,4.1819836593725,2652,Market,Filled,11090.620664656,Warning: No quote information available at 09/22/2009 10:00:00 America/New_York, order filled using TradeBar data 
2009-09-24T14:00:00Z,MIDU,4.0081544610709,-1240,Market,Filled,-4970.1115317279,Warning: No quote information available at 09/24/2009 10:00:00 America/New_York, order filled using TradeBar data 
2009-09-24T15:00:00Z,MIDU,3.8327119987479,-2701,Market,Filled,-10352.155108618,Warning: No quote information available at 09/24/2009 11:00:00 America/New_York, order filled using TradeBar data 
2009-09-28T14:00:00Z,MIDU,3.8940160315596,2697,Market,Filled,10502.161237116,Warning: No quote information available at 09/28/2009 10:00:00 America/New_York, order filled using TradeBar data 
2009-09-28T17:00:00Z,MIDU,3.9722593365956,1216,Market,Filled,4830.2673533003,Warning: No quote information available at 09/28/2009 13:00:00 America/New_York, order filled using TradeBar data 
2009-09-30T14:00:00Z,MIDU,3.837551790812,-1232,Market,Filled,-4727.8638062804,Warning: No quote information available at 09/30/2009 10:00:00 America/New_York, order filled using TradeBar data 
2009-09-30T16:00:00Z,MIDU,3.934750948099,1202,Market,Filled,4729.570639615,Warning: No quote information available at 09/30/2009 12:00:00 America/New_York, order filled using TradeBar data 
2009-10-01T14:00:00Z,MIDU,3.8444081629028,-2657,Market,Filled,-10214.592488833,Warning: No quote information available at 10/01/2009 10:00:00 America/New_York, order filled using TradeBar data 
2009-10-01T15:00:00Z,MIDU,3.7839107621018,-1226,Market,Filled,-4639.0745943368,Warning: No quote information available at 10/01/2009 11:00:00 America/New_York, order filled using TradeBar data 
2009-10-05T19:00:00Z,MIDU,3.6996177169857,2745,Market,Filled,10155.450633126,Warning: No quote information available at 10/05/2009 15:00:00 America/New_York, order filled using TradeBar data 
2009-10-06T14:00:00Z,MIDU,3.8710270192552,1204,Market,Filled,4660.7165311833,Warning: No quote information available at 10/06/2009 10:00:00 America/New_York, order filled using TradeBar data 
2009-10-21T20:00:00Z,MIDU,4.1509283269613,-3949,Market On Open,Filled,-16392.01596317, 
2009-10-22T20:00:00Z,MIDU,4.3433100615086,3789,Market On Open,Filled,16456.801823056, 
2009-10-23T18:00:00Z,MIDU,4.0928508221923,-3789,Market,Filled,-15507.811765287,Warning: No quote information available at 10/23/2009 14:00:00 America/New_York, order filled using TradeBar data 
2009-10-26T14:00:00Z,MIDU,4.2570004363658,3609,Market,Filled,15363.514574844,Warning: No quote information available at 10/26/2009 10:00:00 America/New_York, order filled using TradeBar data 
2009-10-26T16:00:00Z,MIDU,3.9827455527345,-3609,Market,Filled,-14373.728699819,Warning: No quote information available at 10/26/2009 12:00:00 America/New_York, order filled using TradeBar data 
2009-11-03T21:00:00Z,MIDU,3.6346838401259,2783,Market On Open,Filled,10115.32512707, 
2009-11-04T15:00:00Z,MIDU,3.6298440480618,1177,Market,Filled,4272.3264445687,Warning: No quote information available at 11/04/2009 10:00:00 America/New_York, order filled using TradeBar data 
2009-11-12T21:00:00Z,MIDU,3.9831488687398,-2716,Market On Open,Filled,-10818.232327497, 
2009-11-13T18:00:00Z,MIDU,4.0460661655729,2649,Market,Filled,10718.029272603,Warning: No quote information available at 11/13/2009 13:00:00 America/New_York, order filled using TradeBar data 
2009-11-19T15:00:00Z,MIDU,3.8948226635703,-3893,Market,Filled,-15162.544629279,Warning: No quote information available at 11/19/2009 10:00:00 America/New_York, order filled using TradeBar data 
2009-11-23T15:00:00Z,MIDU,4.0880380539508,3707,Market,Filled,15154.357065996,Warning: No quote information available at 11/23/2009 10:00:00 America/New_York, order filled using TradeBar data 
2009-11-23T19:00:00Z,MIDU,3.9892886516172,-1168,Market,Filled,-4659.4891450889,Warning: No quote information available at 11/23/2009 14:00:00 America/New_York, order filled using TradeBar data 
2009-11-25T15:00:00Z,MIDU,3.9878846316788,1171,Market,Filled,4669.8129036959,Warning: No quote information available at 11/25/2009 10:00:00 America/New_York, order filled using TradeBar data 
2009-11-27T15:00:00Z,MIDU,3.7857057605504,-3710,Market,Filled,-14044.968371642,Warning: No quote information available at 11/27/2009 10:00:00 America/New_York, order filled using TradeBar data 
2009-12-01T15:00:00Z,MIDU,4.0009888177705,3511,Market,Filled,14047.471739192,Warning: No quote information available at 12/01/2009 10:00:00 America/New_York, order filled using TradeBar data 
2009-12-08T15:00:00Z,MIDU,4.0052008775857,-3511,Market,Filled,-14062.260281203,Warning: No quote information available at 12/08/2009 10:00:00 America/New_York, order filled using TradeBar data 
2009-12-08T17:00:00Z,MIDU,4.081485960905,1086,Market,Filled,4432.4937535428,Warning: No quote information available at 12/08/2009 12:00:00 America/New_York, order filled using TradeBar data 
2009-12-08T20:00:00Z,MIDU,4.0037968576473,-1086,Market,Filled,-4348.1233874049,Warning: No quote information available at 12/08/2009 15:00:00 America/New_York, order filled using TradeBar data 
2009-12-10T15:00:00Z,MIDU,4.1601110774549,3350,Market,Filled,13936.372109474,Warning: No quote information available at 12/10/2009 10:00:00 America/New_York, order filled using TradeBar data 
2009-12-17T15:00:00Z,MIDU,4.2663485861265,-2294,Market,Filled,-9787.0036565743,Warning: No quote information available at 12/17/2009 10:00:00 America/New_York, order filled using TradeBar data 
2009-12-18T16:00:00Z,MIDU,4.2527763933888,-1056,Market,Filled,-4490.9318714185,Warning: No quote information available at 12/18/2009 11:00:00 America/New_York, order filled using TradeBar data 
2009-12-21T15:00:00Z,MIDU,4.4484031714714,3199,Market,Filled,14230.441745537,Warning: No quote information available at 12/21/2009 10:00:00 America/New_York, order filled using TradeBar data 
2009-12-30T15:00:00Z,MIDU,4.67504822673,-2192,Market,Filled,-10247.705712992,Warning: No quote information available at 12/30/2009 10:00:00 America/New_York, order filled using TradeBar data 
2009-12-31T15:00:00Z,MIDU,4.7158149096733,2161,Market,Filled,10190.876019804,Warning: No quote information available at 12/31/2009 10:00:00 America/New_York, order filled using TradeBar data 
2009-12-31T17:00:00Z,MIDU,4.6310014658487,-3168,Market,Filled,-14671.012643809,Warning: No quote information available at 12/31/2009 12:00:00 America/New_York, order filled using TradeBar data 
2010-01-04T15:00:00Z,MIDU,4.6797340523556,3131,Market,Filled,14652.247317925,Warning: No quote information available at 01/04/2010 10:00:00 America/New_York, order filled using TradeBar data 
2010-01-12T18:00:00Z,MIDU,4.7650160787428,-3131,Market,Filled,-14919.265342544,Warning: No quote information available at 01/12/2010 13:00:00 America/New_York, order filled using TradeBar data 
2010-01-13T19:00:00Z,MIDU,4.9233969848904,955,Market,Filled,4701.8441205703,Warning: No quote information available at 01/13/2010 14:00:00 America/New_York, order filled using TradeBar data 
2010-01-13T20:00:00Z,MIDU,4.9543234340198,2054,Market,Filled,10176.180333477,Warning: No quote information available at 01/13/2010 15:00:00 America/New_York, order filled using TradeBar data 
2010-01-15T16:00:00Z,MIDU,4.8324919677524,-949,Market,Filled,-4586.0348773971,Warning: No quote information available at 01/15/2010 11:00:00 America/New_York, order filled using TradeBar data 
2010-01-15T17:00:00Z,MIDU,4.8123429175621,-2060,Market,Filled,-9913.4264101778,Warning: No quote information available at 01/15/2010 12:00:00 America/New_York, order filled using TradeBar data 
2010-01-19T16:00:00Z,MIDU,4.93792304433,2934,Market,Filled,14487.866212064,Warning: No quote information available at 01/19/2010 11:00:00 America/New_York, order filled using TradeBar data 
2010-01-20T16:00:00Z,MIDU,4.7762620602444,-2934,Market,Filled,-14013.552884757,Warning: No quote information available at 01/20/2010 11:00:00 America/New_York, order filled using TradeBar data 
2010-01-26T18:00:00Z,MIDU,4.4524715095107,2153,Market,Filled,9586.1711599765,Warning: No quote information available at 01/26/2010 13:00:00 America/New_York, order filled using TradeBar data 
2010-01-26T21:00:00Z,MIDU,4.2879990300497,-2153,Market On Open,Filled,-9232.061911697, 
2010-01-27T21:00:00Z,MIDU,4.4121734091299,2142,Market On Open,Filled,9450.8754423563, 
2010-01-28T16:00:00Z,MIDU,4.2523867552946,-2142,Market,Filled,-9108.6124298411,Warning: No quote information available at 01/28/2010 11:00:00 America/New_York, order filled using TradeBar data 
2010-01-29T15:00:00Z,MIDU,4.3198626443043,2108,Market,Filled,9106.2704541934,Warning: No quote information available at 01/29/2010 10:00:00 America/New_York, order filled using TradeBar data 
2010-01-29T18:00:00Z,MIDU,4.1980311780369,-2108,Market,Filled,-8849.4497233017,Warning: No quote information available at 01/29/2010 13:00:00 America/New_York, order filled using TradeBar data 
2010-02-01T19:00:00Z,MIDU,4.2186488107898,2116,Market,Filled,8926.6608836312,Warning: No quote information available at 02/01/2010 14:00:00 America/New_York, order filled using TradeBar data 
2010-02-02T15:00:00Z,MIDU,4.2706614752347,963,Market,Filled,4112.647000651,Warning: No quote information available at 02/02/2010 10:00:00 America/New_York, order filled using TradeBar data 
2010-02-04T15:00:00Z,MIDU,4.0790112071449,-3079,Market,Filled,-12559.275506799,Warning: No quote information available at 02/04/2010 10:00:00 America/New_York, order filled using TradeBar data 
2010-02-09T15:00:00Z,MIDU,3.9909176853823,2154,Market,Filled,8596.4366943134,Warning: No quote information available at 02/09/2010 10:00:00 America/New_York, order filled using TradeBar data 
2010-02-10T19:00:00Z,MIDU,4.0162211437609,986,Market,Filled,3959.9940477482,Warning: No quote information available at 02/10/2010 14:00:00 America/New_York, order filled using TradeBar data 
2010-02-23T16:00:00Z,MIDU,4.4969868529545,-2155,Market,Filled,-9691.006668117,Warning: No quote information available at 02/23/2010 11:00:00 America/New_York, order filled using TradeBar data 
2010-02-23T18:00:00Z,MIDU,4.43044812907,-985,Market,Filled,-4363.991407134,Warning: No quote information available at 02/23/2010 13:00:00 America/New_York, order filled using TradeBar data 
2010-02-24T19:00:00Z,MIDU,4.5728972280904,964,Market,Filled,4408.2729278791,Warning: No quote information available at 02/24/2010 14:00:00 America/New_York, order filled using TradeBar data 
2010-02-25T15:00:00Z,MIDU,4.3835898728133,-964,Market,Filled,-4225.7806373921,Warning: No quote information available at 02/25/2010 10:00:00 America/New_York, order filled using TradeBar data 
2010-02-25T21:00:00Z,MIDU,4.5864861224048,2995,Market On Open,Filled,13736.525936602, 
2010-03-15T16:00:00Z,MIDU,5.2621821776263,-2054,Market,Filled,-10808.522192844,Warning: No quote information available at 03/15/2010 12:00:00 America/New_York, order filled using TradeBar data 
2010-03-15T20:00:00Z,MIDU,5.3418412132627,1989,Market On Open,Filled,10624.922173179, 
2010-03-19T15:00:00Z,MIDU,5.5175596742252,-2002,Market,Filled,-11046.154467799,Warning: No quote information available at 03/19/2010 11:00:00 America/New_York, order filled using TradeBar data 
2010-03-22T18:00:00Z,MIDU,5.62064783799,1973,Market,Filled,11089.538184354,Warning: No quote information available at 03/22/2010 14:00:00 America/New_York, order filled using TradeBar data 
2010-03-26T17:00:00Z,MIDU,5.4977734975564,-2901,Market,Filled,-15949.040916411,Warning: No quote information available at 03/26/2010 13:00:00 America/New_York, order filled using TradeBar data 
2010-03-29T14:00:00Z,MIDU,5.6289599517485,2832,Market,Filled,15941.214583352,Warning: No quote information available at 03/29/2010 10:00:00 America/New_York, order filled using TradeBar data 
2010-04-08T14:00:00Z,MIDU,5.8561247308825,-1940,Market,Filled,-11360.881977912,Warning: No quote information available at 04/08/2010 10:00:00 America/New_York, order filled using TradeBar data 
2010-04-09T15:00:00Z,MIDU,6.0461521682048,1869,Market,Filled,11300.258402375,Warning: No quote information available at 04/09/2010 11:00:00 America/New_York, order filled using TradeBar data 
2010-04-16T16:00:00Z,MIDU,6.132966733479,-2761,Market,Filled,-16933.121151135,Warning: No quote information available at 04/16/2010 12:00:00 America/New_York, order filled using TradeBar data 
2010-04-20T14:00:00Z,MIDU,6.2766930693218,1842,Market,Filled,11561.668633691,Warning: No quote information available at 04/20/2010 10:00:00 America/New_York, order filled using TradeBar data 
2010-04-20T16:00:00Z,MIDU,6.3389101744349,840,Market,Filled,5324.6845465253,Warning: No quote information available at 04/20/2010 12:00:00 America/New_York, order filled using TradeBar data 
2010-04-27T16:00:00Z,MIDU,6.3953396418631,-2682,Market,Filled,-17152.300919477,Warning: No quote information available at 04/27/2010 12:00:00 America/New_York, order filled using TradeBar data 
2010-04-29T14:00:00Z,MIDU,6.4676851129249,1812,Market,Filled,11719.44542462,Warning: No quote information available at 04/29/2010 10:00:00 America/New_York, order filled using TradeBar data 
2010-04-29T17:00:00Z,MIDU,6.5829555634834,819,Market,Filled,5391.4406064929,Warning: No quote information available at 04/29/2010 13:00:00 America/New_York, order filled using TradeBar data 
2010-04-30T17:00:00Z,MIDU,6.3615784220343,-828,Market,Filled,-5267.3869334444,Warning: No quote information available at 04/30/2010 13:00:00 America/New_York, order filled using TradeBar data 
2010-04-30T20:00:00Z,MIDU,6.335534052452,-1803,Market On Open,Filled,-11422.967896571, 
2010-05-03T14:00:00Z,MIDU,6.3958219450035,1787,Market,Filled,11429.333815721,Warning: No quote information available at 05/03/2010 10:00:00 America/New_York, order filled using TradeBar data 
2010-05-03T17:00:00Z,MIDU,6.511092395562,808,Market,Filled,5260.9626556141,Warning: No quote information available at 05/03/2010 13:00:00 America/New_York, order filled using TradeBar data 
2010-05-04T14:00:00Z,MIDU,6.1787855318181,-2595,Market,Filled,-16033.948455068,Warning: No quote information available at 05/04/2010 10:00:00 America/New_York, order filled using TradeBar data 
2010-05-10T14:00:00Z,MIDU,5.53009002,1986,Market,Filled,10982.75877972,Warning: No quote information available at 05/10/2010 10:00:00 America/New_York, order filled using TradeBar data 
2010-05-11T14:00:00Z,MIDU,5.53443075,915,Market,Filled,5064.00413625,Warning: No quote information available at 05/11/2010 10:00:00 America/New_York, order filled using TradeBar data 
2010-05-14T14:00:00Z,MIDU,5.42301868,-1985,Market,Filled,-10764.6920798,Warning: No quote information available at 05/14/2010 10:00:00 America/New_York, order filled using TradeBar data 
2010-05-14T16:00:00Z,MIDU,5.26819931,-916,Market,Filled,-4825.67056796,Warning: No quote information available at 05/14/2010 12:00:00 America/New_York, order filled using TradeBar data 
2010-05-18T14:00:00Z,MIDU,5.5561344,1920,Market,Filled,10667.778048,Warning: No quote information available at 05/18/2010 10:00:00 America/New_York, order filled using TradeBar data 
2010-05-18T18:00:00Z,MIDU,5.21611055,-1920,Market,Filled,-10014.932256,Warning: No quote information available at 05/18/2010 14:00:00 America/New_York, order filled using TradeBar data 
2010-05-24T17:00:00Z,MIDU,4.63589964,2207,Market,Filled,10231.43050548,Warning: No quote information available at 05/24/2010 13:00:00 America/New_York, order filled using TradeBar data 
2010-05-25T14:00:00Z,MIDU,4.03977272,-2207,Market,Filled,-8915.77839304,Warning: No quote information available at 05/25/2010 10:00:00 America/New_York, order filled using TradeBar data 
2010-05-26T14:00:00Z,MIDU,4.6735193,2927,Market,Filled,13679.3909911,Warning: No quote information available at 05/26/2010 10:00:00 America/New_York, order filled using TradeBar data 
2010-06-01T20:00:00Z,MIDU,4.54185049,-2001,Market On Open,Filled,-9088.24283049, 
2010-06-02T20:00:00Z,MIDU,4.88332125,1884,Market On Open,Filled,9200.177235, 
2010-06-04T17:00:00Z,MIDU,4.55197886,-2810,Market,Filled,-12791.0605966,Warning: No quote information available at 06/04/2010 13:00:00 America/New_York, order filled using TradeBar data 
2010-06-09T14:00:00Z,MIDU,4.32770781,2006,Market,Filled,8681.38186686,Warning: No quote information available at 06/09/2010 10:00:00 America/New_York, order filled using TradeBar data 
2010-06-10T14:00:00Z,MIDU,4.50857156,884,Market,Filled,3985.57725904,Warning: No quote information available at 06/10/2010 10:00:00 America/New_York, order filled using TradeBar data 
2010-06-21T20:00:00Z,MIDU,5.023838754,-1983,Market On Open,Filled,-9962.272249182, 
2010-06-22T17:00:00Z,MIDU,4.960360647,-907,Market,Filled,-4499.047106829,Warning: No quote information available at 06/22/2010 13:00:00 America/New_York, order filled using TradeBar data 
2010-06-28T16:00:00Z,MIDU,4.537173267,2166,Market,Filled,9827.517296322,Warning: No quote information available at 06/28/2010 12:00:00 America/New_York, order filled using TradeBar data 
2010-06-29T14:00:00Z,MIDU,4.14119079,-2166,Market,Filled,-8969.81925114,Warning: No quote information available at 06/29/2010 10:00:00 America/New_York, order filled using TradeBar data 
2010-07-06T14:00:00Z,MIDU,3.917506032,2363,Market,Filled,9257.066753616,Warning: No quote information available at 07/06/2010 10:00:00 America/New_York, order filled using TradeBar data 
2010-07-07T14:00:00Z,MIDU,3.8343799395,1115,Market,Filled,4275.3336325425,Warning: No quote information available at 07/07/2010 10:00:00 America/New_York, order filled using TradeBar data 
2010-07-16T14:00:00Z,MIDU,4.310465742,-3478,Market,Filled,-14991.799850676,Warning: No quote information available at 07/16/2010 10:00:00 America/New_York, order filled using TradeBar data 
2010-07-20T18:00:00Z,MIDU,4.32255681,2355,Market,Filled,10179.62128755,Warning: No quote information available at 07/20/2010 14:00:00 America/New_York, order filled using TradeBar data 
