Time,Symbol,Price,Quantity,Type,Status,Value,Tag 
2009-02-03T21:00:00Z,MIDU,1.804915210117,3588,Market On Open,Filled,6476.0357738997, 
2012-05-03T18:00:00Z,MIDU,7.73831189,-842,Market,Filled,-6515.65861138,Warning: No quote information available at 05/03/2012 14:00:00 America/New_York, order filled using TradeBar data 
2012-05-10T14:00:00Z,MIDU,7.32939254,1942,Market,Filled,14233.68031268,Warning: No quote information available at 05/10/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-05-11T15:00:00Z,MIDU,7.31770913,897,Market,Filled,6563.98508961,Warning: No quote information available at 05/11/2012 11:00:00 America/New_York, order filled using TradeBar data 
2012-05-14T14:00:00Z,MIDU,6.96331236,-2839,Market,Filled,-19768.84379004,Warning: No quote information available at 05/14/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-05-21T18:00:00Z,MIDU,6.32072481,2143,Market,Filled,13545.31326783,Warning: No quote information available at 05/21/2012 14:00:00 America/New_York, order filled using TradeBar data 
2012-05-22T14:00:00Z,MIDU,6.44534785,967,Market,Filled,6232.65137095,Warning: No quote information available at 05/22/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-05-23T15:00:00Z,MIDU,6.190260065,-978,Market,Filled,-6054.07434357,Warning: No quote information available at 05/23/2012 11:00:00 America/New_York, order filled using TradeBar data 
2012-05-23T19:00:00Z,MIDU,6.342144395,957,Market,Filled,6069.432186015,Warning: No quote information available at 05/23/2012 15:00:00 America/New_York, order filled using TradeBar data 
2012-05-30T15:00:00Z,MIDU,6.43755891,-2115,Market,Filled,-13615.43709465,Warning: No quote information available at 05/30/2012 11:00:00 America/New_York, order filled using TradeBar data 
2012-05-31T14:00:00Z,MIDU,6.217521355,-974,Market,Filled,-6055.86579977,Warning: No quote information available at 05/31/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-06-06T14:00:00Z,MIDU,6.19999624,3168,Market,Filled,19641.58808832,Warning: No quote information available at 06/06/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-06-11T20:00:00Z,MIDU,6.162998775,-2168,Market On Open,Filled,-13361.3813442, 
2012-06-12T20:00:00Z,MIDU,6.24283541,2119,Market On Open,Filled,13228.56823379, 
2012-06-13T20:00:00Z,MIDU,6.13379025,-970,Market On Open,Filled,-5949.7765425, 
2012-06-14T15:00:00Z,MIDU,6.233099235,972,Market,Filled,6058.57245642,Warning: No quote information available at 06/14/2012 11:00:00 America/New_York, order filled using TradeBar data 
2012-06-21T16:00:00Z,MIDU,6.4774879875,-2138,Market,Filled,-13848.869317275,Warning: No quote information available at 06/21/2012 12:00:00 America/New_York, order filled using TradeBar data 
2012-06-21T18:00:00Z,MIDU,6.3272853675,-983,Market,Filled,-6219.7215162525,Warning: No quote information available at 06/21/2012 14:00:00 America/New_York, order filled using TradeBar data 
2012-06-27T15:00:00Z,MIDU,6.2229779925,2200,Market,Filled,13690.5515835,Warning: No quote information available at 06/27/2012 11:00:00 America/New_York, order filled using TradeBar data 
2012-06-28T20:00:00Z,MIDU,0,1003,Market On Open,Canceled,0,Open order cancelled on symbol changed event 
2012-07-06T18:00:00Z,MIDU,6.846736095,-1217,Market,Filled,-8332.477827615,Warning: No quote information available at 07/06/2012 14:00:00 America/New_York, order filled using TradeBar data 
2012-07-09T16:00:00Z,MIDU,6.771634785,-983,Market,Filled,-6656.516993655,Warning: No quote information available at 07/09/2012 12:00:00 America/New_York, order filled using TradeBar data 
2012-07-13T14:00:00Z,MIDU,6.6694135575,2177,Market,Filled,14519.313314677,Warning: No quote information available at 07/13/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-07-13T15:00:00Z,MIDU,6.7653763425,989,Market,Filled,6690.9572027325,Warning: No quote information available at 07/13/2012 11:00:00 America/New_York, order filled using TradeBar data 
2012-07-23T14:00:00Z,MIDU,6.337716105,-3166,Market,Filled,-20065.20918843,Warning: No quote information available at 07/23/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-07-26T14:00:00Z,MIDU,6.5233832325,2109,Market,Filled,13757.815237343,Warning: No quote information available at 07/26/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-07-26T20:00:00Z,MIDU,6.6360351975,970,Market On Open,Filled,6436.954141575, 
2012-08-01T16:00:00Z,MIDU,6.6819304425,-2113,Market,Filled,-14118.919025003,Warning: No quote information available at 08/01/2012 12:00:00 America/New_York, order filled using TradeBar data 
2012-08-02T14:00:00Z,MIDU,6.496263315,-966,Market,Filled,-6275.39036229,Warning: No quote information available at 08/02/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-08-03T14:00:00Z,MIDU,6.805013145,2978,Market,Filled,20265.32914581,Warning: No quote information available at 08/03/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-08-13T15:00:00Z,MIDU,7.0324032225,-2040,Market,Filled,-14346.1025739,Warning: No quote information available at 08/13/2012 11:00:00 America/New_York, order filled using TradeBar data 
2012-08-14T15:00:00Z,MIDU,7.1992950225,1984,Market,Filled,14283.40132464,Warning: No quote information available at 08/14/2012 11:00:00 America/New_York, order filled using TradeBar data 
2012-08-22T15:00:00Z,MIDU,7.4245989525,-2001,Market,Filled,-14856.622503952,Warning: No quote information available at 08/22/2012 11:00:00 America/New_York, order filled using TradeBar data 
2012-08-23T14:00:00Z,MIDU,7.33489461,-921,Market,Filled,-6755.43793581,Warning: No quote information available at 08/23/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-08-27T16:00:00Z,MIDU,7.439201985,1983,Market,Filled,14751.937536255,Warning: No quote information available at 08/27/2012 12:00:00 America/New_York, order filled using TradeBar data 
2012-08-27T17:00:00Z,MIDU,7.4454604275,914,Market,Filled,6805.150830735,Warning: No quote information available at 08/27/2012 13:00:00 America/New_York, order filled using TradeBar data 
2012-08-30T14:00:00Z,MIDU,7.3578422325,-1982,Market,Filled,-14583.243304815,Warning: No quote information available at 08/30/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-08-30T15:00:00Z,MIDU,7.2368456775,-915,Market,Filled,-6621.7137949125,Warning: No quote information available at 08/30/2012 11:00:00 America/New_York, order filled using TradeBar data 
2012-08-31T15:00:00Z,MIDU,7.422512805,902,Market,Filled,6695.10655011,Warning: No quote information available at 08/31/2012 11:00:00 America/New_York, order filled using TradeBar data 
2012-08-31T16:00:00Z,MIDU,7.4496327225,1946,Market,Filled,14496.985277985,Warning: No quote information available at 08/31/2012 12:00:00 America/New_York, order filled using TradeBar data 
2012-09-04T15:00:00Z,MIDU,7.305688545,-898,Market,Filled,-6560.50831341,Warning: No quote information available at 09/04/2012 11:00:00 America/New_York, order filled using TradeBar data 
2012-09-04T17:00:00Z,MIDU,7.430857395,883,Market,Filled,6561.447079785,Warning: No quote information available at 09/04/2012 13:00:00 America/New_York, order filled using TradeBar data 
2012-09-18T15:00:00Z,MIDU,8.3425038525,-1944,Market,Filled,-16217.82748926,Warning: No quote information available at 09/18/2012 11:00:00 America/New_York, order filled using TradeBar data 
2012-09-20T14:00:00Z,MIDU,8.110276629,-889,Market,Filled,-7210.035923181,Warning: No quote information available at 09/20/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-09-21T14:00:00Z,MIDU,8.394057483,1898,Market,Filled,15931.921102734,Warning: No quote information available at 09/21/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-09-24T14:00:00Z,MIDU,8.141807835,-1898,Market,Filled,-15453.15127083,Warning: No quote information available at 09/24/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-09-27T18:00:00Z,MIDU,7.914332706,1972,Market,Filled,15607.064096232,Warning: No quote information available at 09/27/2012 14:00:00 America/New_York, order filled using TradeBar data 
2012-10-01T18:00:00Z,MIDU,7.621542936,-1972,Market,Filled,-15029.682669792,Warning: No quote information available at 10/01/2012 14:00:00 America/New_York, order filled using TradeBar data 
2012-10-02T14:00:00Z,MIDU,7.767937821,904,Market,Filled,7022.215790184,Warning: No quote information available at 10/02/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-10-02T20:00:00Z,MIDU,7.851270294,1952,Market On Open,Filled,15325.679613888, 
2012-10-09T14:00:00Z,MIDU,7.855774752,-1959,Market,Filled,-15389.462739168,Warning: No quote information available at 10/09/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-10-09T15:00:00Z,MIDU,7.693614264,-897,Market,Filled,-6901.171994808,Warning: No quote information available at 10/09/2012 11:00:00 America/New_York, order filled using TradeBar data 
2012-10-11T14:00:00Z,MIDU,7.718388783,1965,Market,Filled,15166.633958595,Warning: No quote information available at 10/11/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-10-11T18:00:00Z,MIDU,7.6575786,-1965,Market,Filled,-15047.141949,Warning: No quote information available at 10/11/2012 14:00:00 America/New_York, order filled using TradeBar data 
2012-10-12T14:00:00Z,MIDU,7.68010089,1963,Market,Filled,15076.03804707,Warning: No quote information available at 10/12/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-10-12T15:00:00Z,MIDU,7.596768417,-1963,Market,Filled,-14912.456402571,Warning: No quote information available at 10/12/2012 11:00:00 America/New_York, order filled using TradeBar data 
2012-10-15T17:00:00Z,MIDU,7.646317455,1956,Market,Filled,14956.19694198,Warning: No quote information available at 10/15/2012 13:00:00 America/New_York, order filled using TradeBar data 
2012-10-15T19:00:00Z,MIDU,7.666587516,899,Market,Filled,6892.262176884,Warning: No quote information available at 10/15/2012 15:00:00 America/New_York, order filled using TradeBar data 
2012-10-19T16:00:00Z,MIDU,7.81523463,-1955,Market,Filled,-15278.78370165,Warning: No quote information available at 10/19/2012 12:00:00 America/New_York, order filled using TradeBar data 
2012-10-19T18:00:00Z,MIDU,7.72514547,-900,Market,Filled,-6952.630923,Warning: No quote information available at 10/19/2012 14:00:00 America/New_York, order filled using TradeBar data 
2012-10-31T14:00:00Z,MIDU,7.533706005,2016,Market,Filled,15187.95130608,Warning: No quote information available at 10/31/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-10-31T20:00:00Z,MIDU,7.632804081,922,Market On Open,Filled,7037.445362682, 
2012-11-07T16:00:00Z,MIDU,7.608029562,-2938,Market,Filled,-22352.390853156,Warning: No quote information available at 11/07/2012 11:00:00 America/New_York, order filled using TradeBar data 
2012-11-13T15:00:00Z,MIDU,7.358032143,2072,Market,Filled,15245.842600296,Warning: No quote information available at 11/13/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-11-13T21:00:00Z,MIDU,7.308483105,-2072,Market On Open,Filled,-15143.17699356, 
2012-11-19T15:00:00Z,MIDU,7.290465273,3040,Market,Filled,22163.01442992,Warning: No quote information available at 11/19/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-11-28T15:00:00Z,MIDU,7.560732753,-2082,Market,Filled,-15741.445591746,Warning: No quote information available at 11/28/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-11-28T18:00:00Z,MIDU,7.758928905,2020,Market,Filled,15673.0363881,Warning: No quote information available at 11/28/2012 13:00:00 America/New_York, order filled using TradeBar data 
2012-12-04T18:00:00Z,MIDU,7.869288126,-2039,Market,Filled,-16045.478488914,Warning: No quote information available at 12/04/2012 13:00:00 America/New_York, order filled using TradeBar data 
2012-12-05T17:00:00Z,MIDU,8.038205301,1991,Market,Filled,16004.066754291,Warning: No quote information available at 12/05/2012 12:00:00 America/New_York, order filled using TradeBar data 
2012-12-13T18:00:00Z,MIDU,8.177843499,-2006,Market,Filled,-16404.754058994,Warning: No quote information available at 12/13/2012 13:00:00 America/New_York, order filled using TradeBar data 
2012-12-13T20:00:00Z,MIDU,8.094511026,-924,Market,Filled,-7479.328188024,Warning: No quote information available at 12/13/2012 15:00:00 America/New_York, order filled using TradeBar data 
2012-12-17T15:00:00Z,MIDU,8.263428201,2885,Market,Filled,23839.990359885,Warning: No quote information available at 12/17/2012 10:00:00 America/New_York, order filled using TradeBar data 
2012-12-21T17:00:00Z,MIDU,8.497660017,-1976,Market,Filled,-16791.376193592,Warning: No quote information available at 12/21/2012 12:00:00 America/New_York, order filled using TradeBar data 
2012-12-26T17:00:00Z,MIDU,8.405318628,-909,Market,Filled,-7640.434632852,Warning: No quote information available at 12/26/2012 12:00:00 America/New_York, order filled using TradeBar data 
2012-12-31T17:00:00Z,MIDU,8.274689346,2016,Market,Filled,16681.773721536,Warning: No quote information available at 12/31/2012 12:00:00 America/New_York, order filled using TradeBar data 
2012-12-31T20:00:00Z,MIDU,8.515677849,900,Market,Filled,7664.1100641,Warning: No quote information available at 12/31/2012 15:00:00 America/New_York, order filled using TradeBar data 
2013-01-30T21:00:00Z,MIDU,10.344487797,-2004,Market On Open,Filled,-20730.353545188, 
2013-01-31T18:00:00Z,MIDU,10.479621537,1950,Market,Filled,20435.26199715,Warning: No quote information available at 01/31/2013 13:00:00 America/New_York, order filled using TradeBar data 
2013-02-20T20:00:00Z,MIDU,10.986373062,-2862,Market,Filled,-31442.999703444,Warning: No quote information available at 02/20/2013 15:00:00 America/New_York, order filled using TradeBar data 
2013-02-25T15:00:00Z,MIDU,10.830969261,1980,Market,Filled,21445.31913678,Warning: No quote information available at 02/25/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-02-25T19:00:00Z,MIDU,10.47286485,-1980,Market,Filled,-20736.272403,Warning: No quote information available at 02/25/2013 14:00:00 America/New_York, order filled using TradeBar data 
2013-02-27T15:00:00Z,MIDU,10.475117079,2002,Market,Filled,20971.184392158,Warning: No quote information available at 02/27/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-02-27T16:00:00Z,MIDU,10.610250819,911,Market,Filled,9665.938496109,Warning: No quote information available at 02/27/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-03-01T15:00:00Z,MIDU,10.339983339,-2913,Market,Filled,-30120.371466507,Warning: No quote information available at 03/01/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-03-01T18:00:00Z,MIDU,10.587728529,2846,Market,Filled,30132.675393534,Warning: No quote information available at 03/01/2013 13:00:00 America/New_York, order filled using TradeBar data 
2013-03-19T16:00:00Z,MIDU,11.594474892,-2846,Market,Filled,-32997.875542632,Warning: No quote information available at 03/19/2013 12:00:00 America/New_York, order filled using TradeBar data 
2013-03-20T14:00:00Z,MIDU,11.84672454,2771,Market,Filled,32827.27370034,Warning: No quote information available at 03/20/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-03-25T17:00:00Z,MIDU,11.655285075,-1896,Market,Filled,-22098.4205022,Warning: No quote information available at 03/25/2013 13:00:00 America/New_York, order filled using TradeBar data 
2013-03-26T14:00:00Z,MIDU,11.91429141,1855,Market,Filled,22101.01056555,Warning: No quote information available at 03/26/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-03-27T14:00:00Z,MIDU,11.682311823,-2730,Market,Filled,-31892.71127679,Warning: No quote information available at 03/27/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-03-27T16:00:00Z,MIDU,11.898525807,2681,Market,Filled,31899.947688567,Warning: No quote information available at 03/27/2013 12:00:00 America/New_York, order filled using TradeBar data 
2013-04-02T19:00:00Z,MIDU,11.788166586,-1835,Market,Filled,-21631.28568531,Warning: No quote information available at 04/02/2013 15:00:00 America/New_York, order filled using TradeBar data 
2013-04-03T14:00:00Z,MIDU,11.702581884,-846,Market,Filled,-9900.384273864,Warning: No quote information available at 04/03/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-04-08T15:00:00Z,MIDU,11.312946267,1907,Market,Filled,21573.788531169,Warning: No quote information available at 04/08/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-04-08T19:00:00Z,MIDU,11.524655793,862,Market,Filled,9934.253293566,Warning: No quote information available at 04/08/2013 15:00:00 America/New_York, order filled using TradeBar data 
2013-04-15T14:00:00Z,MIDU,11.75663538,-1896,Market,Filled,-22290.58068048,Warning: No quote information available at 04/15/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-04-15T15:00:00Z,MIDU,11.64402393,-873,Market,Filled,-10165.23289089,Warning: No quote information available at 04/15/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-04-19T15:00:00Z,MIDU,11.060696619,2004,Market,Filled,22165.636024476,Warning: No quote information available at 04/19/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-04-22T16:00:00Z,MIDU,11.085471138,923,Market,Filled,10231.889860374,Warning: No quote information available at 04/22/2013 12:00:00 America/New_York, order filled using TradeBar data 
2013-05-01T18:00:00Z,MIDU,11.812941105,-2006,Market,Filled,-23696.75985663,Warning: No quote information available at 05/01/2013 14:00:00 America/New_York, order filled using TradeBar data 
2013-05-01T20:00:00Z,MIDU,11.84672454,-921,Market On Open,Filled,-10910.83330134, 
2013-05-02T16:00:00Z,MIDU,12.058434066,2858,Market,Filled,34463.004560628,Warning: No quote information available at 05/02/2013 12:00:00 America/New_York, order filled using TradeBar data 
2013-05-22T18:00:00Z,MIDU,13.855712808,-1962,Market,Filled,-27184.908529296,Warning: No quote information available at 05/22/2013 14:00:00 America/New_York, order filled using TradeBar data 
2013-05-22T19:00:00Z,MIDU,13.596706473,-896,Market,Filled,-12182.648999808,Warning: No quote information available at 05/22/2013 15:00:00 America/New_York, order filled using TradeBar data 
2013-05-28T14:00:00Z,MIDU,13.853460579,2822,Market,Filled,39094.465753938,Warning: No quote information available at 05/28/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-05-28T19:00:00Z,MIDU,13.394005863,-888,Market,Filled,-11893.877206344,Warning: No quote information available at 05/28/2013 15:00:00 America/New_York, order filled using TradeBar data 
2013-05-29T15:00:00Z,MIDU,13.015631391,-1934,Market,Filled,-25172.231110194,Warning: No quote information available at 05/29/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-05-30T14:00:00Z,MIDU,13.513374,2749,Market,Filled,37148.265126,Warning: No quote information available at 05/30/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-05-31T20:00:00Z,MIDU,13.121486154,-1880,Market On Open,Filled,-24668.39396952, 
2013-06-03T14:00:00Z,MIDU,13.033649223,-869,Market,Filled,-11326.241174787,Warning: No quote information available at 06/03/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-06-06T20:00:00Z,MIDU,12.898515483,1947,Market On Open,Filled,25113.409645401, 
2013-06-07T15:00:00Z,MIDU,12.871488735,848,Market,Filled,10915.02244728,Warning: No quote information available at 06/07/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-06-12T16:00:00Z,MIDU,12.36473721,-2795,Market,Filled,-34559.44050195,Warning: No quote information available at 06/12/2013 12:00:00 America/New_York, order filled using TradeBar data 
2013-06-13T17:00:00Z,MIDU,12.605725713,1878,Market,Filled,23673.552889014,Warning: No quote information available at 06/13/2013 13:00:00 America/New_York, order filled using TradeBar data 
2013-06-13T19:00:00Z,MIDU,12.722841621,858,Market,Filled,10916.198110818,Warning: No quote information available at 06/13/2013 15:00:00 America/New_York, order filled using TradeBar data 
2013-06-19T19:00:00Z,MIDU,12.736354995,-1873,Market,Filled,-23855.192905635,Warning: No quote information available at 06/19/2013 15:00:00 America/New_York, order filled using TradeBar data 
2013-06-20T14:00:00Z,MIDU,12.020146173,-863,Market,Filled,-10373.386147299,Warning: No quote information available at 06/20/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-06-25T15:00:00Z,MIDU,11.506637961,2036,Market,Filled,23427.514888596,Warning: No quote information available at 06/25/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-06-26T14:00:00Z,MIDU,11.939065929,901,Market,Filled,10757.098402029,Warning: No quote information available at 06/26/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-07-24T17:00:00Z,MIDU,14.655254103,-2019,Market,Filled,-29588.958033957,Warning: No quote information available at 07/24/2013 13:00:00 America/New_York, order filled using TradeBar data 
2013-07-25T14:00:00Z,MIDU,14.61696621,-918,Market,Filled,-13418.37498078,Warning: No quote information available at 07/25/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-07-30T16:00:00Z,MIDU,14.562912714,2001,Market,Filled,29140.388340714,Warning: No quote information available at 07/30/2013 12:00:00 America/New_York, order filled using TradeBar data 
2013-07-31T14:00:00Z,MIDU,14.666515248,916,Market,Filled,13434.527967168,Warning: No quote information available at 07/31/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-08-06T14:00:00Z,MIDU,15.078673155,-1998,Market,Filled,-30127.18896369,Warning: No quote information available at 08/06/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-08-06T15:00:00Z,MIDU,14.857954713,-919,Market,Filled,-13654.460381247,Warning: No quote information available at 08/06/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-08-09T14:00:00Z,MIDU,14.921017125,2004,Market,Filled,29901.7183185,Warning: No quote information available at 08/09/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-08-12T15:00:00Z,MIDU,14.959305018,922,Market,Filled,13792.479226596,Warning: No quote information available at 08/12/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-08-15T14:00:00Z,MIDU,13.927784136,-2926,Market,Filled,-40752.696381936,Warning: No quote information available at 08/15/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-08-20T15:00:00Z,MIDU,13.799407083,2027,Market,Filled,27971.398157241,Warning: No quote information available at 08/20/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-08-21T19:00:00Z,MIDU,13.997603235,921,Market,Filled,12891.792579435,Warning: No quote information available at 08/21/2013 15:00:00 America/New_York, order filled using TradeBar data 
2013-08-21T20:00:00Z,MIDU,13.682291175,-929,Market On Open,Filled,-12710.848501575, 
2013-08-22T14:00:00Z,MIDU,13.9054870689,915,Market,Filled,12723.520668044,Warning: No quote information available at 08/22/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-08-27T14:00:00Z,MIDU,13.686795633,-2934,Market,Filled,-40157.058387222,Warning: No quote information available at 08/27/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-08-29T15:00:00Z,MIDU,13.6820659521,2008,Market,Filled,27473.588431817,Warning: No quote information available at 08/29/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-08-30T15:00:00Z,MIDU,13.236349833,-2008,Market,Filled,-26578.590464664,Warning: No quote information available at 08/30/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-09-04T15:00:00Z,MIDU,13.15301736,2044,Market,Filled,26884.76748384,Warning: No quote information available at 09/04/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-09-04T16:00:00Z,MIDU,13.22339951625,938,Market,Filled,12403.548746243,Warning: No quote information available at 09/04/2013 12:00:00 America/New_York, order filled using TradeBar data 
2013-09-23T14:00:00Z,MIDU,14.873720316,-2982,Market,Filled,-44353.433982312,Warning: No quote information available at 09/23/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-09-24T17:00:00Z,MIDU,15.130474422,1993,Market,Filled,30155.035523046,Warning: No quote information available at 09/24/2013 13:00:00 America/New_York, order filled using TradeBar data 
2013-09-24T20:00:00Z,MIDU,14.943539415,-1993,Market On Open,Filled,-29782.474054095, 
2013-09-25T16:00:00Z,MIDU,15.146240025,1974,Market,Filled,29898.67780935,Warning: No quote information available at 09/25/2013 12:00:00 America/New_York, order filled using TradeBar data 
2013-09-26T14:00:00Z,MIDU,15.267860391,903,Market,Filled,13786.877933073,Warning: No quote information available at 09/26/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-09-30T14:00:00Z,MIDU,14.650749645,-2877,Market,Filled,-42150.206728665,Warning: No quote information available at 09/30/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-09-30T19:00:00Z,MIDU,15.125969964,2791,Market,Filled,42216.582169524,Warning: No quote information available at 09/30/2013 15:00:00 America/New_York, order filled using TradeBar data 
2013-10-03T16:00:00Z,MIDU,14.916512667,-880,Market,Filled,-13126.53114696,Warning: No quote information available at 10/03/2013 12:00:00 America/New_York, order filled using TradeBar data 
2013-10-04T14:00:00Z,MIDU,15.380471841,852,Market,Filled,13104.162008532,Warning: No quote information available at 10/04/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-10-07T20:00:00Z,MIDU,14.930026041,-1890,Market On Open,Filled,-28217.74921749, 
2013-10-08T15:00:00Z,MIDU,14.736334347,-873,Market,Filled,-12864.819884931,Warning: No quote information available at 10/08/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-10-10T14:00:00Z,MIDU,14.970566163,2747,Market,Filled,41124.145249761,Warning: No quote information available at 10/10/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-10-23T14:00:00Z,MIDU,16.445776158,-1884,Market,Filled,-30983.842281672,Warning: No quote information available at 10/23/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-10-25T20:00:00Z,MIDU,16.932257622,1822,Market On Open,Filled,30850.573387284, 
2013-10-30T19:00:00Z,MIDU,16.655233455,-1839,Market,Filled,-30628.974323745,Warning: No quote information available at 10/30/2013 15:00:00 America/New_York, order filled using TradeBar data 
2013-10-31T14:00:00Z,MIDU,16.587666585,-846,Market,Filled,-14033.16593091,Warning: No quote information available at 10/31/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-10-31T18:00:00Z,MIDU,16.887213042,2639,Market,Filled,44565.355217838,Warning: No quote information available at 10/31/2013 14:00:00 America/New_York, order filled using TradeBar data 
2013-11-01T16:00:00Z,MIDU,16.378209288,-2639,Market,Filled,-43222.094311032,Warning: No quote information available at 11/01/2013 12:00:00 America/New_York, order filled using TradeBar data 
2013-11-04T15:00:00Z,MIDU,16.722800325,1770,Market,Filled,29599.35657525,Warning: No quote information available at 11/04/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-11-04T16:00:00Z,MIDU,16.878204126,809,Market,Filled,13654.467137934,Warning: No quote information available at 11/04/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-11-07T15:00:00Z,MIDU,16.623702249,-1764,Market,Filled,-29324.210767236,Warning: No quote information available at 11/07/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-11-07T16:00:00Z,MIDU,16.326408021,-815,Market,Filled,-13306.022537115,Warning: No quote information available at 11/07/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-11-08T18:00:00Z,MIDU,16.4412717,1775,Market,Filled,29183.2572675,Warning: No quote information available at 11/08/2013 13:00:00 America/New_York, order filled using TradeBar data 
2013-11-11T15:00:00Z,MIDU,16.668746829,807,Market,Filled,13451.678691003,Warning: No quote information available at 11/11/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-11-19T15:00:00Z,MIDU,17.04937353,-1768,Market,Filled,-30143.29240104,Warning: No quote information available at 11/19/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-11-19T19:00:00Z,MIDU,16.704782493,-814,Market,Filled,-13597.692949302,Warning: No quote information available at 11/19/2013 14:00:00 America/New_York, order filled using TradeBar data 
2013-11-21T15:00:00Z,MIDU,16.930005393,1765,Market,Filled,29881.459518645,Warning: No quote information available at 11/21/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-11-21T16:00:00Z,MIDU,17.213786247,800,Market,Filled,13771.0289976,Warning: No quote information available at 11/21/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-12-02T15:00:00Z,MIDU,17.18450727,-2565,Market,Filled,-44078.26114755,Warning: No quote information available at 12/02/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-12-02T16:00:00Z,MIDU,17.430000231,2528,Market,Filled,44063.040583968,Warning: No quote information available at 12/02/2013 11:00:00 America/New_York, order filled using TradeBar data 
2013-12-03T15:00:00Z,MIDU,17.069643591,-2528,Market,Filled,-43152.058998048,Warning: No quote information available at 12/03/2013 10:00:00 America/New_York, order filled using TradeBar data 
2013-12-04T16:00:00Z,MIDU,17.155228293,1722,Market,Filled,29541.303120546,Warning: No quote information available at 12/04/2013 11:00:00 America/New_York, order filled using TradeBar data 
